pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""W""";"=""1""";"=""2""";"=""1""";"=""TAN Yayun""";"=""18.11.1992""";"=""CHN""";"=""48""";"=""47.15""";"=""72""";"=""76""";"=""* 80""";"=""76""";"=""95""";"=""100""";"=""103""";"=""103""";"=""179""";"=""14th JUNIOR WOMEN & 22nd JUNIOR MEN ASIAN CHAMPIONSHIPS""";"=""12.2009""";
"=""1""";"=""W""";"=""2""";"=""1""";"=""2""";"=""KHAMSRI Panida""";"=""13.01.1989""";"=""THA""";"=""48""";"=""47.20""";"=""73""";"=""77""";"=""* 81""";"=""77""";"=""96""";"=""101""";"=""*104""";"=""101""";"=""178""";"=""14th JUNIOR WOMEN & 22nd JUNIOR MEN ASIAN CHAMPIONSHIPS""";"=""12.2009""";
"=""2""";"=""W""";"=""3""";"=""4""";"=""3""";"=""SISOEVA Marina""";"=""30.05.1993""";"=""UZB""";"=""48""";"=""44.90""";"=""* 54""";"=""54""";"=""* 60""";"=""54""";"=""70""";"=""* 76""";"=""* 80""";"=""70""";"=""124""";"=""14th JUNIOR WOMEN & 22nd JUNIOR MEN ASIAN CHAMPIONSHIPS""";"=""12.2009""";
"=""3""";"=""W""";"=""4""";"=""5""";"=""4""";"=""MATYAKUBOVA Rakhima""";"=""18.02.1992""";"=""UZB""";"=""48""";"=""46.05""";"=""45""";"=""49""";"=""* 53""";"=""49""";"=""50""";"=""56""";"=""60""";"=""60""";"=""109""";"=""14th JUNIOR WOMEN & 22nd JUNIOR MEN ASIAN CHAMPIONSHIPS""";"=""12.2009""";
"=""4""";"=""W""";"=""---""";"=""3""";"=""---""";"=""CHEN Pai-Chi""";"=""11.11.1991""";"=""TPE""";"=""48""";"=""47.80""";"=""65""";"=""* 68""";"=""68""";"=""68""";"=""* 83""";"=""* 83""";"=""* 83""";"=""---""";"=""0""";"=""14th JUNIOR WOMEN & 22nd JUNIOR MEN ASIAN CHAMPIONSHIPS""";"=""12.2009""";
"=""5""";"=""W""";"=""1""";"=""2""";"=""1""";"=""PENG Hui""";"=""23.07.1991""";"=""CHN""";"=""53""";"=""51.00""";"=""* 85""";"=""85""";"=""* 89""";"=""85""";"=""110""";"=""113""";"=""115""";"=""115""";"=""200""";"=""14th JUNIOR WOMEN & 22nd JUNIOR MEN ASIAN CHAMPIONSHIPS""";"=""12.2009""";
"=""6""";"=""W""";"=""2""";"=""1""";"=""2""";"=""HSU Shu-Ching""";"=""09.05.1991""";"=""TPE""";"=""53""";"=""52.90""";"=""* 85""";"=""85""";"=""88""";"=""88""";"=""*105""";"=""105""";"=""*114""";"=""105""";"=""193""";"=""14th JUNIOR WOMEN & 22nd JUNIOR MEN ASIAN CHAMPIONSHIPS""";"=""12.2009""";
"=""7""";"=""W""";"=""3""";"=""4""";"=""3""";"=""SAYLERT Aungsumalin""";"=""27.04.1990""";"=""THA""";"=""53""";"=""52.15""";"=""67""";"=""* 72""";"=""* 72""";"=""67""";"=""86""";"=""91""";"=""92""";"=""92""";"=""159""";"=""14th JUNIOR WOMEN & 22nd JUNIOR MEN ASIAN CHAMPIONSHIPS""";"=""12.2009""";
"=""8""";"=""W""";"=""4""";"=""3""";"=""4""";"=""HAN Eun-Ji""";"=""18.12.1990""";"=""KOR""";"=""53""";"=""52.15""";"=""66""";"=""71""";"=""* 73""";"=""71""";"=""85""";"=""* 90""";"=""* 91""";"=""85""";"=""156""";"=""14th JUNIOR WOMEN & 22nd JUNIOR MEN ASIAN CHAMPIONSHIPS""";"=""12.2009""";
"=""9""";"=""W""";"=""5""";"=""5""";"=""5""";"=""TOGOEVA Makhliyo""";"=""07.01.1992""";"=""UZB""";"=""53""";"=""48.10""";"=""43""";"=""* 48""";"=""51""";"=""51""";"=""55""";"=""61""";"=""65""";"=""65""";"=""116""";"=""14th JUNIOR WOMEN & 22nd JUNIOR MEN ASIAN CHAMPIONSHIPS""";"=""12.2009""";
"=""10""";"=""W""";"=""6""";"=""6""";"=""6""";"=""ABDULLA Alia Ali""";"=""21.11.1991""";"=""UAE""";"=""53""";"=""51.95""";"=""35""";"=""40""";"=""* 42""";"=""40""";"=""42""";"=""46""";"=""* 48""";"=""46""";"=""86""";"=""14th JUNIOR WOMEN & 22nd JUNIOR MEN ASIAN CHAMPIONSHIPS""";"=""12.2009""";
"=""11""";"=""M""";"=""1""";"=""1""";"=""1""";"=""ZHANG Wei""";"=""01.07.1992""";"=""CHN""";"=""56""";"=""54.75""";"=""106""";"=""111""";"=""115""";"=""115""";"=""*130""";"=""130""";"=""134""";"=""134""";"=""249""";"=""14th JUNIOR WOMEN & 22nd JUNIOR MEN ASIAN CHAMPIONSHIPS""";"=""12.2009""";
"=""12""";"=""M""";"=""2""";"=""2""";"=""2""";"=""CHAOWANYEN Anuwat""";"=""28.03.1993""";"=""THA""";"=""56""";"=""55.30""";"=""105""";"=""107""";"=""*112""";"=""107""";"=""125""";"=""130""";"=""*133""";"=""130""";"=""237""";"=""14th JUNIOR WOMEN & 22nd JUNIOR MEN ASIAN CHAMPIONSHIPS""";"=""12.2009""";
"=""13""";"=""M""";"=""3""";"=""3""";"=""3""";"=""AL-SHARUEE Ahmed""";"=""17.07.1991""";"=""IRQ""";"=""56""";"=""55.95""";"=""106""";"=""*108""";"=""*108""";"=""106""";"=""122""";"=""*127""";"=""127""";"=""127""";"=""233""";"=""14th JUNIOR WOMEN & 22nd JUNIOR MEN ASIAN CHAMPIONSHIPS""";"=""12.2009""";
"=""14""";"=""M""";"=""4""";"=""6""";"=""4""";"=""TAN Chi Chung""";"=""24.02.1990""";"=""TPE""";"=""56""";"=""55.95""";"=""100""";"=""*105""";"=""*105""";"=""100""";"=""125""";"=""*130""";"=""*130""";"=""125""";"=""225""";"=""14th JUNIOR WOMEN & 22nd JUNIOR MEN ASIAN CHAMPIONSHIPS""";"=""12.2009""";
