pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""1""";"=""1""";"=""OLESKIEWICZ Sylwia Malgorzata""";"=""23.06.1999""";"=""POL""";"=""44""";"=""43.85""";"=""*53""";"=""55""";"=""61""";"=""61""";"=""67""";"=""72""";"=""74""";"=""74""";"=""135""";"=""EUROPEAN YOUTH CHAMPIONSHIPS""";"=""08.2015""";
"=""1""";"=""w""";"=""2""";"=""2""";"=""2""";"=""MIRANKOVA Aliaksandra""";"=""24.05.1999""";"=""BLR""";"=""44""";"=""43.97""";"=""*55""";"=""56""";"=""*60""";"=""56""";"=""70""";"=""73""";"=""*75""";"=""73""";"=""129""";"=""EUROPEAN YOUTH CHAMPIONSHIPS""";"=""08.2015""";
"=""2""";"=""w""";"=""3""";"=""3""";"=""4""";"=""MOCAER-LORGERE Nolwenn""";"=""13.04.1999""";"=""FRA""";"=""44""";"=""43.57""";"=""50""";"=""*51""";"=""51""";"=""51""";"=""60""";"=""62""";"=""*65""";"=""62""";"=""113""";"=""EUROPEAN YOUTH CHAMPIONSHIPS""";"=""08.2015""";
"=""3""";"=""w""";"=""4""";"=""5""";"=""3""";"=""LHERMIER Nolwen Gladys Emilie""";"=""07.12.1999""";"=""FRA""";"=""44""";"=""43.70""";"=""42""";"=""45""";"=""*48""";"=""45""";"=""60""";"=""*64""";"=""64""";"=""64""";"=""109""";"=""EUROPEAN YOUTH CHAMPIONSHIPS""";"=""08.2015""";
"=""4""";"=""w""";"=""5""";"=""4""";"=""5""";"=""MUKKALA Kirsi-Marja""";"=""18.11.1999""";"=""FIN""";"=""44""";"=""43.56""";"=""*47""";"=""47""";"=""50""";"=""50""";"=""*58""";"=""58""";"=""*62""";"=""58""";"=""108""";"=""EUROPEAN YOUTH CHAMPIONSHIPS""";"=""08.2015""";
"=""5""";"=""w""";"=""6""";"=""6""";"=""6""";"=""PAMPORDZHIEVA Gergana""";"=""17.01.1999""";"=""BUL""";"=""44""";"=""43.97""";"=""45""";"=""*50""";"=""*50""";"=""45""";"=""55""";"=""*64""";"=""*64""";"=""55""";"=""100""";"=""EUROPEAN YOUTH CHAMPIONSHIPS""";"=""08.2015""";
"=""6""";"=""w""";"=""1""";"=""1""";"=""1""";"=""KARAKOL Gamze""";"=""15.12.1998""";"=""TUR""";"=""48""";"=""47.62""";"=""63""";"=""65""";"=""67""";"=""67""";"=""80""";"=""85""";"=""87""";"=""87""";"=""154""";"=""EUROPEAN YOUTH CHAMPIONSHIPS""";"=""08.2015""";
"=""7""";"=""w""";"=""2""";"=""2""";"=""2""";"=""ACAR Elif""";"=""05.04.1998""";"=""TUR""";"=""48""";"=""47.68""";"=""58""";"=""61""";"=""*63""";"=""61""";"=""71""";"=""74""";"=""75""";"=""75""";"=""136""";"=""EUROPEAN YOUTH CHAMPIONSHIPS""";"=""08.2015""";
"=""8""";"=""w""";"=""3""";"=""3""";"=""4""";"=""SHELEH Natalya""";"=""07.10.1998""";"=""BLR""";"=""48""";"=""47.72""";"=""56""";"=""61""";"=""*63""";"=""61""";"=""70""";"=""73""";"=""74""";"=""74""";"=""135""";"=""EUROPEAN YOUTH CHAMPIONSHIPS""";"=""08.2015""";
"=""9""";"=""w""";"=""4""";"=""4""";"=""3""";"=""WALZAK Pauline""";"=""25.06.1999""";"=""GER""";"=""48""";"=""47.56""";"=""57""";"=""*60""";"=""60""";"=""60""";"=""69""";"=""72""";"=""74""";"=""74""";"=""134""";"=""EUROPEAN YOUTH CHAMPIONSHIPS""";"=""08.2015""";
