pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""1""";"=""1""";"=""AGUSTIANI Sri Wahyuni""";"=""13.08.1994""";"=""INA""";"=""48""";"=""48.00""";"=""75""";"=""*80""";"=""80""";"=""80""";"=""100""";"=""106""";"=""*111""";"=""106""";"=""186""";"=""4th ISLAMIC SOLIDARITY GAMES""";"=""05.2017""";
"=""1""";"=""w""";"=""2""";"=""3""";"=""4""";"=""ERDOGAN Saziye""";"=""23.02.1992""";"=""TUR""";"=""48""";"=""47.75""";"=""70""";"=""74""";"=""*76""";"=""74""";"=""89""";"=""*92""";"=""92""";"=""92""";"=""166""";"=""4th ISLAMIC SOLIDARITY GAMES""";"=""05.2017""";
"=""2""";"=""w""";"=""3""";"=""4""";"=""2""";"=""KARAKOL Gamze""";"=""15.12.1998""";"=""TUR""";"=""48""";"=""47.60""";"=""68""";"=""71""";"=""*73""";"=""71""";"=""90""";"=""*93""";"=""93""";"=""93""";"=""164""";"=""4th ISLAMIC SOLIDARITY GAMES""";"=""05.2017""";
"=""3""";"=""w""";"=""4""";"=""5""";"=""3""";"=""DZHUMABAYEVA Yulduz""";"=""22.04.1998""";"=""TKM""";"=""48""";"=""47.50""";"=""67""";"=""*71""";"=""71""";"=""71""";"=""88""";"=""92""";"=""*94""";"=""92""";"=""163""";"=""4th ISLAMIC SOLIDARITY GAMES""";"=""05.2017""";
"=""4""";"=""w""";"=""5""";"=""2""";"=""5""";"=""INDRIYANI Lisa""";"=""03.10.1996""";"=""INA""";"=""48""";"=""47.15""";"=""70""";"=""*74""";"=""75""";"=""75""";"=""*87""";"=""*87""";"=""87""";"=""87""";"=""162""";"=""4th ISLAMIC SOLIDARITY GAMES""";"=""05.2017""";
"=""5""";"=""w""";"=""6""";"=""6""";"=""6""";"=""MAHARRAMOVA Marziyya""";"=""14.04.1996""";"=""AZE""";"=""48""";"=""47.75""";"=""*62""";"=""62""";"=""66""";"=""66""";"=""75""";"=""80""";"=""85""";"=""85""";"=""151""";"=""4th ISLAMIC SOLIDARITY GAMES""";"=""05.2017""";
"=""6""";"=""w""";"=""1""";"=""2""";"=""1""";"=""TUNADAGI Bediha""";"=""20.08.1985""";"=""TUR""";"=""53""";"=""52.75""";"=""80""";"=""*83""";"=""*83""";"=""80""";"=""100""";"=""102""";"=""*106""";"=""102""";"=""182""";"=""4th ISLAMIC SOLIDARITY GAMES""";"=""05.2017""";
"=""7""";"=""w""";"=""2""";"=""3""";"=""3""";"=""SAFITRI Dewi""";"=""10.02.1993""";"=""INA""";"=""53""";"=""53.00""";"=""74""";"=""78""";"=""*80""";"=""78""";"=""99""";"=""*105""";"=""*105""";"=""99""";"=""177""";"=""4th ISLAMIC SOLIDARITY GAMES""";"=""05.2017""";
"=""8""";"=""w""";"=""3""";"=""4""";"=""2""";"=""AZIMOVA Sabina""";"=""02.11.2000""";"=""AZE""";"=""53""";"=""52.30""";"=""75""";"=""*79""";"=""*79""";"=""75""";"=""93""";"=""98""";"=""101""";"=""101""";"=""176""";"=""4th ISLAMIC SOLIDARITY GAMES""";"=""05.2017""";
"=""9""";"=""w""";"=""4""";"=""5""";"=""4""";"=""ALIZADA Gulchin""";"=""11.06.1997""";"=""AZE""";"=""53""";"=""53.00""";"=""62""";"=""66""";"=""70""";"=""70""";"=""82""";"=""86""";"=""*89""";"=""86""";"=""156""";"=""4th ISLAMIC SOLIDARITY GAMES""";"=""05.2017""";
"=""10""";"=""w""";"=""5""";"=""7""";"=""6""";"=""AL-SAEDI Hadeel Salim Neamah""";"=""13.01.2001""";"=""IRQ""";"=""53""";"=""51.95""";"=""65""";"=""*68""";"=""69""";"=""69""";"=""80""";"=""84""";"=""*89""";"=""84""";"=""153""";"=""4th ISLAMIC SOLIDARITY GAMES""";"=""05.2017""";
"=""11""";"=""w""";"=""6""";"=""6""";"=""7""";"=""CHIHI Zohra""";"=""27.08.1994""";"=""TUN""";"=""53""";"=""52.20""";"=""65""";"=""69""";"=""*73""";"=""69""";"=""82""";"=""*88""";"=""*91""";"=""82""";"=""151""";"=""4th ISLAMIC SOLIDARITY GAMES""";"=""05.2017""";
"=""12""";"=""w""";"=""7""";"=""8""";"=""5""";"=""BERDYYEVA Bagul""";"=""18.05.1995""";"=""TKM""";"=""53""";"=""52.70""";"=""*65""";"=""*65""";"=""65""";"=""65""";"=""85""";"=""*89""";"=""*89""";"=""85""";"=""150""";"=""4th ISLAMIC SOLIDARITY GAMES""";"=""05.2017""";
"=""13""";"=""w""";"=""8""";"=""9""";"=""8""";"=""CHAKMA Fullapati""";"=""05.06.1996""";"=""BAN""";"=""53""";"=""52.50""";"=""60""";"=""63""";"=""*65""";"=""63""";"=""79""";"=""82""";"=""*85""";"=""82""";"=""145""";"=""4th ISLAMIC SOLIDARITY GAMES""";"=""05.2017""";
"=""14""";"=""w""";"=""9""";"=""10""";"=""9""";"=""DIK Soumia""";"=""19.10.1988""";"=""MAR""";"=""53""";"=""52.10""";"=""*55""";"=""55""";"=""*60""";"=""55""";"=""72""";"=""77""";"=""*80""";"=""77""";"=""132""";"=""4th ISLAMIC SOLIDARITY GAMES""";"=""05.2017""";
"=""15""";"=""w""";"=""---""";"=""1""";"=""---""";"=""ANGGRAINI Syarah""";"=""19.08.1994""";"=""INA""";"=""53""";"=""53.00""";"=""77""";"=""81""";"=""*83""";"=""81""";"=""*100""";"=""*100""";"=""*100""";"=""---""";"=""0""";"=""4th ISLAMIC SOLIDARITY GAMES""";"=""05.2017""";
"=""16""";"=""m""";"=""1""";"=""1""";"=""1""";"=""WIJOYO Surahmat Bin Suwoto""";"=""11.05.1988""";"=""INA""";"=""56""";"=""55.70""";"=""112""";"=""*116""";"=""116""";"=""116""";"=""140""";"=""145""";"=""*151""";"=""145""";"=""261""";"=""4th ISLAMIC SOLIDARITY GAMES""";"=""05.2017""";
"=""17""";"=""m""";"=""2""";"=""2""";"=""2""";"=""PURKON Muhamad""";"=""23.04.1990""";"=""INA""";"=""56""";"=""55.95""";"=""*115""";"=""*115""";"=""115""";"=""115""";"=""135""";"=""141""";"=""*146""";"=""141""";"=""256""";"=""4th ISLAMIC SOLIDARITY GAMES""";"=""05.2017""";
"=""18""";"=""m""";"=""3""";"=""4""";"=""3""";"=""BOUHIJBHA Amine""";"=""28.02.1996""";"=""TUN""";"=""56""";"=""55.95""";"=""*108""";"=""108""";"=""113""";"=""113""";"=""138""";"=""*141""";"=""141""";"=""141""";"=""254""";"=""4th ISLAMIC SOLIDARITY GAMES""";"=""05.2017""";
"=""19""";"=""m""";"=""4""";"=""3""";"=""4""";"=""MUHAMMAD Azroy Hazalwafie""";"=""04.04.1994""";"=""MAS""";"=""56""";"=""56.00""";"=""108""";"=""*113""";"=""114""";"=""114""";"=""*135""";"=""136""";"=""*141""";"=""136""";"=""250""";"=""4th ISLAMIC SOLIDARITY GAMES""";"=""05.2017""";
"=""20""";"=""m""";"=""5""";"=""7""";"=""5""";"=""ALSALEEM Seraj Abdulrahim M""";"=""10.02.1996""";"=""KSA""";"=""56""";"=""55.70""";"=""106""";"=""*110""";"=""*110""";"=""106""";"=""*135""";"=""135""";"=""*145""";"=""135""";"=""241""";"=""4th ISLAMIC SOLIDARITY GAMES""";"=""05.2017""";
"=""21""";"=""m""";"=""6""";"=""6""";"=""6""";"=""SAHIN Muammer""";"=""05.02.1994""";"=""TUR""";"=""56""";"=""56.00""";"=""105""";"=""*109""";"=""110""";"=""110""";"=""120""";"=""*125""";"=""*125""";"=""120""";"=""230""";"=""4th ISLAMIC SOLIDARITY GAMES""";"=""05.2017""";
"=""22""";"=""m""";"=""7""";"=""8""";"=""7""";"=""HANDURDYYEV Osmanguly""";"=""11.05.1994""";"=""TKM""";"=""56""";"=""55.75""";"=""*90""";"=""90""";"=""95""";"=""95""";"=""*115""";"=""*115""";"=""115""";"=""115""";"=""210""";"=""4th ISLAMIC SOLIDARITY GAMES""";"=""05.2017""";
"=""23""";"=""m""";"=""---""";"=""5""";"=""---""";"=""ALBACHACHI Ali Ahmed Abd Ali""";"=""23.04.1994""";"=""IRQ""";"=""56""";"=""55.70""";"=""105""";"=""109""";"=""111""";"=""111""";"=""*135""";"=""*135""";"=""*135""";"=""---""";"=""0""";"=""4th ISLAMIC SOLIDARITY GAMES""";"=""05.2017""";
