pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""---""";"=""---""";"=""SAGONE Ulina Tinaiadivila""";"=""18.02.1998""";"=""FIJ""";"=""48""";"=""48.00""";"=""45""";"=""48""";"=""*52""";"=""48""";"=""55""";"=""59""";"=""62""";"=""62""";"=""110""";"=""OCEANIA YOUTH CHAMPIONSHIPS""";"=""07.2013""";
"=""1""";"=""w""";"=""2""";"=""---""";"=""---""";"=""PARR Robin Bridget""";"=""24.02.1997""";"=""AUS""";"=""48""";"=""46.35""";"=""*35""";"=""35""";"=""39""";"=""39""";"=""51""";"=""56""";"=""*58""";"=""56""";"=""95""";"=""OCEANIA YOUTH CHAMPIONSHIPS""";"=""07.2013""";
"=""2""";"=""w""";"=""3""";"=""---""";"=""---""";"=""OVIA Gabe""";"=""01.01.1996""";"=""PNG""";"=""48""";"=""46.75""";"=""40""";"=""*45""";"=""*47""";"=""40""";"=""50""";"=""55""";"=""*58""";"=""55""";"=""95""";"=""OCEANIA YOUTH CHAMPIONSHIPS""";"=""07.2013""";
"=""3""";"=""m""";"=""1""";"=""---""";"=""---""";"=""LOHIA Igo""";"=""16.09.1999""";"=""PNG""";"=""50""";"=""50.00""";"=""45""";"=""50""";"=""55""";"=""55""";"=""55""";"=""65""";"=""75""";"=""75""";"=""130""";"=""OCEANIA YOUTH CHAMPIONSHIPS""";"=""07.2013""";
"=""4""";"=""w""";"=""1""";"=""---""";"=""---""";"=""HOW Giveney""";"=""01.01.1998""";"=""AUS""";"=""53""";"=""51.25""";"=""45""";"=""48""";"=""*51""";"=""48""";"=""*55""";"=""55""";"=""*60""";"=""55""";"=""103""";"=""OCEANIA YOUTH CHAMPIONSHIPS""";"=""07.2013""";
"=""5""";"=""w""";"=""2""";"=""---""";"=""---""";"=""OVIA Bea""";"=""06.05.1998""";"=""PNG""";"=""53""";"=""48.45""";"=""*38""";"=""38""";"=""41""";"=""41""";"=""47""";"=""53""";"=""*58""";"=""53""";"=""94""";"=""OCEANIA YOUTH CHAMPIONSHIPS""";"=""07.2013""";
"=""6""";"=""m""";"=""1""";"=""---""";"=""---""";"=""OALA Fred Karoho""";"=""12.09.1996""";"=""PNG""";"=""56""";"=""55.55""";"=""80""";"=""86""";"=""*90""";"=""86""";"=""105""";"=""118""";"=""*123""";"=""118""";"=""204""";"=""OCEANIA YOUTH CHAMPIONSHIPS""";"=""07.2013""";
"=""7""";"=""m""";"=""2""";"=""---""";"=""---""";"=""DELANEY James Joseph""";"=""29.07.1996""";"=""AUS""";"=""56""";"=""55.15""";"=""70""";"=""73""";"=""76""";"=""76""";"=""90""";"=""93""";"=""96""";"=""96""";"=""172""";"=""OCEANIA YOUTH CHAMPIONSHIPS""";"=""07.2013""";
"=""8""";"=""m""";"=""3""";"=""---""";"=""---""";"=""MOSS Cameron""";"=""17.04.1997""";"=""NZL""";"=""56""";"=""55.00""";"=""70""";"=""73""";"=""*76""";"=""73""";"=""93""";"=""*96""";"=""*99""";"=""93""";"=""166""";"=""OCEANIA YOUTH CHAMPIONSHIPS""";"=""07.2013""";
"=""9""";"=""m""";"=""4""";"=""---""";"=""---""";"=""ADAM Hamish Theodoros Mackenzie""";"=""13.03.1997""";"=""AUS""";"=""56""";"=""55.05""";"=""*70""";"=""70""";"=""*75""";"=""70""";"=""80""";"=""85""";"=""*87""";"=""85""";"=""155""";"=""OCEANIA YOUTH CHAMPIONSHIPS""";"=""07.2013""";
