pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""1""";"=""1""";"=""SEGURA SEGURA Ana Iris""";"=""26.07.1991""";"=""COL""";"=""48""";"=""47.84""";"=""75""";"=""79""";"=""*81""";"=""79""";"=""95""";"=""100""";"=""*103""";"=""100""";"=""179""";"=""SOUTH-AMERICAN CHAMPIONSHIPS""";"=""04.2016""";
"=""1""";"=""w""";"=""2""";"=""2""";"=""3""";"=""OLIVEIRA MADEIRA Luana""";"=""31.01.1998""";"=""BRA""";"=""48""";"=""47.89""";"=""65""";"=""70""";"=""72""";"=""72""";"=""*81""";"=""81""";"=""*83""";"=""81""";"=""153""";"=""SOUTH-AMERICAN CHAMPIONSHIPS""";"=""04.2016""";
"=""2""";"=""w""";"=""3""";"=""3""";"=""2""";"=""CUEVA URIBE Fiorella Francesca""";"=""04.02.1998""";"=""PER""";"=""48""";"=""47.42""";"=""57""";"=""59""";"=""61""";"=""61""";"=""76""";"=""80""";"=""83""";"=""83""";"=""144""";"=""SOUTH-AMERICAN CHAMPIONSHIPS""";"=""04.2016""";
"=""3""";"=""w""";"=""4""";"=""4""";"=""4""";"=""LANDEROS LOPEZ Katherine Ignacia""";"=""19.01.1991""";"=""CHI""";"=""48""";"=""47.85""";"=""55""";"=""58""";"=""*90""";"=""58""";"=""70""";"=""75""";"=""*77""";"=""75""";"=""133""";"=""SOUTH-AMERICAN CHAMPIONSHIPS""";"=""04.2016""";
"=""4""";"=""w""";"=""1""";"=""1""";"=""1""";"=""DOS REIS SANTOS Rosane""";"=""20.06.1987""";"=""BRA""";"=""53""";"=""52.58""";"=""85""";"=""90""";"=""*92""";"=""90""";"=""102""";"=""105""";"=""*110""";"=""105""";"=""195""";"=""SOUTH-AMERICAN CHAMPIONSHIPS""";"=""04.2016""";
"=""5""";"=""w""";"=""2""";"=""2""";"=""3""";"=""LEMOS ROBLEDO Ana Margot""";"=""24.04.1986""";"=""COL""";"=""53""";"=""52.68""";"=""83""";"=""*86""";"=""86""";"=""86""";"=""105""";"=""*110""";"=""*110""";"=""105""";"=""191""";"=""SOUTH-AMERICAN CHAMPIONSHIPS""";"=""04.2016""";
"=""6""";"=""w""";"=""3""";"=""3""";"=""2""";"=""LAURINDO MORAES Leticia Cristina""";"=""20.11.1995""";"=""BRA""";"=""53""";"=""52.62""";"=""80""";"=""*83""";"=""83""";"=""83""";"=""*100""";"=""100""";"=""105""";"=""105""";"=""188""";"=""SOUTH-AMERICAN CHAMPIONSHIPS""";"=""04.2016""";
"=""7""";"=""w""";"=""4""";"=""5""";"=""4""";"=""VERA Gabriela Yoshie""";"=""05.10.1985""";"=""CHI""";"=""53""";"=""52.64""";"=""70""";"=""*75""";"=""75""";"=""75""";"=""90""";"=""*96""";"=""*96""";"=""90""";"=""165""";"=""SOUTH-AMERICAN CHAMPIONSHIPS""";"=""04.2016""";
"=""8""";"=""w""";"=""5""";"=""6""";"=""6""";"=""CARRERO ASPAJO Jeidy""";"=""30.01.1999""";"=""PER""";"=""53""";"=""52.46""";"=""62""";"=""65""";"=""67""";"=""67""";"=""76""";"=""*80""";"=""*80""";"=""76""";"=""143""";"=""SOUTH-AMERICAN CHAMPIONSHIPS""";"=""04.2016""";
"=""9""";"=""w""";"=""---""";"=""---""";"=""5""";"=""RITO ENOCKSSON Sofia Julia""";"=""02.11.1985""";"=""URU""";"=""53""";"=""52.88""";"=""*69""";"=""*69""";"=""*69""";"=""---""";"=""81""";"=""86""";"=""*91""";"=""86""";"=""0""";"=""SOUTH-AMERICAN CHAMPIONSHIPS""";"=""04.2016""";
