pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""m""";"=""1""";"=""1""";"=""1""";"=""PEDRAK Benjamin Ludovic Matthieu""";"=""25.11.1998""";"=""FRA""";"=""56""";"=""56.00""";"=""80""";"=""84""";"=""87""";"=""87""";"=""100""";"=""104""";"=""107""";"=""107""";"=""194""";"=""1st EUROPEAN UNION YOUTH CUP""";"=""09.2014""";
"=""1""";"=""w""";"=""1""";"=""1""";"=""1""";"=""DAVILA SANSINENA Susana""";"=""07.02.1998""";"=""ESP""";"=""58""";"=""57.80""";"=""63""";"=""66""";"=""*70""";"=""66""";"=""80""";"=""*83""";"=""83""";"=""83""";"=""149""";"=""1st EUROPEAN UNION YOUTH CUP""";"=""09.2014""";
"=""2""";"=""w""";"=""1""";"=""1""";"=""1""";"=""PEPLOWSKA Aleksandra""";"=""13.04.1998""";"=""POL""";"=""63""";"=""60.30""";"=""75""";"=""78""";"=""*80""";"=""78""";"=""*88""";"=""88""";"=""92""";"=""92""";"=""170""";"=""1st EUROPEAN UNION YOUTH CUP""";"=""09.2014""";
"=""3""";"=""w""";"=""2""";"=""3""";"=""2""";"=""LARSEN Jessie Sarah""";"=""21.10.1998""";"=""DEN""";"=""63""";"=""62.80""";"=""57""";"=""60""";"=""*62""";"=""60""";"=""75""";"=""78""";"=""80""";"=""80""";"=""140""";"=""1st EUROPEAN UNION YOUTH CUP""";"=""09.2014""";
"=""4""";"=""w""";"=""3""";"=""2""";"=""3""";"=""OTT Justine Myriam Jacqueline Joelle""";"=""02.11.1998""";"=""FRA""";"=""63""";"=""61.30""";"=""57""";"=""60""";"=""*63""";"=""60""";"=""72""";"=""75""";"=""*78""";"=""75""";"=""135""";"=""1st EUROPEAN UNION YOUTH CUP""";"=""09.2014""";
"=""5""";"=""m""";"=""1""";"=""1""";"=""1""";"=""SOTIROV Hristo""";"=""30.09.1998""";"=""BUL""";"=""69""";"=""62.60""";"=""95""";"=""98""";"=""101""";"=""101""";"=""115""";"=""120""";"=""124""";"=""124""";"=""225""";"=""1st EUROPEAN UNION YOUTH CUP""";"=""09.2014""";
"=""6""";"=""m""";"=""1""";"=""1""";"=""1""";"=""RAJIC Toni""";"=""24.05.1997""";"=""BIH""";"=""77""";"=""70.80""";"=""73""";"=""*77""";"=""*77""";"=""73""";"=""98""";"=""*102""";"=""104""";"=""104""";"=""177""";"=""1st EUROPEAN UNION YOUTH CUP""";"=""09.2014""";
"=""7""";"=""m""";"=""1""";"=""1""";"=""1""";"=""SECKA Mario""";"=""18.11.1998""";"=""AUT""";"=""85""";"=""84.80""";"=""110""";"=""115""";"=""*118""";"=""115""";"=""*125""";"=""125""";"=""130""";"=""130""";"=""245""";"=""1st EUROPEAN UNION YOUTH CUP""";"=""09.2014""";
"=""8""";"=""m""";"=""2""";"=""2""";"=""2""";"=""INJIC Marco""";"=""06.02.1998""";"=""CRO""";"=""85""";"=""81.60""";"=""80""";"=""85""";"=""88""";"=""88""";"=""105""";"=""110""";"=""115""";"=""115""";"=""203""";"=""1st EUROPEAN UNION YOUTH CUP""";"=""09.2014""";
"=""9""";"=""m""";"=""1""";"=""1""";"=""1""";"=""MARTENSSON Anton Andreas""";"=""19.09.1998""";"=""SWE""";"=""94""";"=""90.40""";"=""*90""";"=""90""";"=""96""";"=""96""";"=""120""";"=""125""";"=""128""";"=""128""";"=""224""";"=""1st EUROPEAN UNION YOUTH CUP""";"=""09.2014""";
"=""10""";"=""w""";"=""1""";"=""1""";"=""1""";"=""IVANOVA Dzhesika""";"=""26.10.1998""";"=""BUL""";"=""p69""";"=""71.20""";"=""78""";"=""*81""";"=""81""";"=""81""";"=""95""";"=""*100""";"=""100""";"=""100""";"=""181""";"=""1st EUROPEAN UNION YOUTH CUP""";"=""09.2014""";
"=""11""";"=""w""";"=""2""";"=""2""";"=""2""";"=""BUDISA Karmen""";"=""14.08.1998""";"=""CRO""";"=""p69""";"=""74.60""";"=""40""";"=""*46""";"=""*46""";"=""40""";"=""50""";"=""*55""";"=""55""";"=""55""";"=""95""";"=""1st EUROPEAN UNION YOUTH CUP""";"=""09.2014""";
