pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""1""";"=""1""";"=""OVIA Gillian""";"=""27.09.1996""";"=""PNG""";"=""48""";"=""46.65""";"=""45""";"=""50""";"=""*53""";"=""50""";"=""60""";"=""65""";"=""67""";"=""67""";"=""117""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""07.2015""";
"=""1""";"=""w""";"=""2""";"=""2""";"=""2""";"=""UEPA Bernada""";"=""07.07.2000""";"=""NRU""";"=""48""";"=""46.37""";"=""35""";"=""*40""";"=""40""";"=""40""";"=""45""";"=""51""";"=""*53""";"=""51""";"=""91""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""07.2015""";
"=""2""";"=""w""";"=""1""";"=""1""";"=""2""";"=""MOSS Charlotte Louise""";"=""05.09.1995""";"=""NZL""";"=""53""";"=""52.55""";"=""56""";"=""*59""";"=""59""";"=""59""";"=""70""";"=""*74""";"=""*76""";"=""70""";"=""129""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""07.2015""";
"=""3""";"=""w""";"=""2""";"=""2""";"=""3""";"=""TOUA Konio""";"=""25.02.1999""";"=""PNG""";"=""53""";"=""52.73""";"=""*52""";"=""52""";"=""58""";"=""58""";"=""65""";"=""*70""";"=""70""";"=""70""";"=""128""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""07.2015""";
"=""4""";"=""w""";"=""3""";"=""3""";"=""4""";"=""LAWGUN Paige Marion Ng""";"=""10.04.1999""";"=""NZL""";"=""53""";"=""50.52""";"=""47""";"=""50""";"=""52""";"=""52""";"=""58""";"=""62""";"=""64""";"=""64""";"=""116""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""07.2015""";
"=""5""";"=""w""";"=""4""";"=""5""";"=""5""";"=""ROY Roselyn""";"=""05.12.1998""";"=""PNG""";"=""53""";"=""51.49""";"=""45""";"=""*50""";"=""*50""";"=""45""";"=""56""";"=""60""";"=""*64""";"=""60""";"=""105""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""07.2015""";
"=""6""";"=""w""";"=""5""";"=""4""";"=""6""";"=""LAKOBO Toonga""";"=""15.06.1998""";"=""KIR""";"=""53""";"=""50.24""";"=""47""";"=""*50""";"=""*50""";"=""47""";"=""55""";"=""57""";"=""*60""";"=""57""";"=""104""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""07.2015""";
"=""7""";"=""w""";"=""---""";"=""---""";"=""1""";"=""SAGONE Ulina Tinaiadivila""";"=""18.02.1998""";"=""FIJ""";"=""53""";"=""52.60""";"=""*60""";"=""*60""";"=""*60""";"=""---""";"=""70""";"=""75""";"=""*78""";"=""75""";"=""0""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""07.2015""";
"=""8""";"=""m""";"=""1""";"=""1""";"=""1""";"=""QAQA Poama""";"=""12.03.1997""";"=""FIJ""";"=""56""";"=""55.81""";"=""85""";"=""92""";"=""*96""";"=""92""";"=""110""";"=""115""";"=""121""";"=""121""";"=""213""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""07.2015""";
"=""9""";"=""m""";"=""2""";"=""3""";"=""2""";"=""DOGUAPE Larko""";"=""05.07.2000""";"=""NRU""";"=""56""";"=""55.24""";"=""70""";"=""*75""";"=""75""";"=""75""";"=""95""";"=""98""";"=""100""";"=""100""";"=""175""";"=""OCEANIA JUNIOR CHAMPIONSHIPS""";"=""07.2015""";
