pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""W""";"=""1""";"=""2""";"=""1""";"=""MIRABAI Chanu Saikhom""";"=""08.08.1994""";"=""IND""";"=""48""";"=""47.98""";"=""83""";"=""* 85""";"=""85""";"=""85""";"=""103""";"=""107""";"=""109""";"=""109""";"=""194""";"=""2017 IWF WORLD CHAMPIONSHIPS""";"=""11.2017""";
"=""1""";"=""W""";"=""2""";"=""1""";"=""2""";"=""SUKCHAROEN Thunya""";"=""21.04.1997""";"=""THA""";"=""48""";"=""47.58""";"=""83""";"=""86""";"=""* 88""";"=""86""";"=""105""";"=""107""";"=""*109""";"=""107""";"=""193""";"=""2017 IWF WORLD CHAMPIONSHIPS""";"=""11.2017""";
"=""2""";"=""W""";"=""3""";"=""3""";"=""4""";"=""SEGURA SEGURA Ana Iris""";"=""26.07.1991""";"=""COL""";"=""48""";"=""47.95""";"=""78""";"=""81""";"=""* 83""";"=""81""";"=""98""";"=""101""";"=""*104""";"=""101""";"=""182""";"=""2017 IWF WORLD CHAMPIONSHIPS""";"=""11.2017""";
"=""3""";"=""W""";"=""4""";"=""4""";"=""5""";"=""VUONG Thi Huyen""";"=""22.06.1992""";"=""VIE""";"=""48""";"=""47.93""";"=""80""";"=""* 84""";"=""* 84""";"=""80""";"=""*100""";"=""*100""";"=""100""";"=""100""";"=""180""";"=""2017 IWF WORLD CHAMPIONSHIPS""";"=""11.2017""";
"=""4""";"=""W""";"=""5""";"=""9""";"=""3""";"=""NANTHAWONG Chiraphan""";"=""17.08.1999""";"=""THA""";"=""48""";"=""47.76""";"=""75""";"=""77""";"=""* 79""";"=""77""";"=""97""";"=""99""";"=""102""";"=""102""";"=""179""";"=""2017 IWF WORLD CHAMPIONSHIPS""";"=""11.2017""";
"=""5""";"=""W""";"=""6""";"=""5""";"=""7""";"=""ANDRIES Elena Ramona""";"=""21.09.1994""";"=""ROU""";"=""48""";"=""47.66""";"=""* 77""";"=""77""";"=""79""";"=""79""";"=""91""";"=""95""";"=""98""";"=""98""";"=""177""";"=""2017 IWF WORLD CHAMPIONSHIPS""";"=""11.2017""";
"=""6""";"=""W""";"=""7""";"=""8""";"=""6""";"=""RITCHEY Alyssa Lynn""";"=""14.04.1989""";"=""USA""";"=""48""";"=""47.97""";"=""* 75""";"=""75""";"=""78""";"=""78""";"=""95""";"=""99""";"=""*101""";"=""99""";"=""177""";"=""2017 IWF WORLD CHAMPIONSHIPS""";"=""11.2017""";
"=""7""";"=""W""";"=""8""";"=""7""";"=""8""";"=""MICHEL Anais""";"=""12.01.1988""";"=""FRA""";"=""48""";"=""47.73""";"=""* 78""";"=""78""";"=""* 80""";"=""78""";"=""97""";"=""*100""";"=""*100""";"=""97""";"=""175""";"=""2017 IWF WORLD CHAMPIONSHIPS""";"=""11.2017""";
"=""8""";"=""W""";"=""9""";"=""10""";"=""10""";"=""VALENCIA HERNANDEZ Carolina""";"=""08.02.1985""";"=""MEX""";"=""48""";"=""47.90""";"=""73""";"=""75""";"=""* 77""";"=""75""";"=""95""";"=""* 98""";"=""* 98""";"=""95""";"=""170""";"=""2017 IWF WORLD CHAMPIONSHIPS""";"=""11.2017""";
"=""9""";"=""W""";"=""10""";"=""11""";"=""11""";"=""YANAGIDA Mizuki""";"=""05.09.1992""";"=""JPN""";"=""48""";"=""47.83""";"=""70""";"=""72""";"=""74""";"=""74""";"=""90""";"=""93""";"=""95""";"=""95""";"=""169""";"=""2017 IWF WORLD CHAMPIONSHIPS""";"=""11.2017""";
