pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""---""";"=""---""";"=""KHUMUKCHAM Sanjita Chanu""";"=""02.01.1994""";"=""IND""";"=""48""";"=""47.74""";"=""72""";"=""75""";"=""77""";"=""77""";"=""*92""";"=""92""";"=""96""";"=""96""";"=""173""";"=""2014 COMMONWEALTH GAMES""";"=""07.2014""";
"=""1""";"=""w""";"=""2""";"=""---""";"=""---""";"=""MIRABAI Chanu Saikhom""";"=""08.08.1994""";"=""IND""";"=""48""";"=""47.58""";"=""72""";"=""*75""";"=""75""";"=""75""";"=""92""";"=""95""";"=""*98""";"=""95""";"=""170""";"=""2014 COMMONWEALTH GAMES""";"=""07.2014""";
"=""2""";"=""w""";"=""3""";"=""---""";"=""---""";"=""OPARA Nkechi""";"=""13.12.1995""";"=""NGR""";"=""48""";"=""47.64""";"=""65""";"=""70""";"=""*75""";"=""70""";"=""*92""";"=""92""";"=""*97""";"=""92""";"=""162""";"=""2014 COMMONWEALTH GAMES""";"=""07.2014""";
"=""3""";"=""w""";"=""4""";"=""---""";"=""---""";"=""NAPPER Tegan Joy""";"=""03.11.1986""";"=""AUS""";"=""48""";"=""47.95""";"=""62""";"=""65""";"=""68""";"=""68""";"=""83""";"=""87""";"=""*91""";"=""87""";"=""155""";"=""2014 COMMONWEALTH GAMES""";"=""07.2014""";
"=""4""";"=""w""";"=""5""";"=""---""";"=""---""";"=""CALVINO Joanne Elizabeth""";"=""18.08.1980""";"=""GBR""";"=""48""";"=""47.72""";"=""63""";"=""*66""";"=""66""";"=""66""";"=""84""";"=""*86""";"=""*86""";"=""84""";"=""150""";"=""2014 COMMONWEALTH GAMES""";"=""07.2014""";
"=""5""";"=""w""";"=""6""";"=""---""";"=""---""";"=""SHABIRA Molla""";"=""01.01.1990""";"=""BAN""";"=""48""";"=""47.68""";"=""65""";"=""67""";"=""*68""";"=""67""";"=""75""";"=""*80""";"=""*80""";"=""75""";"=""142""";"=""2014 COMMONWEALTH GAMES""";"=""07.2014""";
"=""6""";"=""w""";"=""7""";"=""---""";"=""---""";"=""MALANI Seruwaia""";"=""01.03.1993""";"=""FIJ""";"=""48""";"=""46.54""";"=""50""";"=""55""";"=""*58""";"=""55""";"=""60""";"=""65""";"=""*70""";"=""65""";"=""120""";"=""2014 COMMONWEALTH GAMES""";"=""07.2014""";
"=""7""";"=""w""";"=""---""";"=""---""";"=""---""";"=""VRIES Portia Charmaine""";"=""21.07.1984""";"=""RSA""";"=""48""";"=""47.38""";"=""66""";"=""*69""";"=""*69""";"=""66""";"=""*90""";"=""*90""";"=""*90""";"=""---""";"=""0""";"=""2014 COMMONWEALTH GAMES""";"=""07.2014""";
"=""8""";"=""w""";"=""---""";"=""---""";"=""---""";"=""WARNAKULASURIYA Wadumesthreege C.M.""";"=""12.10.1990""";"=""SRI""";"=""48""";"=""47.98""";"=""*62""";"=""*63""";"=""*63""";"=""---""";"=""---""";"=""---""";"=""---""";"=""---""";"=""0""";"=""2014 COMMONWEALTH GAMES""";"=""07.2014""";
"=""9""";"=""w""";"=""---""";"=""---""";"=""---""";"=""BINTI SYD ANUAR Sharifah Inani Najwa""";"=""01.01.1990""";"=""MAS""";"=""48""";"=""47.83""";"=""*70""";"=""*70""";"=""*70""";"=""---""";"=""---""";"=""---""";"=""---""";"=""---""";"=""0""";"=""2014 COMMONWEALTH GAMES""";"=""07.2014""";
