pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""1""";"=""1""";"=""DE SOUZA FACCIOLLA FERREIRA Aline""";"=""04.06.1999""";"=""BRA""";"=""48""";"=""47.94""";"=""74""";"=""77""";"=""*80""";"=""77""";"=""89""";"=""92""";"=""*95""";"=""92""";"=""169""";"=""SOUTH-AMERICAN CHAMPIONSHIPS""";"=""12.2015""";
"=""1""";"=""w""";"=""2""";"=""3""";"=""2""";"=""CAMPOVERDE ALMEIDA Angelica Mercedes""";"=""31.05.1996""";"=""ECU""";"=""48""";"=""47.47""";"=""66""";"=""*70""";"=""70""";"=""70""";"=""85""";"=""*89""";"=""89""";"=""89""";"=""159""";"=""SOUTH-AMERICAN CHAMPIONSHIPS""";"=""12.2015""";
"=""2""";"=""w""";"=""3""";"=""4""";"=""3""";"=""ARAVENA VASQUEZ Allianni M.D.L.A.  """;"=""25.11.1999""";"=""CHI""";"=""48""";"=""47.16""";"=""45""";"=""50""";"=""*53""";"=""50""";"=""55""";"=""*60""";"=""*60""";"=""55""";"=""105""";"=""SOUTH-AMERICAN CHAMPIONSHIPS""";"=""12.2015""";
"=""3""";"=""w""";"=""---""";"=""2""";"=""---""";"=""OLIVEIRA MADEIRA Luana""";"=""31.01.1998""";"=""BRA""";"=""48""";"=""47.56""";"=""*75""";"=""75""";"=""*78""";"=""75""";"=""*88""";"=""*88""";"=""*89""";"=""---""";"=""0""";"=""SOUTH-AMERICAN CHAMPIONSHIPS""";"=""12.2015""";
"=""4""";"=""w""";"=""1""";"=""1""";"=""1""";"=""DE AGUIAR GONCALVES Alexsandra""";"=""12.03.1989""";"=""BRA""";"=""53""";"=""52.97""";"=""80""";"=""84""";"=""*87""";"=""84""";"=""*100""";"=""*101""";"=""101""";"=""101""";"=""185""";"=""SOUTH-AMERICAN CHAMPIONSHIPS""";"=""12.2015""";
"=""5""";"=""w""";"=""2""";"=""2""";"=""2""";"=""CARRIEL CAJAPE Stefani Jamileth""";"=""22.02.1997""";"=""ECU""";"=""53""";"=""52.63""";"=""70""";"=""73""";"=""76""";"=""76""";"=""90""";"=""95""";"=""*99""";"=""95""";"=""171""";"=""SOUTH-AMERICAN CHAMPIONSHIPS""";"=""12.2015""";
"=""6""";"=""w""";"=""3""";"=""3""";"=""3""";"=""PAREDES VASQUEZ Eldi Jhasmin""";"=""04.08.2000""";"=""PER""";"=""53""";"=""52.52""";"=""62""";"=""66""";"=""68""";"=""68""";"=""82""";"=""86""";"=""89""";"=""89""";"=""157""";"=""SOUTH-AMERICAN CHAMPIONSHIPS""";"=""12.2015""";
"=""7""";"=""m""";"=""1""";"=""3""";"=""1""";"=""ROJAS CONCHA Marcos Antonio""";"=""02.06.1995""";"=""PER""";"=""56""";"=""55.82""";"=""100""";"=""*104""";"=""104""";"=""104""";"=""131""";"=""136""";"=""*140""";"=""136""";"=""240""";"=""SOUTH-AMERICAN CHAMPIONSHIPS""";"=""12.2015""";
"=""8""";"=""m""";"=""2""";"=""2""";"=""2""";"=""ZURITA VALLEJO Walter Freddy""";"=""18.11.1993""";"=""ECU""";"=""56""";"=""55.78""";"=""104""";"=""*109""";"=""*109""";"=""104""";"=""130""";"=""*135""";"=""135""";"=""135""";"=""239""";"=""SOUTH-AMERICAN CHAMPIONSHIPS""";"=""12.2015""";
"=""9""";"=""m""";"=""3""";"=""4""";"=""3""";"=""BARRERA SANDOVAL Francisco Javier""";"=""14.05.1987""";"=""CHI""";"=""56""";"=""55.76""";"=""*101""";"=""*101""";"=""101""";"=""101""";"=""129""";"=""*131""";"=""131""";"=""131""";"=""232""";"=""SOUTH-AMERICAN CHAMPIONSHIPS""";"=""12.2015""";
"=""10""";"=""m""";"=""4""";"=""1""";"=""4""";"=""FERRUZOLA ALAVA Rafael Patricio""";"=""16.10.1997""";"=""ECU""";"=""56""";"=""55.48""";"=""100""";"=""*104""";"=""104""";"=""104""";"=""122""";"=""126""";"=""*130""";"=""126""";"=""230""";"=""SOUTH-AMERICAN CHAMPIONSHIPS""";"=""12.2015""";
