pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""1""";"=""1""";"=""SUKCHAROEN Thunya""";"=""21.04.1997""";"=""THA""";"=""48""";"=""47.95""";"=""82""";"=""*84""";"=""84""";"=""84""";"=""102""";"=""106""";"=""*108""";"=""106""";"=""190""";"=""ASIAN CHAMPIONSHIPS""";"=""04.2017""";
"=""1""";"=""w""";"=""2""";"=""3""";"=""2""";"=""NGUYEN Thi Thuy""";"=""23.08.1990""";"=""VIE""";"=""48""";"=""47.95""";"=""73""";"=""78""";"=""*80""";"=""78""";"=""100""";"=""105""";"=""*108""";"=""105""";"=""183""";"=""ASIAN CHAMPIONSHIPS""";"=""04.2017""";
"=""2""";"=""w""";"=""3""";"=""4""";"=""3""";"=""DZHUMABAYEVA Yulduz""";"=""22.04.1998""";"=""TKM""";"=""48""";"=""47.46""";"=""65""";"=""70""";"=""72""";"=""72""";"=""87""";"=""*90""";"=""93""";"=""93""";"=""165""";"=""ASIAN CHAMPIONSHIPS""";"=""04.2017""";
"=""3""";"=""w""";"=""4""";"=""5""";"=""4""";"=""SAIDOVA Mavzuna""";"=""30.05.1997""";"=""TJK""";"=""48""";"=""43.52""";"=""42""";"=""45""";"=""48""";"=""48""";"=""53""";"=""*55""";"=""*55""";"=""53""";"=""101""";"=""ASIAN CHAMPIONSHIPS""";"=""04.2017""";
"=""4""";"=""w""";"=""---""";"=""2""";"=""---""";"=""VUONG Thi Huyen""";"=""22.06.1992""";"=""VIE""";"=""48""";"=""47.74""";"=""78""";"=""83""";"=""*85""";"=""83""";"=""*94""";"=""*94""";"=""*94""";"=""---""";"=""0""";"=""ASIAN CHAMPIONSHIPS""";"=""04.2017""";
"=""5""";"=""w""";"=""1""";"=""1""";"=""1""";"=""WEI Chengji""";"=""02.07.1994""";"=""CHN""";"=""53""";"=""52.91""";"=""85""";"=""*88""";"=""88""";"=""88""";"=""105""";"=""109""";"=""112""";"=""112""";"=""200""";"=""ASIAN CHAMPIONSHIPS""";"=""04.2017""";
"=""6""";"=""w""";"=""2""";"=""3""";"=""2""";"=""KAEWKHONG Supattra""";"=""11.03.1996""";"=""THA""";"=""53""";"=""52.82""";"=""82""";"=""*85""";"=""*85""";"=""82""";"=""103""";"=""105""";"=""108""";"=""108""";"=""190""";"=""ASIAN CHAMPIONSHIPS""";"=""04.2017""";
"=""7""";"=""w""";"=""3""";"=""5""";"=""3""";"=""SHERMETOVA Kristina""";"=""25.05.1993""";"=""TKM""";"=""53""";"=""52.59""";"=""78""";"=""*81""";"=""*81""";"=""78""";"=""100""";"=""104""";"=""*106""";"=""104""";"=""182""";"=""ASIAN CHAMPIONSHIPS""";"=""04.2017""";
"=""8""";"=""w""";"=""4""";"=""4""";"=""4""";"=""KHAMBAO Surodchana""";"=""23.12.1999""";"=""THA""";"=""53""";"=""52.97""";"=""76""";"=""*80""";"=""80""";"=""80""";"=""95""";"=""*101""";"=""*101""";"=""95""";"=""175""";"=""ASIAN CHAMPIONSHIPS""";"=""04.2017""";
"=""9""";"=""w""";"=""5""";"=""7""";"=""6""";"=""SADOYAMA Ayana""";"=""03.05.1994""";"=""JPN""";"=""53""";"=""52.80""";"=""67""";"=""70""";"=""72""";"=""72""";"=""91""";"=""*94""";"=""*94""";"=""91""";"=""163""";"=""ASIAN CHAMPIONSHIPS""";"=""04.2017""";
"=""10""";"=""w""";"=""6""";"=""8""";"=""5""";"=""AMANGELDI Assel""";"=""09.04.1995""";"=""KAZ""";"=""53""";"=""51.99""";"=""65""";"=""70""";"=""*73""";"=""70""";"=""88""";"=""93""";"=""*95""";"=""93""";"=""163""";"=""ASIAN CHAMPIONSHIPS""";"=""04.2017""";
"=""11""";"=""w""";"=""7""";"=""6""";"=""7""";"=""WARNAKULASURIYA Wadumesthreege C.M.""";"=""12.10.1990""";"=""SRI""";"=""53""";"=""52.68""";"=""67""";"=""*73""";"=""75""";"=""75""";"=""87""";"=""*91""";"=""*91""";"=""87""";"=""162""";"=""ASIAN CHAMPIONSHIPS""";"=""04.2017""";
"=""12""";"=""w""";"=""8""";"=""9""";"=""8""";"=""BERDYYEVA Bagul""";"=""18.05.1995""";"=""TKM""";"=""53""";"=""52.40""";"=""65""";"=""*69""";"=""69""";"=""69""";"=""85""";"=""*90""";"=""*90""";"=""85""";"=""154""";"=""ASIAN CHAMPIONSHIPS""";"=""04.2017""";
"=""13""";"=""w""";"=""9""";"=""10""";"=""9""";"=""CHAKMA Fullapati""";"=""05.06.1996""";"=""BAN""";"=""53""";"=""52.29""";"=""60""";"=""63""";"=""*66""";"=""63""";"=""75""";"=""80""";"=""*82""";"=""80""";"=""143""";"=""ASIAN CHAMPIONSHIPS""";"=""04.2017""";
"=""14""";"=""w""";"=""---""";"=""2""";"=""---""";"=""TRAN Thi My Dung""";"=""04.11.1996""";"=""VIE""";"=""53""";"=""52.65""";"=""84""";"=""*87""";"=""87""";"=""87""";"=""*102""";"=""*102""";"=""*102""";"=""---""";"=""0""";"=""ASIAN CHAMPIONSHIPS""";"=""04.2017""";
"=""15""";"=""m""";"=""1""";"=""3""";"=""1""";"=""LONG Decheng""";"=""01.06.1995""";"=""CHN""";"=""56""";"=""55.82""";"=""*118""";"=""118""";"=""123""";"=""123""";"=""146""";"=""*150""";"=""150""";"=""150""";"=""273""";"=""ASIAN CHAMPIONSHIPS""";"=""04.2017""";
"=""16""";"=""m""";"=""2""";"=""2""";"=""2""";"=""LI Fabin""";"=""15.01.1993""";"=""CHN""";"=""56""";"=""55.78""";"=""*123""";"=""123""";"=""*125""";"=""123""";"=""*145""";"=""145""";"=""149""";"=""149""";"=""272""";"=""ASIAN CHAMPIONSHIPS""";"=""04.2017""";
