pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""m""";"=""1""";"=""1""";"=""2""";"=""RZAZADE Ruslan""";"=""11.09.1998""";"=""AZE""";"=""56""";"=""54.95""";"=""90""";"=""95""";"=""98""";"=""98""";"=""112""";"=""118""";"=""*121""";"=""118""";"=""216""";"=""2nd INTERNATIONAL FAJR CUP""";"=""03.2017""";
"=""1""";"=""m""";"=""2""";"=""2""";"=""1""";"=""AYDOGDU Kadir""";"=""01.01.1997""";"=""TUR""";"=""56""";"=""55.70""";"=""90""";"=""95""";"=""*100""";"=""95""";"=""113""";"=""*119""";"=""119""";"=""119""";"=""214""";"=""2nd INTERNATIONAL FAJR CUP""";"=""03.2017""";
"=""2""";"=""m""";"=""1""";"=""2""";"=""1""";"=""MANEA Robert Stefan""";"=""09.12.1997""";"=""ROU""";"=""62""";"=""61.85""";"=""110""";"=""*115""";"=""115""";"=""115""";"=""140""";"=""145""";"=""148""";"=""148""";"=""263""";"=""2nd INTERNATIONAL FAJR CUP""";"=""03.2017""";
"=""3""";"=""m""";"=""2""";"=""1""";"=""2""";"=""ABISHOV Allahyar""";"=""30.03.1995""";"=""AZE""";"=""62""";"=""61.80""";"=""*114""";"=""114""";"=""120""";"=""120""";"=""135""";"=""142""";"=""*146""";"=""142""";"=""262""";"=""2nd INTERNATIONAL FAJR CUP""";"=""03.2017""";
"=""4""";"=""m""";"=""3""";"=""3""";"=""3""";"=""GUNGOR Isa""";"=""13.09.1998""";"=""TUR""";"=""62""";"=""58.50""";"=""102""";"=""106""";"=""109""";"=""109""";"=""120""";"=""125""";"=""*130""";"=""125""";"=""234""";"=""2nd INTERNATIONAL FAJR CUP""";"=""03.2017""";
"=""5""";"=""m""";"=""1""";"=""1""";"=""1""";"=""ZAREEI Mostafa""";"=""07.11.1997""";"=""IRI""";"=""69""";"=""68.60""";"=""*127""";"=""127""";"=""130""";"=""130""";"=""151""";"=""*158""";"=""*160""";"=""151""";"=""281""";"=""2nd INTERNATIONAL FAJR CUP""";"=""03.2017""";
"=""6""";"=""m""";"=""2""";"=""2""";"=""2""";"=""ILHAN Ramazan""";"=""20.12.1998""";"=""TUR""";"=""69""";"=""68.95""";"=""125""";"=""128""";"=""*131""";"=""128""";"=""150""";"=""*156""";"=""*156""";"=""150""";"=""278""";"=""2nd INTERNATIONAL FAJR CUP""";"=""03.2017""";
"=""7""";"=""m""";"=""3""";"=""3""";"=""3""";"=""SAKHI ZADA Shafiq Jan""";"=""07.08.1991""";"=""AFG""";"=""69""";"=""63.80""";"=""70""";"=""75""";"=""80""";"=""80""";"=""90""";"=""100""";"=""*105""";"=""100""";"=""180""";"=""2nd INTERNATIONAL FAJR CUP""";"=""03.2017""";
"=""8""";"=""m""";"=""1""";"=""2""";"=""2""";"=""GHAZALIAN Hossein""";"=""24.03.1998""";"=""IRI""";"=""77""";"=""76.60""";"=""135""";"=""141""";"=""145""";"=""145""";"=""163""";"=""168""";"=""*174""";"=""168""";"=""313""";"=""2nd INTERNATIONAL FAJR CUP""";"=""03.2017""";
"=""9""";"=""m""";"=""2""";"=""3""";"=""1""";"=""INCE Halil Ibrahim""";"=""16.09.1993""";"=""TUR""";"=""77""";"=""76.95""";"=""133""";"=""137""";"=""*141""";"=""137""";"=""*160""";"=""163""";"=""173""";"=""173""";"=""310""";"=""2nd INTERNATIONAL FAJR CUP""";"=""03.2017""";
