pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""W""";"=""1""";"=""1""";"=""1""";"=""MALANI Seruwaia""";"=""01.03.1993""";"=""FIJ""";"=""48""";"=""46.18""";"=""40""";"=""* 45""";"=""45""";"=""45""";"=""55""";"=""60""";"=""65""";"=""65""";"=""110""";"=""JUNIOR OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""1""";"=""W""";"=""2""";"=""2""";"=""2""";"=""MOSS Charlotte Louise""";"=""05.09.1995""";"=""NZL""";"=""48""";"=""47.19""";"=""35""";"=""38""";"=""41""";"=""41""";"=""48""";"=""* 52""";"=""52""";"=""52""";"=""93""";"=""JUNIOR OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""2""";"=""W""";"=""1""";"=""1""";"=""1""";"=""MUDUNAVOCE Arieta""";"=""29.01.1993""";"=""FIJ""";"=""53""";"=""51.42""";"=""50""";"=""* 54""";"=""* 54""";"=""50""";"=""60""";"=""65""";"=""* 70""";"=""65""";"=""115""";"=""JUNIOR OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""3""";"=""W""";"=""2""";"=""2""";"=""2""";"=""TIBON Lomina""";"=""17.12.1994""";"=""MHL""";"=""53""";"=""50.87""";"=""40""";"=""* 45""";"=""45""";"=""45""";"=""60""";"=""* 63""";"=""64""";"=""64""";"=""109""";"=""JUNIOR OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""4""";"=""M""";"=""1""";"=""1""";"=""1""";"=""BRECHTEFELD Elson Edward""";"=""02.03.1994""";"=""NRU""";"=""56""";"=""55.47""";"=""97""";"=""*102""";"=""*102""";"=""97""";"=""120""";"=""*125""";"=""*125""";"=""120""";"=""217""";"=""JUNIOR OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""5""";"=""M""";"=""2""";"=""3""";"=""2""";"=""OALA Fred Karoho""";"=""12.09.1996""";"=""PNG""";"=""56""";"=""55.31""";"=""* 75""";"=""75""";"=""80""";"=""80""";"=""102""";"=""107""";"=""108""";"=""108""";"=""188""";"=""JUNIOR OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""6""";"=""M""";"=""3""";"=""2""";"=""3""";"=""DAU Isikeli""";"=""03.05.1995""";"=""FIJ""";"=""56""";"=""54.90""";"=""* 75""";"=""75""";"=""80""";"=""80""";"=""95""";"=""102""";"=""107""";"=""107""";"=""187""";"=""JUNIOR OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""7""";"=""M""";"=""4""";"=""4""";"=""4""";"=""SHIRO Amon""";"=""25.09.1993""";"=""MHL""";"=""56""";"=""54.90""";"=""68""";"=""* 70""";"=""72""";"=""72""";"=""95""";"=""*100""";"=""100""";"=""100""";"=""172""";"=""JUNIOR OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""8""";"=""M""";"=""5""";"=""5""";"=""5""";"=""NORMAN James Sahutta""";"=""29.06.1996""";"=""AUS""";"=""56""";"=""55.60""";"=""64""";"=""68""";"=""72""";"=""72""";"=""90""";"=""95""";"=""100""";"=""100""";"=""172""";"=""JUNIOR OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""9""";"=""M""";"=""6""";"=""7""";"=""6""";"=""POURTOOSSI Martin""";"=""24.05.1995""";"=""NZL""";"=""56""";"=""54.45""";"=""70""";"=""* 74""";"=""* 74""";"=""70""";"=""88""";"=""* 92""";"=""92""";"=""92""";"=""162""";"=""JUNIOR OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""10""";"=""M""";"=""7""";"=""8""";"=""8""";"=""WU Joshua Luke James Vain Kyang""";"=""14.11.1996""";"=""AUS""";"=""56""";"=""55.57""";"=""63""";"=""67""";"=""70""";"=""70""";"=""85""";"=""* 90""";"=""90""";"=""90""";"=""160""";"=""JUNIOR OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""11""";"=""M""";"=""8""";"=""9""";"=""7""";"=""ENOCH Peter""";"=""10.09.1997""";"=""MHL""";"=""56""";"=""54.40""";"=""65""";"=""66""";"=""* 67""";"=""66""";"=""89""";"=""* 90""";"=""90""";"=""90""";"=""156""";"=""JUNIOR OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""12""";"=""M""";"=""9""";"=""6""";"=""10""";"=""MCTAGGART Cameron David""";"=""30.09.1997""";"=""NZL""";"=""56""";"=""49.47""";"=""64""";"=""67""";"=""70""";"=""70""";"=""75""";"=""78""";"=""81""";"=""81""";"=""151""";"=""JUNIOR OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""13""";"=""M""";"=""10""";"=""10""";"=""9""";"=""MOREA Ignatius""";"=""27.08.1995""";"=""PNG""";"=""56""";"=""55.77""";"=""65""";"=""* 70""";"=""* 70""";"=""65""";"=""80""";"=""* 85""";"=""85""";"=""85""";"=""150""";"=""JUNIOR OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
