pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""1""";"=""1""";"=""AHMED Heba Saleh Mahmoud""";"=""03.07.1996""";"=""EGY""";"=""48""";"=""47.80""";"=""67""";"=""70""";"=""*73""";"=""70""";"=""86""";"=""88""";"=""*89""";"=""88""";"=""158""";"=""2015 AFRICAN GAMES""";"=""09.2015""";
"=""1""";"=""w""";"=""2""";"=""3""";"=""2""";"=""UWEH Monica Mary""";"=""15.10.1999""";"=""NGR""";"=""48""";"=""47.69""";"=""65""";"=""68""";"=""*70""";"=""68""";"=""*83""";"=""83""";"=""*87""";"=""83""";"=""151""";"=""2015 AFRICAN GAMES""";"=""09.2015""";
"=""2""";"=""w""";"=""3""";"=""2""";"=""3""";"=""CHIHI Zohra""";"=""27.08.1994""";"=""TUN""";"=""48""";"=""47.60""";"=""60""";"=""65""";"=""68""";"=""68""";"=""78""";"=""81""";"=""*85""";"=""81""";"=""149""";"=""2015 AFRICAN GAMES""";"=""09.2015""";
"=""3""";"=""w""";"=""4""";"=""4""";"=""4""";"=""LAGHOUATI Fatima Zohra""";"=""27.02.1999""";"=""ALG""";"=""48""";"=""47.74""";"=""53""";"=""56""";"=""*60""";"=""56""";"=""68""";"=""72""";"=""*75""";"=""72""";"=""128""";"=""2015 AFRICAN GAMES""";"=""09.2015""";
"=""4""";"=""w""";"=""5""";"=""5""";"=""5""";"=""OBODAI Abigail""";"=""20.06.1998""";"=""GHA""";"=""48""";"=""47.31""";"=""50""";"=""54""";"=""*57""";"=""54""";"=""62""";"=""66""";"=""*69""";"=""66""";"=""120""";"=""2015 AFRICAN GAMES""";"=""09.2015""";
"=""5""";"=""w""";"=""1""";"=""1""";"=""2""";"=""RANAIVOSOA Marie Hanitra Roilya""";"=""14.11.1990""";"=""MRI""";"=""53""";"=""52.18""";"=""80""";"=""*85""";"=""*85""";"=""80""";"=""103""";"=""*108""";"=""*108""";"=""103""";"=""183""";"=""2015 AFRICAN GAMES""";"=""09.2015""";
"=""6""";"=""w""";"=""2""";"=""2""";"=""1""";"=""IBRAHIM Basma Emad Gouda Mohamed""";"=""27.06.1995""";"=""EGY""";"=""53""";"=""52.68""";"=""78""";"=""*82""";"=""*83""";"=""78""";"=""95""";"=""104""";"=""*107""";"=""104""";"=""182""";"=""2015 AFRICAN GAMES""";"=""09.2015""";
"=""7""";"=""w""";"=""3""";"=""3""";"=""3""";"=""BAFFOE Ruth""";"=""07.11.1994""";"=""GHA""";"=""53""";"=""52.69""";"=""68""";"=""*71""";"=""71""";"=""71""";"=""83""";"=""86""";"=""*89""";"=""86""";"=""157""";"=""2015 AFRICAN GAMES""";"=""09.2015""";
"=""8""";"=""w""";"=""---""";"=""4""";"=""---""";"=""EDJANGUE EKONGOLO Agnes""";"=""23.12.1985""";"=""CMR""";"=""53""";"=""52.90""";"=""65""";"=""71""";"=""*73""";"=""71""";"=""*84""";"=""*84""";"=""*85""";"=""---""";"=""0""";"=""2015 AFRICAN GAMES""";"=""09.2015""";
"=""9""";"=""w""";"=""DSQ""";"=""DSQ""";"=""DSQ""";"=""ONUAH Elizabeth""";"=""20.09.1995""";"=""NGR""";"=""53""";"=""52.54""";"=""82""";"=""85""";"=""*87""";"=""---""";"=""*102""";"=""103""";"=""*105""";"=""---""";"=""0""";"=""2015 AFRICAN GAMES""";"=""09.2015""";
"=""10""";"=""m""";"=""1""";"=""1""";"=""1""";"=""BOUHIJBHA Amine""";"=""28.02.1996""";"=""TUN""";"=""56""";"=""55.62""";"=""102""";"=""104""";"=""108""";"=""108""";"=""130""";"=""135""";"=""140""";"=""140""";"=""248""";"=""2015 AFRICAN GAMES""";"=""09.2015""";
"=""11""";"=""m""";"=""2""";"=""4""";"=""2""";"=""TANIAMOWO Rasaq""";"=""09.09.1992""";"=""NGR""";"=""56""";"=""55.75""";"=""*100""";"=""*100""";"=""100""";"=""100""";"=""127""";"=""*131""";"=""131""";"=""131""";"=""231""";"=""2015 AFRICAN GAMES""";"=""09.2015""";
"=""12""";"=""m""";"=""3""";"=""3""";"=""3""";"=""ANDRIANTSITOHAINA Eric Herman""";"=""21.07.1991""";"=""MAD""";"=""56""";"=""55.56""";"=""95""";"=""*100""";"=""100""";"=""100""";"=""126""";"=""130""";"=""*135""";"=""130""";"=""230""";"=""2015 AFRICAN GAMES""";"=""09.2015""";
"=""13""";"=""m""";"=""4""";"=""5""";"=""4""";"=""BOMATIA Arnaud""";"=""02.01.1990""";"=""CGO""";"=""56""";"=""55.77""";"=""57""";"=""62""";"=""66""";"=""66""";"=""70""";"=""75""";"=""78""";"=""78""";"=""144""";"=""2015 AFRICAN GAMES""";"=""09.2015""";
"=""14""";"=""m""";"=""---""";"=""2""";"=""---""";"=""FENNI Amor""";"=""01.10.1993""";"=""ALG""";"=""56""";"=""55.05""";"=""100""";"=""103""";"=""*106""";"=""103""";"=""*130""";"=""*130""";"=""*131""";"=""---""";"=""0""";"=""2015 AFRICAN GAMES""";"=""09.2015""";
"=""15""";"=""w""";"=""1""";"=""1""";"=""1""";"=""AZIKE Onyeka""";"=""01.07.1990""";"=""NGR""";"=""58""";"=""56.72""";"=""80""";"=""83""";"=""*85""";"=""83""";"=""100""";"=""105""";"=""*108""";"=""105""";"=""188""";"=""2015 AFRICAN GAMES""";"=""09.2015""";
"=""16""";"=""w""";"=""2""";"=""2""";"=""2""";"=""LANGAT Winny Chepngeno""";"=""03.07.1988""";"=""KEN""";"=""58""";"=""56.76""";"=""*55""";"=""*55""";"=""55""";"=""55""";"=""65""";"=""---""";"=""---""";"=""65""";"=""120""";"=""2015 AFRICAN GAMES""";"=""09.2015""";
"=""17""";"=""w""";"=""3""";"=""3""";"=""3""";"=""MBALOULA Marlene Sibelya""";"=""20.09.1992""";"=""CGO""";"=""58""";"=""55.04""";"=""30""";"=""35""";"=""*37""";"=""35""";"=""40""";"=""*43""";"=""*44""";"=""40""";"=""75""";"=""2015 AFRICAN GAMES""";"=""09.2015""";
"=""18""";"=""w""";"=""DSQ""";"=""DSQ""";"=""DSQ""";"=""MALVINA Juliette Ruby Rita""";"=""22.05.1984""";"=""SEY""";"=""58""";"=""57.52""";"=""75""";"=""*80""";"=""80""";"=""---""";"=""105""";"=""108""";"=""109""";"=""---""";"=""0""";"=""2015 AFRICAN GAMES""";"=""09.2015""";
"=""19""";"=""w""";"=""DSQ""";"=""DSQ""";"=""DSQ""";"=""ABDALLA Zeinab Khaled Mohamed""";"=""23.07.1995""";"=""EGY""";"=""58""";"=""57.98""";"=""76""";"=""*81""";"=""*81""";"=""---""";"=""96""";"=""101""";"=""*106""";"=""---""";"=""0""";"=""2015 AFRICAN GAMES""";"=""09.2015""";
"=""20""";"=""m""";"=""1""";"=""1""";"=""1""";"=""SAAD Ahmed Ahmed Mohamed""";"=""01.11.1986""";"=""EGY""";"=""62""";"=""61.78""";"=""122""";"=""126""";"=""132""";"=""132""";"=""150""";"=""158""";"=""---""";"=""158""";"=""290""";"=""2015 AFRICAN GAMES""";"=""09.2015""";
