pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""---""";"=""---""";"=""PAGLIARO Genny Caterina""";"=""15.10.1988""";"=""ITA""";"=""48""";"=""47.56""";"=""*78""";"=""78""";"=""79""";"=""79""";"=""96""";"=""*100""";"=""100""";"=""100""";"=""179""";"=""XVII MEDITERRANEAN GAMES""";"=""06.2013""";
"=""1""";"=""w""";"=""2""";"=""---""";"=""---""";"=""JUAN TELLO Estefania""";"=""17.08.1981""";"=""ESP""";"=""48""";"=""47.58""";"=""68""";"=""71""";"=""73""";"=""73""";"=""88""";"=""91""";"=""94""";"=""94""";"=""167""";"=""XVII MEDITERRANEAN GAMES""";"=""06.2013""";
"=""2""";"=""w""";"=""3""";"=""---""";"=""---""";"=""IBRAHIM Basma Emad Gouda Mohamed""";"=""27.06.1995""";"=""EGY""";"=""48""";"=""47.94""";"=""72""";"=""74""";"=""*76""";"=""74""";"=""*90""";"=""92""";"=""*95""";"=""92""";"=""166""";"=""XVII MEDITERRANEAN GAMES""";"=""06.2013""";
"=""3""";"=""w""";"=""4""";"=""---""";"=""---""";"=""MICHEL Anais""";"=""12.01.1988""";"=""FRA""";"=""48""";"=""47.78""";"=""68""";"=""*72""";"=""*72""";"=""68""";"=""88""";"=""*92""";"=""*92""";"=""88""";"=""156""";"=""XVII MEDITERRANEAN GAMES""";"=""06.2013""";
"=""4""";"=""w""";"=""---""";"=""---""";"=""---""";"=""OZKAN KONAK Sibel""";"=""03.03.1988""";"=""TUR""";"=""48""";"=""46.96""";"=""75""";"=""*78""";"=""78""";"=""78""";"=""*97""";"=""*97""";"=""*97""";"=""---""";"=""0""";"=""XVII MEDITERRANEAN GAMES""";"=""06.2013""";
"=""5""";"=""w""";"=""1""";"=""---""";"=""---""";"=""COBAN BASOL Aysegul""";"=""16.12.1992""";"=""TUR""";"=""53""";"=""52.78""";"=""77""";"=""*80""";"=""82""";"=""82""";"=""100""";"=""110""";"=""*113""";"=""110""";"=""192""";"=""XVII MEDITERRANEAN GAMES""";"=""06.2013""";
"=""6""";"=""w""";"=""2""";"=""---""";"=""---""";"=""SENSOY Emine""";"=""13.06.1991""";"=""TUR""";"=""53""";"=""52.72""";"=""77""";"=""80""";"=""82""";"=""82""";"=""95""";"=""96""";"=""*100""";"=""96""";"=""178""";"=""XVII MEDITERRANEAN GAMES""";"=""06.2013""";
"=""7""";"=""w""";"=""3""";"=""---""";"=""---""";"=""LORENTZ Manon Camille""";"=""17.07.1991""";"=""FRA""";"=""53""";"=""52.02""";"=""79""";"=""*81""";"=""*81""";"=""79""";"=""*95""";"=""*95""";"=""95""";"=""95""";"=""174""";"=""XVII MEDITERRANEAN GAMES""";"=""06.2013""";
"=""8""";"=""w""";"=""4""";"=""---""";"=""---""";"=""LOMBARDO Jennifer""";"=""24.06.1991""";"=""ITA""";"=""53""";"=""52.70""";"=""73""";"=""76""";"=""*80""";"=""76""";"=""*95""";"=""*95""";"=""95""";"=""95""";"=""171""";"=""XVII MEDITERRANEAN GAMES""";"=""06.2013""";
"=""9""";"=""w""";"=""5""";"=""---""";"=""---""";"=""ATHANASIADOU Anna""";"=""13.02.1981""";"=""GRE""";"=""53""";"=""52.62""";"=""65""";"=""70""";"=""73""";"=""73""";"=""80""";"=""85""";"=""*87""";"=""85""";"=""158""";"=""XVII MEDITERRANEAN GAMES""";"=""06.2013""";
"=""10""";"=""w""";"=""---""";"=""---""";"=""---""";"=""LACHAUME ANDRIEUX Virginie C. R.""";"=""21.03.1980""";"=""FRA""";"=""53""";"=""52.56""";"=""*75""";"=""*75""";"=""*75""";"=""---""";"=""*92""";"=""*92""";"=""*95""";"=""---""";"=""0""";"=""XVII MEDITERRANEAN GAMES""";"=""06.2013""";
"=""11""";"=""m""";"=""1""";"=""---""";"=""---""";"=""EL MAOUI Khalil""";"=""12.09.1988""";"=""TUN""";"=""56""";"=""55.40""";"=""115""";"=""*122""";"=""*122""";"=""115""";"=""138""";"=""*141""";"=""142""";"=""142""";"=""257""";"=""XVII MEDITERRANEAN GAMES""";"=""06.2013""";
"=""12""";"=""m""";"=""2""";"=""---""";"=""---""";"=""SCARANTINO Mirco""";"=""16.01.1995""";"=""ITA""";"=""56""";"=""55.50""";"=""105""";"=""*108""";"=""108""";"=""108""";"=""135""";"=""139""";"=""*142""";"=""139""";"=""247""";"=""XVII MEDITERRANEAN GAMES""";"=""06.2013""";
"=""13""";"=""m""";"=""3""";"=""---""";"=""---""";"=""DI GIUSTO Michael""";"=""16.02.1995""";"=""ITA""";"=""56""";"=""55.82""";"=""102""";"=""*106""";"=""*108""";"=""102""";"=""132""";"=""*136""";"=""*136""";"=""132""";"=""234""";"=""XVII MEDITERRANEAN GAMES""";"=""06.2013""";
"=""14""";"=""m""";"=""4""";"=""---""";"=""---""";"=""AINOUAZANE Abdelkader""";"=""03.11.1987""";"=""ALG""";"=""56""";"=""56.00""";"=""90""";"=""*93""";"=""94""";"=""94""";"=""110""";"=""115""";"=""*118""";"=""115""";"=""209""";"=""XVII MEDITERRANEAN GAMES""";"=""06.2013""";
"=""15""";"=""m""";"=""---""";"=""---""";"=""---""";"=""OTERO MARTINEZ Michael Steven""";"=""29.07.1990""";"=""ESP""";"=""56""";"=""55.80""";"=""100""";"=""105""";"=""107""";"=""107""";"=""*133""";"=""*133""";"=""*133""";"=""---""";"=""0""";"=""XVII MEDITERRANEAN GAMES""";"=""06.2013""";
"=""16""";"=""m""";"=""---""";"=""---""";"=""---""";"=""RAMO Moustafa""";"=""10.07.1985""";"=""SYR""";"=""56""";"=""55.95""";"=""101""";"=""*103""";"=""103""";"=""103""";"=""*133""";"=""*133""";"=""*133""";"=""---""";"=""0""";"=""XVII MEDITERRANEAN GAMES""";"=""06.2013""";
"=""17""";"=""w""";"=""1""";"=""---""";"=""---""";"=""DASDELEN Aylin""";"=""01.01.1982""";"=""TUR""";"=""58""";"=""57.66""";"=""82""";"=""85""";"=""87""";"=""87""";"=""106""";"=""113""";"=""---""";"=""113""";"=""200""";"=""XVII MEDITERRANEAN GAMES""";"=""06.2013""";
"=""18""";"=""w""";"=""2""";"=""---""";"=""---""";"=""AHMED Esraa Elsayed Rashed Elsayed""";"=""21.11.1998""";"=""EGY""";"=""58""";"=""57.20""";"=""80""";"=""84""";"=""86""";"=""86""";"=""97""";"=""101""";"=""*106""";"=""101""";"=""187""";"=""XVII MEDITERRANEAN GAMES""";"=""06.2013""";
"=""19""";"=""w""";"=""3""";"=""---""";"=""---""";"=""HOSNI Nadia""";"=""29.08.1987""";"=""TUN""";"=""58""";"=""56.82""";"=""75""";"=""78""";"=""*84""";"=""78""";"=""*100""";"=""100""";"=""*102""";"=""100""";"=""178""";"=""XVII MEDITERRANEAN GAMES""";"=""06.2013""";
"=""20""";"=""w""";"=""4""";"=""---""";"=""---""";"=""RUSSO Giorgia""";"=""28.04.1993""";"=""ITA""";"=""58""";"=""57.52""";"=""74""";"=""77""";"=""*79""";"=""77""";"=""*98""";"=""98""";"=""*102""";"=""98""";"=""175""";"=""XVII MEDITERRANEAN GAMES""";"=""06.2013""";
