pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""W""";"=""1""";"=""1""";"=""1""";"=""MOSS Charlotte Louise""";"=""05.09.1995""";"=""NZL""";"=""48""";"=""47.19""";"=""35""";"=""38""";"=""41""";"=""41""";"=""48""";"=""* 52""";"=""52""";"=""52""";"=""93""";"=""YOUTH OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""1""";"=""M""";"=""1""";"=""1""";"=""1""";"=""MCTAGGART Cameron David""";"=""30.09.1997""";"=""NZL""";"=""50""";"=""49.47""";"=""64""";"=""67""";"=""70""";"=""70""";"=""75""";"=""78""";"=""81""";"=""81""";"=""151""";"=""YOUTH OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""2""";"=""M""";"=""2""";"=""2""";"=""2""";"=""MOSS Cameron""";"=""17.04.1997""";"=""NZL""";"=""50""";"=""48.39""";"=""53""";"=""56""";"=""58""";"=""58""";"=""69""";"=""72""";"=""75""";"=""75""";"=""133""";"=""YOUTH OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""3""";"=""M""";"=""3""";"=""3""";"=""3""";"=""DELANEY James Joseph""";"=""29.07.1996""";"=""AUS""";"=""50""";"=""49.34""";"=""51""";"=""54""";"=""56""";"=""56""";"=""70""";"=""* 74""";"=""* 74""";"=""70""";"=""126""";"=""YOUTH OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""4""";"=""M""";"=""4""";"=""4""";"=""4""";"=""KATOATAU Ruben""";"=""09.02.1997""";"=""KIR""";"=""50""";"=""49.86""";"=""45""";"=""* 55""";"=""55""";"=""55""";"=""65""";"=""* 71""";"=""* 71""";"=""65""";"=""120""";"=""YOUTH OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""5""";"=""M""";"=""1""";"=""2""";"=""1""";"=""OALA Fred Karoho""";"=""12.09.1996""";"=""PNG""";"=""56""";"=""55.31""";"=""* 75""";"=""75""";"=""80""";"=""80""";"=""102""";"=""107""";"=""108""";"=""108""";"=""188""";"=""YOUTH OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""6""";"=""M""";"=""2""";"=""1""";"=""2""";"=""DAU Isikeli""";"=""03.05.1995""";"=""FIJ""";"=""56""";"=""54.90""";"=""* 75""";"=""75""";"=""80""";"=""80""";"=""95""";"=""102""";"=""107""";"=""107""";"=""187""";"=""YOUTH OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""7""";"=""M""";"=""3""";"=""3""";"=""3""";"=""NORMAN James Sahutta""";"=""29.06.1996""";"=""AUS""";"=""56""";"=""55.60""";"=""64""";"=""68""";"=""72""";"=""72""";"=""90""";"=""95""";"=""100""";"=""100""";"=""172""";"=""YOUTH OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""8""";"=""M""";"=""4""";"=""4""";"=""4""";"=""POURTOOSSI Martin""";"=""24.05.1995""";"=""NZL""";"=""56""";"=""54.45""";"=""70""";"=""* 74""";"=""* 74""";"=""70""";"=""88""";"=""* 92""";"=""92""";"=""92""";"=""162""";"=""YOUTH OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""9""";"=""M""";"=""5""";"=""5""";"=""6""";"=""WU Joshua Luke James Vain Kyang""";"=""14.11.1996""";"=""AUS""";"=""56""";"=""55.57""";"=""63""";"=""67""";"=""70""";"=""70""";"=""85""";"=""* 90""";"=""90""";"=""90""";"=""160""";"=""YOUTH OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""10""";"=""M""";"=""6""";"=""6""";"=""5""";"=""ENOCH Peter""";"=""10.09.1997""";"=""MHL""";"=""56""";"=""54.40""";"=""65""";"=""66""";"=""* 67""";"=""66""";"=""89""";"=""* 90""";"=""90""";"=""90""";"=""156""";"=""YOUTH OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""11""";"=""W""";"=""1""";"=""1""";"=""1""";"=""ROBERT Mathlynn""";"=""25.12.1996""";"=""MHL""";"=""58""";"=""55.60""";"=""* 50""";"=""* 50""";"=""50""";"=""50""";"=""65""";"=""70""";"=""71""";"=""71""";"=""121""";"=""YOUTH OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""12""";"=""W""";"=""2""";"=""2""";"=""2""";"=""TAUWAI Teresia Ella Kula""";"=""20.10.1995""";"=""FIJ""";"=""58""";"=""56.41""";"=""45""";"=""50""";"=""* 55""";"=""50""";"=""60""";"=""65""";"=""70""";"=""70""";"=""120""";"=""YOUTH OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""13""";"=""W""";"=""3""";"=""3""";"=""3""";"=""COWEN Sophie""";"=""16.05.1997""";"=""AUS""";"=""58""";"=""57.33""";"=""* 42""";"=""42""";"=""45""";"=""45""";"=""54""";"=""57""";"=""60""";"=""60""";"=""105""";"=""YOUTH OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""14""";"=""M""";"=""1""";"=""1""";"=""1""";"=""RANGIDIMI Chris Akarba""";"=""07.08.1995""";"=""NRU""";"=""62""";"=""61.47""";"=""65""";"=""75""";"=""81""";"=""81""";"=""*100""";"=""100""";"=""110""";"=""110""";"=""191""";"=""YOUTH OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""15""";"=""M""";"=""2""";"=""2""";"=""2""";"=""FUKUYAMA Fusakichi Adam""";"=""23.06.1996""";"=""KIR""";"=""62""";"=""61.43""";"=""* 75""";"=""75""";"=""80""";"=""80""";"=""*107""";"=""*107""";"=""107""";"=""107""";"=""187""";"=""YOUTH OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""16""";"=""M""";"=""3""";"=""4""";"=""3""";"=""RANA Bassel Amjad""";"=""19.08.1996""";"=""AUS""";"=""62""";"=""59.73""";"=""72""";"=""* 77""";"=""* 77""";"=""72""";"=""95""";"=""98""";"=""*101""";"=""98""";"=""170""";"=""YOUTH OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""17""";"=""M""";"=""4""";"=""3""";"=""4""";"=""ELESIN Boris""";"=""02.09.1995""";"=""AUS""";"=""62""";"=""60.57""";"=""70""";"=""75""";"=""* 80""";"=""75""";"=""85""";"=""90""";"=""95""";"=""95""";"=""170""";"=""YOUTH OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""18""";"=""W""";"=""1""";"=""2""";"=""1""";"=""TUIPULOTI Fakaola""";"=""18.01.1997""";"=""TGA""";"=""63""";"=""61.98""";"=""62""";"=""* 65""";"=""65""";"=""65""";"=""82""";"=""* 85""";"=""* 85""";"=""82""";"=""147""";"=""YOUTH OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""19""";"=""W""";"=""2""";"=""1""";"=""2""";"=""TIMI Julia Ana""";"=""03.10.1996""";"=""FIJ""";"=""63""";"=""61.26""";"=""55""";"=""* 65""";"=""65""";"=""65""";"=""75""";"=""81""";"=""* 87""";"=""81""";"=""146""";"=""YOUTH OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""20""";"=""W""";"=""3""";"=""3""";"=""3""";"=""GOODMAN Rachel Anne""";"=""07.05.1997""";"=""AUS""";"=""63""";"=""62.82""";"=""52""";"=""56""";"=""58""";"=""58""";"=""70""";"=""74""";"=""78""";"=""78""";"=""136""";"=""YOUTH OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""21""";"=""W""";"=""1""";"=""1""";"=""1""";"=""PILKINGTON Ella""";"=""06.04.1995""";"=""NZL""";"=""69""";"=""63.78""";"=""47""";"=""50""";"=""52""";"=""52""";"=""60""";"=""* 63""";"=""63""";"=""63""";"=""115""";"=""YOUTH OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""22""";"=""M""";"=""1""";"=""2""";"=""1""";"=""WAIBEIYA Tom-Jaye""";"=""17.12.1995""";"=""NRU""";"=""69""";"=""67.53""";"=""70""";"=""83""";"=""* 87""";"=""83""";"=""100""";"=""110""";"=""117""";"=""117""";"=""200""";"=""YOUTH OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""23""";"=""M""";"=""2""";"=""1""";"=""2""";"=""PALANITE Ofatonga""";"=""30.01.1995""";"=""TGA""";"=""69""";"=""67.52""";"=""82""";"=""* 85""";"=""85""";"=""85""";"=""103""";"=""106""";"=""110""";"=""110""";"=""195""";"=""YOUTH OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""24""";"=""M""";"=""3""";"=""3""";"=""3""";"=""MILNE Micah""";"=""29.05.1997""";"=""NZL""";"=""69""";"=""67.18""";"=""71""";"=""* 75""";"=""75""";"=""75""";"=""91""";"=""96""";"=""*100""";"=""96""";"=""171""";"=""YOUTH OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""25""";"=""M""";"=""4""";"=""4""";"=""4""";"=""HAWKEN Ethan""";"=""02.09.1996""";"=""NZL""";"=""69""";"=""66.35""";"=""65""";"=""* 70""";"=""70""";"=""70""";"=""83""";"=""88""";"=""90""";"=""90""";"=""160""";"=""YOUTH OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
"=""26""";"=""M""";"=""5""";"=""5""";"=""5""";"=""FANOLUA Pita Junior""";"=""10.10.1996""";"=""ASA""";"=""69""";"=""66.65""";"=""55""";"=""* 60""";"=""60""";"=""60""";"=""65""";"=""72""";"=""80""";"=""80""";"=""140""";"=""YOUTH OCEANIA CHAMPIONSHIPS""";"=""06.2012""";
