pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""---""";"=""---""";"=""CARNEVALE PELLINO Vittoria""";"=""24.11.1995""";"=""ITA""";"=""48""";"=""44.00""";"=""35""";"=""40""";"=""*43""";"=""40""";"=""46""";"=""*51""";"=""51""";"=""51""";"=""91""";"=""7th DENIS RANDON TOURNAMENT""";"=""12.2009""";
"=""1""";"=""w""";"=""1""";"=""---""";"=""---""";"=""LORENTZ Manon Camille""";"=""17.07.1991""";"=""FRA""";"=""53""";"=""51.70""";"=""60""";"=""63""";"=""65""";"=""65""";"=""70""";"=""73""";"=""75""";"=""75""";"=""140""";"=""7th DENIS RANDON TOURNAMENT""";"=""12.2009""";
"=""2""";"=""m""";"=""1""";"=""---""";"=""---""";"=""AUCOUTURIER Yann""";"=""12.12.1986""";"=""FRA""";"=""62""";"=""61.80""";"=""112""";"=""116""";"=""*119""";"=""116""";"=""138""";"=""*143""";"=""*143""";"=""138""";"=""254""";"=""7th DENIS RANDON TOURNAMENT""";"=""12.2009""";
"=""3""";"=""w""";"=""1""";"=""---""";"=""---""";"=""COCOS Roxana Daniela""";"=""05.06.1989""";"=""ROU""";"=""69""";"=""65.00""";"=""70""";"=""75""";"=""80""";"=""80""";"=""90""";"=""100""";"=""107""";"=""107""";"=""187""";"=""7th DENIS RANDON TOURNAMENT""";"=""12.2009""";
"=""4""";"=""m""";"=""1""";"=""---""";"=""---""";"=""DURGUERIAN Alexandre""";"=""01.01.1982""";"=""FRA""";"=""85""";"=""84.20""";"=""126""";"=""131""";"=""133""";"=""133""";"=""157""";"=""161""";"=""*163""";"=""161""";"=""294""";"=""7th DENIS RANDON TOURNAMENT""";"=""12.2009""";
"=""5""";"=""m""";"=""2""";"=""---""";"=""---""";"=""GRANIER Nans""";"=""01.01.1987""";"=""FRA""";"=""85""";"=""84.50""";"=""*130""";"=""130""";"=""*141""";"=""130""";"=""155""";"=""162""";"=""*165""";"=""162""";"=""292""";"=""7th DENIS RANDON TOURNAMENT""";"=""12.2009""";
"=""6""";"=""m""";"=""---""";"=""---""";"=""---""";"=""BARDIS Jean Baptiste""";"=""01.01.1987""";"=""FRA""";"=""85""";"=""84.30""";"=""*155""";"=""*155""";"=""*155""";"=""---""";"=""175""";"=""180""";"=""*185""";"=""180""";"=""0""";"=""7th DENIS RANDON TOURNAMENT""";"=""12.2009""";
"=""7""";"=""m""";"=""1""";"=""---""";"=""---""";"=""CALANCEA Valeriu""";"=""18.11.1980""";"=""ROU""";"=""94""";"=""93.10""";"=""140""";"=""150""";"=""160""";"=""160""";"=""180""";"=""200""";"=""0.0""";"=""200""";"=""360""";"=""7th DENIS RANDON TOURNAMENT""";"=""12.2009""";
"=""8""";"=""m""";"=""2""";"=""---""";"=""---""";"=""BOULY Kevin""";"=""26.04.1981""";"=""FRA""";"=""94""";"=""93.70""";"=""*145""";"=""145""";"=""150""";"=""150""";"=""175""";"=""180""";"=""185""";"=""185""";"=""335""";"=""7th DENIS RANDON TOURNAMENT""";"=""12.2009""";
"=""9""";"=""m""";"=""3""";"=""---""";"=""---""";"=""MANUSHI Redon""";"=""01.01.1990""";"=""ALB""";"=""94""";"=""89.30""";"=""140""";"=""145""";"=""148""";"=""148""";"=""160""";"=""167""";"=""*170""";"=""167""";"=""315""";"=""7th DENIS RANDON TOURNAMENT""";"=""12.2009""";
"=""10""";"=""w""";"=""1""";"=""---""";"=""---""";"=""REYNAUD Cynthia""";"=""01.01.1989""";"=""FRA""";"=""p75""";"=""112.70""";"=""73""";"=""76""";"=""*79""";"=""76""";"=""99""";"=""103""";"=""*106""";"=""103""";"=""179""";"=""7th DENIS RANDON TOURNAMENT""";"=""12.2009""";
