pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""1""";"=""1""";"=""SINISTERRA TORRES Yenny""";"=""04.05.2000""";"=""COL""";"=""48""";"=""47.75""";"=""70""";"=""73""";"=""*76""";"=""73""";"=""87""";"=""90""";"=""93""";"=""93""";"=""166""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""1""";"=""w""";"=""2""";"=""2""";"=""2""";"=""CAMPOVERDE ALMEIDA Angelica Mercedes""";"=""31.05.1996""";"=""ECU""";"=""48""";"=""47.60""";"=""67""";"=""70""";"=""*72""";"=""70""";"=""86""";"=""89""";"=""92""";"=""92""";"=""162""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""2""";"=""w""";"=""3""";"=""3""";"=""3""";"=""ROSA FIGUEIREDO Emily""";"=""18.03.1998""";"=""BRA""";"=""48""";"=""47.05""";"=""65""";"=""68""";"=""*70""";"=""68""";"=""83""";"=""86""";"=""*89""";"=""86""";"=""154""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""3""";"=""w""";"=""4""";"=""4""";"=""4""";"=""BERRIO ZULUAGA Manuela Andrea""";"=""18.06.2000""";"=""COL""";"=""48""";"=""44.80""";"=""63""";"=""*65""";"=""*65""";"=""63""";"=""80""";"=""84""";"=""*86""";"=""84""";"=""147""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""4""";"=""w""";"=""5""";"=""5""";"=""5""";"=""UCELO MARROQUIN Emelyn Gabriela""";"=""18.12.1996""";"=""GUA""";"=""48""";"=""47.05""";"=""55""";"=""*58""";"=""*58""";"=""55""";"=""75""";"=""80""";"=""82""";"=""82""";"=""137""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""5""";"=""w""";"=""6""";"=""6""";"=""6""";"=""GONZALEZ MAIRENA Jessica Massiel""";"=""25.01.2000""";"=""NCA""";"=""48""";"=""46.45""";"=""52""";"=""*55""";"=""*55""";"=""52""";"=""62""";"=""66""";"=""*70""";"=""66""";"=""118""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""6""";"=""w""";"=""7""";"=""7""";"=""7""";"=""BONILLA DIAZ Deily Giselle""";"=""12.07.1997""";"=""ESA""";"=""48""";"=""46.40""";"=""*40""";"=""40""";"=""42""";"=""42""";"=""*50""";"=""50""";"=""*55""";"=""50""";"=""92""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""7""";"=""w""";"=""1""";"=""2""";"=""1""";"=""GUZMAN PEREZ Gilyeliz Saned""";"=""28.10.1996""";"=""PUR""";"=""53""";"=""52.45""";"=""70""";"=""74""";"=""76""";"=""76""";"=""90""";"=""94""";"=""96""";"=""96""";"=""172""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""8""";"=""w""";"=""2""";"=""1""";"=""3""";"=""DELACRUZ Jourdan Elizabeth""";"=""20.05.1998""";"=""USA""";"=""53""";"=""52.60""";"=""73""";"=""*76""";"=""77""";"=""77""";"=""90""";"=""94""";"=""*96""";"=""94""";"=""171""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""9""";"=""w""";"=""3""";"=""5""";"=""2""";"=""TAPUY GREFA Monica Joahana""";"=""14.11.1998""";"=""ECU""";"=""53""";"=""52.55""";"=""*68""";"=""*68""";"=""68""";"=""68""";"=""88""";"=""93""";"=""96""";"=""96""";"=""164""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""10""";"=""w""";"=""4""";"=""6""";"=""4""";"=""JIMENEZ PALECHOR Julieth Alexandra""";"=""25.03.1999""";"=""COL""";"=""53""";"=""52.00""";"=""62""";"=""65""";"=""67""";"=""67""";"=""88""";"=""91""";"=""93""";"=""93""";"=""160""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""11""";"=""w""";"=""5""";"=""3""";"=""5""";"=""MERCADO LOPEZ Scarleth Elizabeth""";"=""09.08.1996""";"=""NCA""";"=""53""";"=""52.60""";"=""66""";"=""*69""";"=""69""";"=""69""";"=""87""";"=""91""";"=""*94""";"=""91""";"=""160""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""12""";"=""w""";"=""6""";"=""7""";"=""6""";"=""DE CANDIDO Abril""";"=""13.07.2001""";"=""ARG""";"=""53""";"=""52.45""";"=""60""";"=""63""";"=""*65""";"=""63""";"=""73""";"=""76""";"=""*80""";"=""76""";"=""139""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""13""";"=""w""";"=""7""";"=""8""";"=""7""";"=""HENRIQUEZ Erika""";"=""03.04.1996""";"=""ESA""";"=""53""";"=""52.35""";"=""48""";"=""51""";"=""*55""";"=""51""";"=""58""";"=""60""";"=""*62""";"=""60""";"=""111""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""14""";"=""w""";"=""---""";"=""4""";"=""---""";"=""BRAMWELL Kaija Francesca""";"=""14.07.1997""";"=""USA""";"=""53""";"=""52.30""";"=""68""";"=""*71""";"=""*72""";"=""68""";"=""*90""";"=""*91""";"=""*91""";"=""---""";"=""0""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""15""";"=""m""";"=""1""";"=""3""";"=""1""";"=""PINEDA ZETA Edgar Ismael""";"=""17.08.1997""";"=""GUA""";"=""56""";"=""55.65""";"=""100""";"=""*105""";"=""*105""";"=""100""";"=""132""";"=""137""";"=""*143""";"=""137""";"=""237""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""16""";"=""m""";"=""2""";"=""1""";"=""2""";"=""FERRUZOLA ALAVA Rafael Patricio""";"=""16.10.1997""";"=""ECU""";"=""56""";"=""55.05""";"=""100""";"=""105""";"=""*107""";"=""105""";"=""123""";"=""128""";"=""131""";"=""131""";"=""236""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""17""";"=""m""";"=""3""";"=""4""";"=""3""";"=""MARIN PIEDRAHITA Rogger Stiven""";"=""29.12.1996""";"=""COL""";"=""56""";"=""55.30""";"=""*97""";"=""97""";"=""*101""";"=""97""";"=""122""";"=""*128""";"=""128""";"=""128""";"=""225""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""18""";"=""m""";"=""4""";"=""2""";"=""5""";"=""GARRIDO BUENAIRE Victor Jesus""";"=""27.05.1998""";"=""ECU""";"=""56""";"=""55.70""";"=""100""";"=""*105""";"=""105""";"=""105""";"=""115""";"=""120""";"=""*124""";"=""120""";"=""225""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""19""";"=""m""";"=""5""";"=""5""";"=""4""";"=""GUZMAN PEREZ Bryan Gilberto""";"=""30.11.1997""";"=""PUR""";"=""56""";"=""55.65""";"=""93""";"=""*97""";"=""97""";"=""97""";"=""120""";"=""125""";"=""*129""";"=""125""";"=""222""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""20""";"=""m""";"=""6""";"=""6""";"=""6""";"=""RAUDA Angel Daniel""";"=""31.03.1999""";"=""ESA""";"=""56""";"=""54.95""";"=""80""";"=""85""";"=""*87""";"=""85""";"=""100""";"=""105""";"=""110""";"=""110""";"=""195""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""21""";"=""m""";"=""7""";"=""7""";"=""7""";"=""MARTINEZ CASTILLO Ronnier Zaed""";"=""12.12.2001""";"=""PAN""";"=""56""";"=""54.55""";"=""73""";"=""76""";"=""*80""";"=""76""";"=""*97""";"=""100""";"=""104""";"=""104""";"=""180""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""22""";"=""w""";"=""1""";"=""1""";"=""1""";"=""LLAMOSA MOSQUERA Nathalia""";"=""14.06.1997""";"=""COL""";"=""58""";"=""57.75""";"=""83""";"=""87""";"=""*89""";"=""87""";"=""105""";"=""107""";"=""*109""";"=""107""";"=""194""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""23""";"=""w""";"=""2""";"=""2""";"=""2""";"=""MORALES DEL AGUILA Rosalba Estela""";"=""14.11.1998""";"=""COL""";"=""58""";"=""57.55""";"=""81""";"=""86""";"=""*88""";"=""86""";"=""*105""";"=""105""";"=""*109""";"=""105""";"=""191""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""24""";"=""w""";"=""3""";"=""3""";"=""3""";"=""NANTIP AWAK Maria Rosana""";"=""24.03.1996""";"=""ECU""";"=""58""";"=""57.65""";"=""73""";"=""77""";"=""80""";"=""80""";"=""95""";"=""100""";"=""*106""";"=""100""";"=""180""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""25""";"=""w""";"=""4""";"=""4""";"=""4""";"=""AMOS Erin Arranz""";"=""18.10.1998""";"=""USA""";"=""58""";"=""57.40""";"=""73""";"=""76""";"=""*78""";"=""76""";"=""*93""";"=""*93""";"=""93""";"=""93""";"=""169""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""26""";"=""w""";"=""5""";"=""5""";"=""5""";"=""MUNOZ MIRANDA Barbara Yocelyn""";"=""18.01.1996""";"=""CHI""";"=""58""";"=""57.65""";"=""70""";"=""74""";"=""*77""";"=""74""";"=""88""";"=""91""";"=""*94""";"=""91""";"=""165""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""27""";"=""w""";"=""6""";"=""6""";"=""6""";"=""BURGOS ALAMO Stephanie""";"=""27.02.1997""";"=""PUR""";"=""58""";"=""57.95""";"=""*65""";"=""65""";"=""70""";"=""70""";"=""90""";"=""*96""";"=""*96""";"=""90""";"=""160""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""28""";"=""w""";"=""7""";"=""7""";"=""7""";"=""GONZALEZ Patricia""";"=""10.11.1996""";"=""ESA""";"=""58""";"=""57.20""";"=""40""";"=""45""";"=""*50""";"=""45""";"=""52""";"=""55""";"=""*60""";"=""55""";"=""100""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""29""";"=""m""";"=""1""";"=""1""";"=""1""";"=""HIGUITA BARRERA Luis Fernando""";"=""10.01.1997""";"=""COL""";"=""62""";"=""61.25""";"=""115""";"=""120""";"=""121""";"=""121""";"=""141""";"=""147""";"=""153""";"=""153""";"=""274""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""30""";"=""m""";"=""2""";"=""2""";"=""2""";"=""ZURITA VALLEJO Cristhian David""";"=""10.02.1998""";"=""ECU""";"=""62""";"=""60.70""";"=""*114""";"=""114""";"=""120""";"=""120""";"=""136""";"=""*140""";"=""140""";"=""140""";"=""260""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""31""";"=""m""";"=""3""";"=""3""";"=""3""";"=""STANG John""";"=""03.12.1996""";"=""USA""";"=""62""";"=""61.45""";"=""106""";"=""108""";"=""*114""";"=""108""";"=""*137""";"=""*137""";"=""137""";"=""137""";"=""245""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""32""";"=""m""";"=""4""";"=""5""";"=""5""";"=""JIMENES Nahuel Carlos Daniel""";"=""21.06.1996""";"=""ARG""";"=""62""";"=""61.40""";"=""101""";"=""105""";"=""107""";"=""107""";"=""128""";"=""133""";"=""*137""";"=""133""";"=""240""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""33""";"=""m""";"=""5""";"=""7""";"=""4""";"=""MENDEZ YE Henry Geovany""";"=""15.03.1999""";"=""GUA""";"=""62""";"=""61.35""";"=""101""";"=""*105""";"=""*105""";"=""101""";"=""130""";"=""136""";"=""*137""";"=""136""";"=""237""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""34""";"=""m""";"=""6""";"=""6""";"=""6""";"=""SUAREZ Jorge""";"=""02.06.1996""";"=""GUA""";"=""62""";"=""61.35""";"=""100""";"=""104""";"=""*106""";"=""104""";"=""127""";"=""131""";"=""*133""";"=""131""";"=""235""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""35""";"=""m""";"=""7""";"=""4""";"=""7""";"=""PIRON CANDELARIO Jhon Augusto""";"=""12.04.1996""";"=""DOM""";"=""62""";"=""60.05""";"=""101""";"=""105""";"=""107""";"=""107""";"=""121""";"=""*125""";"=""---""";"=""121""";"=""228""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""36""";"=""m""";"=""8""";"=""8""";"=""8""";"=""CUEVAS ARCIA Dario Isael""";"=""21.04.1996""";"=""PAN""";"=""62""";"=""61.10""";"=""93""";"=""*97""";"=""*97""";"=""93""";"=""*113""";"=""113""";"=""117""";"=""117""";"=""210""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""37""";"=""m""";"=""9""";"=""9""";"=""9""";"=""UMANA GUEVARA Jose Trinidad""";"=""05.03.1999""";"=""ESA""";"=""62""";"=""61.50""";"=""80""";"=""85""";"=""*90""";"=""85""";"=""105""";"=""110""";"=""112""";"=""112""";"=""197""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""38""";"=""w""";"=""1""";"=""2""";"=""1""";"=""MYERS Madeleine Isabel""";"=""04.01.1997""";"=""USA""";"=""63""";"=""62.50""";"=""86""";"=""89""";"=""*92""";"=""89""";"=""114""";"=""*119""";"=""120""";"=""120""";"=""209""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""39""";"=""w""";"=""2""";"=""1""";"=""3""";"=""NAZARENO PERALTA Yadira Maria""";"=""29.05.1996""";"=""ECU""";"=""63""";"=""61.15""";"=""85""";"=""88""";"=""91""";"=""91""";"=""*105""";"=""105""";"=""*110""";"=""105""";"=""196""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""40""";"=""w""";"=""3""";"=""4""";"=""2""";"=""PALACIOS Joana Valeria""";"=""08.11.1996""";"=""ARG""";"=""63""";"=""62.95""";"=""*82""";"=""82""";"=""*86""";"=""82""";"=""104""";"=""108""";"=""*112""";"=""108""";"=""190""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""41""";"=""w""";"=""4""";"=""3""";"=""4""";"=""ESCOBAR AGUIRRE Hellen Andrea""";"=""07.03.1999""";"=""COL""";"=""63""";"=""60.60""";"=""82""";"=""*86""";"=""86""";"=""86""";"=""*103""";"=""103""";"=""*106""";"=""103""";"=""189""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""42""";"=""w""";"=""5""";"=""5""";"=""5""";"=""GONZALEZ CONTRERAS Azucena Abigail""";"=""26.04.1997""";"=""GUA""";"=""63""";"=""59.20""";"=""*65""";"=""65""";"=""70""";"=""70""";"=""*83""";"=""83""";"=""*87""";"=""83""";"=""153""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""43""";"=""w""";"=""6""";"=""6""";"=""6""";"=""CRISTO SANCHEZ Sandra Arely""";"=""05.02.1998""";"=""ESA""";"=""63""";"=""60.85""";"=""45""";"=""*48""";"=""*48""";"=""45""";"=""55""";"=""60""";"=""*65""";"=""60""";"=""105""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""44""";"=""m""";"=""1""";"=""1""";"=""1""";"=""MOSQUERA LOZANO Jose David""";"=""09.10.1998""";"=""COL""";"=""69""";"=""67.65""";"=""125""";"=""130""";"=""135""";"=""135""";"=""160""";"=""165""";"=""---""";"=""165""";"=""300""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""45""";"=""w""";"=""1""";"=""1""";"=""1""";"=""PALACIOS DAJOMES Angie Paola""";"=""12.09.2000""";"=""ECU""";"=""69""";"=""65.70""";"=""*88""";"=""88""";"=""95""";"=""95""";"=""110""";"=""115""";"=""118""";"=""118""";"=""213""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""46""";"=""m""";"=""2""";"=""3""";"=""3""";"=""RUIZ ESPINOZA Danilo Alexander""";"=""24.05.1996""";"=""ECU""";"=""69""";"=""68.80""";"=""120""";"=""123""";"=""125""";"=""125""";"=""*158""";"=""158""";"=""162""";"=""162""";"=""287""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""47""";"=""w""";"=""2""";"=""2""";"=""2""";"=""VALLE ULLOA Constanza Isabel""";"=""25.04.1996""";"=""CHI""";"=""69""";"=""67.25""";"=""75""";"=""80""";"=""85""";"=""85""";"=""95""";"=""100""";"=""105""";"=""105""";"=""190""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""48""";"=""m""";"=""3""";"=""4""";"=""2""";"=""MERINO LARA Jairo Paul""";"=""19.07.1997""";"=""ECU""";"=""69""";"=""68.30""";"=""118""";"=""*122""";"=""122""";"=""122""";"=""155""";"=""160""";"=""162""";"=""162""";"=""284""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""49""";"=""w""";"=""3""";"=""3""";"=""3""";"=""LOPEZ Maribby""";"=""29.09.1996""";"=""DOM""";"=""69""";"=""63.40""";"=""67""";"=""*72""";"=""72""";"=""72""";"=""83""";"=""89""";"=""*92""";"=""89""";"=""161""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""50""";"=""m""";"=""4""";"=""2""";"=""4""";"=""DE LA CRUZ LIRIANO Jonathan Guarionex""";"=""13.03.1996""";"=""DOM""";"=""69""";"=""68.55""";"=""121""";"=""123""";"=""125""";"=""125""";"=""151""";"=""156""";"=""*159""";"=""156""";"=""281""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""51""";"=""w""";"=""4""";"=""4""";"=""4""";"=""BAUTISTA BENITEZ Angie Alisson""";"=""09.10.1997""";"=""ESA""";"=""69""";"=""63.75""";"=""50""";"=""55""";"=""57""";"=""57""";"=""50""";"=""55""";"=""60""";"=""60""";"=""117""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""52""";"=""m""";"=""5""";"=""5""";"=""5""";"=""SANCHEZ VELEZ Jorge Jesus""";"=""04.11.1998""";"=""PUR""";"=""69""";"=""67.85""";"=""115""";"=""120""";"=""*123""";"=""120""";"=""150""";"=""155""";"=""*158""";"=""155""";"=""275""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""53""";"=""m""";"=""6""";"=""6""";"=""6""";"=""HERNANDEZ FLORES Jorge Neptali""";"=""06.03.1997""";"=""HON""";"=""69""";"=""68.10""";"=""113""";"=""117""";"=""*121""";"=""117""";"=""143""";"=""146""";"=""*151""";"=""146""";"=""263""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""54""";"=""m""";"=""7""";"=""7""";"=""7""";"=""LOPEZ Rider""";"=""27.09.1997""";"=""ESA""";"=""69""";"=""68.90""";"=""85""";"=""90""";"=""*92""";"=""90""";"=""110""";"=""*115""";"=""*115""";"=""110""";"=""200""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""55""";"=""m""";"=""8""";"=""8""";"=""8""";"=""ASCENCIO MEJIA Erick Santiago""";"=""02.09.1999""";"=""ESA""";"=""69""";"=""66.20""";"=""80""";"=""85""";"=""*88""";"=""85""";"=""100""";"=""105""";"=""*110""";"=""105""";"=""190""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""56""";"=""w""";"=""1""";"=""1""";"=""2""";"=""BRADLEY Jessie Nicole""";"=""17.01.1997""";"=""USA""";"=""75""";"=""73.85""";"=""94""";"=""96""";"=""*99""";"=""96""";"=""114""";"=""117""";"=""119""";"=""119""";"=""215""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
"=""57""";"=""w""";"=""2""";"=""4""";"=""1""";"=""SALAZAR ARCE Tamara Yajaira""";"=""09.08.1997""";"=""ECU""";"=""75""";"=""74.30""";"=""87""";"=""91""";"=""*94""";"=""91""";"=""115""";"=""120""";"=""*125""";"=""120""";"=""211""";"=""PAN-AMERICAN JUNIOR CHAMPIONSHIPS""";"=""04.2016""";
