pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""1""";"=""1""";"=""TOUA Thelma Mea""";"=""30.03.1991""";"=""PNG""";"=""48""";"=""47.80""";"=""62""";"=""67""";"=""*73""";"=""67""";"=""80""";"=""85""";"=""*90""";"=""85""";"=""152""";"=""PACIFIC CUP TOURNAMENT""";"=""12.2014""";
"=""1""";"=""m""";"=""1""";"=""1""";"=""1""";"=""HEMPSEY Kieren Alan""";"=""02.09.1999""";"=""NZL""";"=""56""";"=""54.92""";"=""*50""";"=""50""";"=""*55""";"=""50""";"=""58""";"=""*63""";"=""*63""";"=""58""";"=""108""";"=""PACIFIC CUP TOURNAMENT""";"=""12.2014""";
"=""2""";"=""w""";"=""1""";"=""1""";"=""1""";"=""TOOMEY Tia-Clair""";"=""22.07.1993""";"=""AUS""";"=""58""";"=""57.20""";"=""54""";"=""68""";"=""71""";"=""71""";"=""86""";"=""*91""";"=""91""";"=""91""";"=""162""";"=""PACIFIC CUP TOURNAMENT""";"=""12.2014""";
"=""3""";"=""m""";"=""1""";"=""1""";"=""1""";"=""BARU Morea""";"=""15.04.1990""";"=""PNG""";"=""62""";"=""61.91""";"=""120""";"=""*124""";"=""124""";"=""124""";"=""155""";"=""*160""";"=""161""";"=""161""";"=""285""";"=""PACIFIC CUP TOURNAMENT""";"=""12.2014""";
"=""4""";"=""m""";"=""2""";"=""2""";"=""2""";"=""BRECHTEFELD Elson Edward""";"=""02.03.1994""";"=""NRU""";"=""62""";"=""61.40""";"=""103""";"=""*108""";"=""*108""";"=""103""";"=""130""";"=""---""";"=""---""";"=""130""";"=""233""";"=""PACIFIC CUP TOURNAMENT""";"=""12.2014""";
"=""5""";"=""m""";"=""3""";"=""3""";"=""3""";"=""ADAM Hamish Theodoros Mackenzie""";"=""13.03.1997""";"=""AUS""";"=""62""";"=""61.99""";"=""85""";"=""*92""";"=""*92""";"=""85""";"=""*110""";"=""110""";"=""*115""";"=""110""";"=""195""";"=""PACIFIC CUP TOURNAMENT""";"=""12.2014""";
"=""6""";"=""w""";"=""1""";"=""1""";"=""1""";"=""LAI Jessica Yen Lee""";"=""09.05.1989""";"=""AUS""";"=""63""";"=""61.20""";"=""72""";"=""*76""";"=""*76""";"=""72""";"=""*86""";"=""*86""";"=""86""";"=""86""";"=""158""";"=""PACIFIC CUP TOURNAMENT""";"=""12.2014""";
"=""7""";"=""w""";"=""1""";"=""1""";"=""1""";"=""AKO Sandra""";"=""03.03.1994""";"=""PNG""";"=""69""";"=""68.84""";"=""84""";"=""*88""";"=""88""";"=""88""";"=""105""";"=""*110""";"=""---""";"=""105""";"=""193""";"=""PACIFIC CUP TOURNAMENT""";"=""12.2014""";
"=""8""";"=""m""";"=""1""";"=""2""";"=""1""";"=""PATRIS Stevick""";"=""17.01.1991""";"=""PLW""";"=""69""";"=""68.37""";"=""110""";"=""*115""";"=""*115""";"=""110""";"=""142""";"=""147""";"=""*152""";"=""147""";"=""257""";"=""PACIFIC CUP TOURNAMENT""";"=""12.2014""";
"=""9""";"=""m""";"=""2""";"=""1""";"=""2""";"=""OALA Fred Karoho""";"=""12.09.1996""";"=""PNG""";"=""69""";"=""67.15""";"=""100""";"=""105""";"=""110""";"=""110""";"=""140""";"=""*145""";"=""*145""";"=""140""";"=""250""";"=""PACIFIC CUP TOURNAMENT""";"=""12.2014""";
