pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""W""";"=""1""";"=""1""";"=""1""";"=""KHAMSRI Panida""";"=""13.01.1989""";"=""THA""";"=""48""";"=""47.63""";"=""73""";"=""75""";"=""77""";"=""77""";"=""97""";"=""103""";"=""105""";"=""105""";"=""182""";"=""4th FISU WORLD UNIVERSITY CHAMPIONSHIPS""";"=""12.2014""";
"=""1""";"=""W""";"=""2""";"=""3""";"=""2""";"=""YANAGIDA Mizuki""";"=""05.09.1992""";"=""JPN""";"=""48""";"=""47.87""";"=""69""";"=""71""";"=""* 72""";"=""71""";"=""87""";"=""90""";"=""* 92""";"=""90""";"=""161""";"=""4th FISU WORLD UNIVERSITY CHAMPIONSHIPS""";"=""12.2014""";
"=""2""";"=""W""";"=""3""";"=""2""";"=""3""";"=""DEMIREL Hacer""";"=""27.03.1992""";"=""TUR""";"=""48""";"=""47.92""";"=""67""";"=""* 70""";"=""72""";"=""72""";"=""* 85""";"=""86""";"=""89""";"=""89""";"=""161""";"=""4th FISU WORLD UNIVERSITY CHAMPIONSHIPS""";"=""12.2014""";
"=""3""";"=""W""";"=""4""";"=""5""";"=""4""";"=""LEE Seulki""";"=""20.08.1995""";"=""KOR""";"=""48""";"=""47.85""";"=""* 60""";"=""60""";"=""65""";"=""65""";"=""81""";"=""85""";"=""88""";"=""88""";"=""153""";"=""4th FISU WORLD UNIVERSITY CHAMPIONSHIPS""";"=""12.2014""";
"=""4""";"=""W""";"=""5""";"=""4""";"=""5""";"=""SANCHEZ Suzanna""";"=""31.07.1990""";"=""USA""";"=""48""";"=""47.71""";"=""* 63""";"=""63""";"=""65""";"=""65""";"=""79""";"=""82""";"=""* 85""";"=""82""";"=""147""";"=""4th FISU WORLD UNIVERSITY CHAMPIONSHIPS""";"=""12.2014""";
"=""5""";"=""W""";"=""6""";"=""6""";"=""6""";"=""GRZESIAK Monika Lidia""";"=""17.08.1990""";"=""POL""";"=""48""";"=""47.85""";"=""63""";"=""* 66""";"=""* 66""";"=""63""";"=""80""";"=""* 84""";"=""* 85""";"=""80""";"=""143""";"=""4th FISU WORLD UNIVERSITY CHAMPIONSHIPS""";"=""12.2014""";
"=""6""";"=""W""";"=""7""";"=""7""";"=""7""";"=""SILVA E SILVA Flora""";"=""03.12.1992""";"=""BRA""";"=""48""";"=""47.59""";"=""57""";"=""60""";"=""* 63""";"=""60""";"=""75""";"=""79""";"=""* 82""";"=""79""";"=""139""";"=""4th FISU WORLD UNIVERSITY CHAMPIONSHIPS""";"=""12.2014""";
"=""7""";"=""W""";"=""8""";"=""8""";"=""8""";"=""RANABHAT Manisha""";"=""20.12.1994""";"=""NEP""";"=""48""";"=""47.79""";"=""38""";"=""* 41""";"=""41""";"=""41""";"=""48""";"=""* 51""";"=""* 51""";"=""48""";"=""89""";"=""4th FISU WORLD UNIVERSITY CHAMPIONSHIPS""";"=""12.2014""";
"=""8""";"=""W""";"=""1""";"=""1""";"=""1""";"=""SUTANAN Kittima""";"=""20.05.1992""";"=""THA""";"=""53""";"=""52.55""";"=""81""";"=""84""";"=""86""";"=""86""";"=""104""";"=""110""";"=""*112""";"=""110""";"=""196""";"=""4th FISU WORLD UNIVERSITY CHAMPIONSHIPS""";"=""12.2014""";
"=""9""";"=""W""";"=""2""";"=""4""";"=""2""";"=""COBAN BASOL Aysegul""";"=""16.12.1992""";"=""TUR""";"=""53""";"=""52.61""";"=""75""";"=""77""";"=""* 79""";"=""77""";"=""103""";"=""110""";"=""*111""";"=""110""";"=""187""";"=""4th FISU WORLD UNIVERSITY CHAMPIONSHIPS""";"=""12.2014""";
"=""10""";"=""W""";"=""3""";"=""2""";"=""5""";"=""DOS REIS SANTOS Rosane""";"=""20.06.1987""";"=""BRA""";"=""53""";"=""52.74""";"=""* 82""";"=""82""";"=""* 86""";"=""82""";"=""95""";"=""* 98""";"=""* 98""";"=""95""";"=""177""";"=""4th FISU WORLD UNIVERSITY CHAMPIONSHIPS""";"=""12.2014""";
"=""11""";"=""W""";"=""4""";"=""8""";"=""3""";"=""GOLOVANOVA Olga""";"=""05.08.1992""";"=""RUS""";"=""53""";"=""52.85""";"=""70""";"=""---""";"=""---""";"=""70""";"=""95""";"=""102""";"=""---""";"=""102""";"=""172""";"=""4th FISU WORLD UNIVERSITY CHAMPIONSHIPS""";"=""12.2014""";
"=""12""";"=""W""";"=""5""";"=""6""";"=""4""";"=""HUNG Tzu-Chun""";"=""01.01.1994""";"=""TPE""";"=""53""";"=""52.90""";"=""71""";"=""75""";"=""* 79""";"=""75""";"=""* 91""";"=""91""";"=""96""";"=""96""";"=""171""";"=""4th FISU WORLD UNIVERSITY CHAMPIONSHIPS""";"=""12.2014""";
"=""13""";"=""W""";"=""6""";"=""3""";"=""8""";"=""XU Li""";"=""01.07.1988""";"=""CHN""";"=""53""";"=""52.92""";"=""76""";"=""* 80""";"=""80""";"=""80""";"=""85""";"=""91""";"=""* 96""";"=""91""";"=""171""";"=""4th FISU WORLD UNIVERSITY CHAMPIONSHIPS""";"=""12.2014""";
"=""14""";"=""W""";"=""7""";"=""5""";"=""6""";"=""BERCHI Dana Alexandra""";"=""11.03.1990""";"=""ROU""";"=""53""";"=""52.82""";"=""70""";"=""73""";"=""76""";"=""76""";"=""86""";"=""90""";"=""92""";"=""92""";"=""168""";"=""4th FISU WORLD UNIVERSITY CHAMPIONSHIPS""";"=""12.2014""";
"=""15""";"=""W""";"=""8""";"=""9""";"=""9""";"=""AZIZAH Binti Fadzil""";"=""14.01.1991""";"=""MAS""";"=""53""";"=""52.99""";"=""* 70""";"=""* 70""";"=""70""";"=""70""";"=""85""";"=""90""";"=""* 93""";"=""90""";"=""160""";"=""4th FISU WORLD UNIVERSITY CHAMPIONSHIPS""";"=""12.2014""";
"=""16""";"=""W""";"=""9""";"=""7""";"=""10""";"=""MALEC Emilia""";"=""25.12.1990""";"=""POL""";"=""53""";"=""52.78""";"=""65""";"=""68""";"=""71""";"=""71""";"=""85""";"=""* 88""";"=""88""";"=""88""";"=""159""";"=""4th FISU WORLD UNIVERSITY CHAMPIONSHIPS""";"=""12.2014""";
"=""17""";"=""W""";"=""10""";"=""10""";"=""7""";"=""JANG Eunbi""";"=""09.03.1994""";"=""KOR""";"=""53""";"=""52.84""";"=""68""";"=""* 72""";"=""* 72""";"=""68""";"=""* 86""";"=""86""";"=""91""";"=""91""";"=""159""";"=""4th FISU WORLD UNIVERSITY CHAMPIONSHIPS""";"=""12.2014""";
"=""18""";"=""W""";"=""11""";"=""11""";"=""11""";"=""ROJAS Kelle Kay""";"=""06.04.1991""";"=""PHI""";"=""53""";"=""52.47""";"=""63""";"=""67""";"=""* 70""";"=""67""";"=""87""";"=""* 91""";"=""* 91""";"=""87""";"=""154""";"=""4th FISU WORLD UNIVERSITY CHAMPIONSHIPS""";"=""12.2014""";
"=""19""";"=""M""";"=""1""";"=""2""";"=""1""";"=""MINGMOON Witoon""";"=""10.02.1996""";"=""THA""";"=""56""";"=""55.87""";"=""103""";"=""107""";"=""109""";"=""109""";"=""135""";"=""*139""";"=""139""";"=""139""";"=""248""";"=""4th FISU WORLD UNIVERSITY CHAMPIONSHIPS""";"=""12.2014""";
"=""20""";"=""M""";"=""2""";"=""3""";"=""2""";"=""TAN Chi Chung""";"=""24.02.1990""";"=""TPE""";"=""56""";"=""56.00""";"=""105""";"=""*108""";"=""*108""";"=""105""";"=""130""";"=""136""";"=""*144""";"=""136""";"=""241""";"=""4th FISU WORLD UNIVERSITY CHAMPIONSHIPS""";"=""12.2014""";
"=""21""";"=""M""";"=""3""";"=""1""";"=""3""";"=""TANG Wei""";"=""16.12.1991""";"=""CHN""";"=""56""";"=""55.57""";"=""105""";"=""110""";"=""*115""";"=""110""";"=""120""";"=""130""";"=""*135""";"=""130""";"=""240""";"=""4th FISU WORLD UNIVERSITY CHAMPIONSHIPS""";"=""12.2014""";
"=""22""";"=""M""";"=""4""";"=""6""";"=""4""";"=""BORGES Ryan Morgan""";"=""06.06.1992""";"=""USA""";"=""56""";"=""56.00""";"=""90""";"=""* 96""";"=""* 96""";"=""90""";"=""116""";"=""*120""";"=""*120""";"=""116""";"=""206""";"=""4th FISU WORLD UNIVERSITY CHAMPIONSHIPS""";"=""12.2014""";
"=""23""";"=""M""";"=""5""";"=""5""";"=""5""";"=""SHMAKOTIN Anatolii""";"=""24.08.1990""";"=""RUS""";"=""56""";"=""55.74""";"=""87""";"=""91""";"=""* 94""";"=""91""";"=""107""";"=""110""";"=""114""";"=""114""";"=""205""";"=""4th FISU WORLD UNIVERSITY CHAMPIONSHIPS""";"=""12.2014""";
"=""24""";"=""M""";"=""---""";"=""4""";"=""---""";"=""JU Jinpyo""";"=""04.08.1994""";"=""KOR""";"=""56""";"=""55.57""";"=""100""";"=""*106""";"=""*106""";"=""100""";"=""*121""";"=""*121""";"=""*121""";"=""---""";"=""0""";"=""4th FISU WORLD UNIVERSITY CHAMPIONSHIPS""";"=""12.2014""";
