pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""W""";"=""1""";"=""1""";"=""1""";"=""KHONG My Phuong""";"=""05.07.1999""";"=""VIE""";"=""44""";"=""43.97""";"=""63""";"=""68""";"=""* 76""";"=""68""";"=""72""";"=""80""";"=""---""";"=""80""";"=""148""";"=""2016 ASIAN YOUTH CHAMPIONSHIPS""";"=""11.2016""";
"=""1""";"=""W""";"=""2""";"=""3""";"=""2""";"=""DAS Shrabani""";"=""16.03.2002""";"=""IND""";"=""44""";"=""43.97""";"=""53""";"=""56""";"=""* 57""";"=""56""";"=""65""";"=""67""";"=""70""";"=""70""";"=""126""";"=""2016 ASIAN YOUTH CHAMPIONSHIPS""";"=""11.2016""";
"=""2""";"=""W""";"=""3""";"=""2""";"=""4""";"=""MUTO Rieru""";"=""14.04.2002""";"=""JPN""";"=""44""";"=""43.91""";"=""* 54""";"=""54""";"=""56""";"=""56""";"=""64""";"=""* 66""";"=""66""";"=""66""";"=""122""";"=""2016 ASIAN YOUTH CHAMPIONSHIPS""";"=""11.2016""";
"=""3""";"=""W""";"=""4""";"=""4""";"=""3""";"=""RAMOS Rosegie""";"=""15.12.2003""";"=""PHI""";"=""44""";"=""42.05""";"=""* 53""";"=""53""";"=""* 55""";"=""53""";"=""65""";"=""* 67""";"=""67""";"=""67""";"=""120""";"=""2016 ASIAN YOUTH CHAMPIONSHIPS""";"=""11.2016""";
"=""4""";"=""W""";"=""5""";"=""5""";"=""5""";"=""CAMBARIJAN Leonida""";"=""28.12.2000""";"=""PHI""";"=""44""";"=""40.30""";"=""45""";"=""50""";"=""52""";"=""52""";"=""60""";"=""* 65""";"=""65""";"=""65""";"=""117""";"=""2016 ASIAN YOUTH CHAMPIONSHIPS""";"=""11.2016""";
"=""5""";"=""W""";"=""1""";"=""1""";"=""1""";"=""NANTHAWONG Chiraphan""";"=""17.08.1999""";"=""THA""";"=""48""";"=""47.51""";"=""68""";"=""70""";"=""72""";"=""72""";"=""90""";"=""* 94""";"=""94""";"=""94""";"=""166""";"=""2016 ASIAN YOUTH CHAMPIONSHIPS""";"=""11.2016""";
"=""6""";"=""W""";"=""2""";"=""2""";"=""2""";"=""FANG Wan-Ling""";"=""01.12.1999""";"=""TPE""";"=""48""";"=""47.27""";"=""65""";"=""68""";"=""71""";"=""71""";"=""85""";"=""88""";"=""* 93""";"=""88""";"=""159""";"=""2016 ASIAN YOUTH CHAMPIONSHIPS""";"=""11.2016""";
"=""7""";"=""W""";"=""3""";"=""3""";"=""3""";"=""CHAVAN Mohini Daryappa""";"=""20.05.1999""";"=""IND""";"=""48""";"=""47.88""";"=""64""";"=""66""";"=""68""";"=""68""";"=""81""";"=""85""";"=""* 89""";"=""85""";"=""153""";"=""2016 ASIAN YOUTH CHAMPIONSHIPS""";"=""11.2016""";
"=""8""";"=""W""";"=""4""";"=""5""";"=""4""";"=""DALABEHERA Jhilli""";"=""03.02.1999""";"=""IND""";"=""48""";"=""47.45""";"=""* 60""";"=""* 60""";"=""60""";"=""60""";"=""77""";"=""81""";"=""* 85""";"=""81""";"=""141""";"=""2016 ASIAN YOUTH CHAMPIONSHIPS""";"=""11.2016""";
"=""9""";"=""W""";"=""5""";"=""4""";"=""5""";"=""DIAZ Mary Flor""";"=""04.05.1999""";"=""PHI""";"=""48""";"=""47.13""";"=""60""";"=""* 64""";"=""* 64""";"=""60""";"=""73""";"=""* 77""";"=""77""";"=""77""";"=""137""";"=""2016 ASIAN YOUTH CHAMPIONSHIPS""";"=""11.2016""";
"=""10""";"=""W""";"=""6""";"=""6""";"=""6""";"=""IRAMINA Rie""";"=""21.01.1999""";"=""JPN""";"=""48""";"=""46.90""";"=""56""";"=""* 58""";"=""* 59""";"=""56""";"=""71""";"=""73""";"=""75""";"=""75""";"=""131""";"=""2016 ASIAN YOUTH CHAMPIONSHIPS""";"=""11.2016""";
"=""11""";"=""M""";"=""1""";"=""1""";"=""1""";"=""LE Nguyen Quoc Bao""";"=""01.01.2000""";"=""VIE""";"=""50""";"=""49.48""";"=""86""";"=""* 96""";"=""* 96""";"=""86""";"=""110""";"=""117""";"=""*120""";"=""117""";"=""203""";"=""2016 ASIAN YOUTH CHAMPIONSHIPS""";"=""11.2016""";
"=""12""";"=""M""";"=""2""";"=""2""";"=""2""";"=""YAMAGUCHI Yuto""";"=""15.06.2000""";"=""JPN""";"=""50""";"=""49.88""";"=""82""";"=""* 85""";"=""85""";"=""85""";"=""100""";"=""104""";"=""109""";"=""109""";"=""194""";"=""2016 ASIAN YOUTH CHAMPIONSHIPS""";"=""11.2016""";
"=""13""";"=""M""";"=""3""";"=""4""";"=""3""";"=""RIVERA John Paolo Jr""";"=""12.02.2001""";"=""PHI""";"=""50""";"=""49.33""";"=""75""";"=""* 80""";"=""* 80""";"=""75""";"=""91""";"=""100""";"=""*108""";"=""100""";"=""175""";"=""2016 ASIAN YOUTH CHAMPIONSHIPS""";"=""11.2016""";
