pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""W""";"=""1""";"=""1""";"=""1""";"=""ALLAHELDIN Radwa""";"=""01.01.2001""";"=""EGY""";"=""48""";"=""48.00""";"=""55""";"=""57""";"=""62""";"=""62""";"=""71""";"=""* 78""";"=""78""";"=""78""";"=""140""";"=""2018 AFRICAN JUNIOR CHAMPIONSHIPS""";"=""03.2018""";
"=""1""";"=""W""";"=""2""";"=""2""";"=""2""";"=""SABRI Nour El Houda""";"=""28.04.2003""";"=""ALG""";"=""48""";"=""47.80""";"=""45""";"=""50""";"=""54""";"=""54""";"=""60""";"=""65""";"=""68""";"=""68""";"=""122""";"=""2018 AFRICAN JUNIOR CHAMPIONSHIPS""";"=""03.2018""";
"=""2""";"=""W""";"=""3""";"=""4""";"=""3""";"=""BEN ISSA Yossra""";"=""16.09.2001""";"=""TUN""";"=""48""";"=""47.50""";"=""46""";"=""* 51""";"=""51""";"=""51""";"=""62""";"=""66""";"=""* 69""";"=""66""";"=""117""";"=""2018 AFRICAN JUNIOR CHAMPIONSHIPS""";"=""03.2018""";
"=""3""";"=""W""";"=""4""";"=""3""";"=""4""";"=""NTUMI Winnifred""";"=""28.09.2002""";"=""GHA""";"=""48""";"=""44.60""";"=""48""";"=""52""";"=""* 55""";"=""52""";"=""55""";"=""59""";"=""* 62""";"=""59""";"=""111""";"=""2018 AFRICAN JUNIOR CHAMPIONSHIPS""";"=""03.2018""";
"=""4""";"=""W""";"=""5""";"=""5""";"=""5""";"=""SOULMABA MAZOM Colette""";"=""22.03.2000""";"=""CMR""";"=""48""";"=""48.00""";"=""40""";"=""45""";"=""* 50""";"=""45""";"=""52""";"=""* 60""";"=""* 62""";"=""52""";"=""97""";"=""2018 AFRICAN JUNIOR CHAMPIONSHIPS""";"=""03.2018""";
"=""5""";"=""W""";"=""1""";"=""1""";"=""1""";"=""RAMADAN Asmaal""";"=""25.07.2000""";"=""EGY""";"=""53""";"=""52.50""";"=""68""";"=""* 73""";"=""* 73""";"=""68""";"=""84""";"=""88""";"=""* 91""";"=""88""";"=""156""";"=""2018 AFRICAN JUNIOR CHAMPIONSHIPS""";"=""03.2018""";
"=""6""";"=""W""";"=""2""";"=""2""";"=""2""";"=""BELOUNIS Nihad""";"=""09.01.2003""";"=""ALG""";"=""53""";"=""52.75""";"=""50""";"=""55""";"=""57""";"=""57""";"=""65""";"=""70""";"=""73""";"=""73""";"=""130""";"=""2018 AFRICAN JUNIOR CHAMPIONSHIPS""";"=""03.2018""";
"=""7""";"=""W""";"=""3""";"=""3""";"=""3""";"=""DEROUICHE Chaima""";"=""16.10.2001""";"=""TUN""";"=""53""";"=""52.60""";"=""48""";"=""52""";"=""55""";"=""55""";"=""58""";"=""62""";"=""64""";"=""64""";"=""119""";"=""2018 AFRICAN JUNIOR CHAMPIONSHIPS""";"=""03.2018""";
"=""8""";"=""M""";"=""1""";"=""1""";"=""1""";"=""ASHOUR Salama""";"=""01.01.2000""";"=""EGY""";"=""56""";"=""55.65""";"=""85""";"=""92""";"=""96""";"=""96""";"=""111""";"=""117""";"=""*121""";"=""117""";"=""213""";"=""2018 AFRICAN JUNIOR CHAMPIONSHIPS""";"=""03.2018""";
"=""9""";"=""M""";"=""2""";"=""2""";"=""5""";"=""ABU HAMED Abdelmalek Ali Abdullah""";"=""24.01.2001""";"=""LBA""";"=""56""";"=""55.25""";"=""71""";"=""76""";"=""* 78""";"=""76""";"=""90""";"=""95""";"=""* 99""";"=""95""";"=""171""";"=""2018 AFRICAN JUNIOR CHAMPIONSHIPS""";"=""03.2018""";
"=""10""";"=""M""";"=""3""";"=""3""";"=""4""";"=""FARQUHAR James Connor""";"=""18.03.2002""";"=""RSA""";"=""56""";"=""55.35""";"=""70""";"=""* 75""";"=""* 78""";"=""70""";"=""87""";"=""92""";"=""96""";"=""96""";"=""166""";"=""2018 AFRICAN JUNIOR CHAMPIONSHIPS""";"=""03.2018""";
"=""11""";"=""M""";"=""4""";"=""4""";"=""3""";"=""HABOUBAKAR Siddiki""";"=""14.08.1999""";"=""CMR""";"=""56""";"=""55.75""";"=""67""";"=""* 72""";"=""* 72""";"=""67""";"=""* 98""";"=""* 98""";"=""98""";"=""98""";"=""165""";"=""2018 AFRICAN JUNIOR CHAMPIONSHIPS""";"=""03.2018""";
"=""12""";"=""M""";"=""5""";"=""5""";"=""6""";"=""KGASWANE Kgotla Alphius N""";"=""07.07.2000""";"=""BOT""";"=""56""";"=""55.10""";"=""60""";"=""* 64""";"=""* 64""";"=""60""";"=""76""";"=""78""";"=""82""";"=""82""";"=""142""";"=""2018 AFRICAN JUNIOR CHAMPIONSHIPS""";"=""03.2018""";
"=""13""";"=""M""";"=""6""";"=""6""";"=""7""";"=""LUTAAYA Hamdan Sserwanga""";"=""07.01.2002""";"=""UGA""";"=""56""";"=""49.50""";"=""47""";"=""52""";"=""* 56""";"=""52""";"=""* 61""";"=""66""";"=""* 67""";"=""66""";"=""118""";"=""2018 AFRICAN JUNIOR CHAMPIONSHIPS""";"=""03.2018""";
