pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""2""";"=""1""";"=""RYANG Chun Hwa""";"=""12.06.1991""";"=""PRK""";"=""48""";"=""47.57""";"=""75""";"=""78""";"=""80""";"=""80""";"=""100""";"=""105""";"=""108""";"=""108""";"=""188""";"=""ASIAN INTERCLUB CHAMPIONSHIPS""";"=""09.2013""";
"=""1""";"=""w""";"=""2""";"=""1""";"=""2""";"=""LONG Xiaoqun""";"=""21.01.1996""";"=""CHN""";"=""48""";"=""47.52""";"=""75""";"=""80""";"=""82""";"=""82""";"=""95""";"=""102""";"=""*105""";"=""102""";"=""184""";"=""ASIAN INTERCLUB CHAMPIONSHIPS""";"=""09.2013""";
"=""2""";"=""w""";"=""3""";"=""3""";"=""3""";"=""KO Bogeum""";"=""04.01.1991""";"=""KOR""";"=""48""";"=""47.75""";"=""63""";"=""*69""";"=""*71""";"=""63""";"=""*83""";"=""83""";"=""90""";"=""90""";"=""153""";"=""ASIAN INTERCLUB CHAMPIONSHIPS""";"=""09.2013""";
"=""3""";"=""w""";"=""1""";"=""1""";"=""1""";"=""LUO Xu Ling""";"=""12.11.1991""";"=""CHN""";"=""53""";"=""52.47""";"=""80""";"=""82""";"=""85""";"=""85""";"=""105""";"=""108""";"=""111""";"=""111""";"=""196""";"=""ASIAN INTERCLUB CHAMPIONSHIPS""";"=""09.2013""";
"=""4""";"=""w""";"=""2""";"=""2""";"=""2""";"=""ZHANG Xue Ping""";"=""04.03.1990""";"=""CHN""";"=""53""";"=""52.23""";"=""*70""";"=""*70""";"=""70""";"=""70""";"=""85""";"=""---""";"=""---""";"=""85""";"=""155""";"=""ASIAN INTERCLUB CHAMPIONSHIPS""";"=""09.2013""";
"=""5""";"=""m""";"=""1""";"=""1""";"=""1""";"=""OM Yun Chol""";"=""18.11.1991""";"=""PRK""";"=""56""";"=""55.73""";"=""115""";"=""118""";"=""120""";"=""120""";"=""155""";"=""169""";"=""---""";"=""169""";"=""289""";"=""ASIAN INTERCLUB CHAMPIONSHIPS""";"=""09.2013""";
"=""6""";"=""m""";"=""2""";"=""2""";"=""2""";"=""GO Suk-Kyo""";"=""02.12.1981""";"=""KOR""";"=""56""";"=""55.73""";"=""106""";"=""110""";"=""*113""";"=""110""";"=""135""";"=""139""";"=""142""";"=""142""";"=""252""";"=""ASIAN INTERCLUB CHAMPIONSHIPS""";"=""09.2013""";
"=""7""";"=""m""";"=""3""";"=""3""";"=""3""";"=""DENG Yawei""";"=""10.08.1995""";"=""CHN""";"=""56""";"=""55.85""";"=""100""";"=""106""";"=""109""";"=""109""";"=""135""";"=""141""";"=""*147""";"=""141""";"=""250""";"=""ASIAN INTERCLUB CHAMPIONSHIPS""";"=""09.2013""";
"=""8""";"=""m""";"=""4""";"=""4""";"=""4""";"=""RI Kuk Chol""";"=""16.02.1992""";"=""PRK""";"=""56""";"=""55.89""";"=""95""";"=""100""";"=""*106""";"=""100""";"=""136""";"=""*141""";"=""*143""";"=""136""";"=""236""";"=""ASIAN INTERCLUB CHAMPIONSHIPS""";"=""09.2013""";
"=""9""";"=""w""";"=""1""";"=""1""";"=""1""";"=""JONG Chun Mi""";"=""15.03.1985""";"=""PRK""";"=""58""";"=""57.60""";"=""*93""";"=""93""";"=""95""";"=""95""";"=""122""";"=""125""";"=""---""";"=""125""";"=""220""";"=""ASIAN INTERCLUB CHAMPIONSHIPS""";"=""09.2013""";
"=""10""";"=""w""";"=""2""";"=""2""";"=""2""";"=""LUO Liqin""";"=""09.07.1990""";"=""CHN""";"=""58""";"=""57.80""";"=""85""";"=""*91""";"=""*91""";"=""85""";"=""*102""";"=""102""";"=""---""";"=""102""";"=""187""";"=""ASIAN INTERCLUB CHAMPIONSHIPS""";"=""09.2013""";
"=""11""";"=""w""";"=""3""";"=""3""";"=""3""";"=""CHU Jin Ri""";"=""01.12.1991""";"=""KOR""";"=""58""";"=""54.64""";"=""70""";"=""*74""";"=""74""";"=""74""";"=""93""";"=""98""";"=""101""";"=""101""";"=""175""";"=""ASIAN INTERCLUB CHAMPIONSHIPS""";"=""09.2013""";
"=""12""";"=""m""";"=""1""";"=""1""";"=""1""";"=""CHA Kum Chol""";"=""19.07.1987""";"=""PRK""";"=""62""";"=""61.74""";"=""135""";"=""140""";"=""143""";"=""143""";"=""155""";"=""160""";"=""170""";"=""170""";"=""313""";"=""ASIAN INTERCLUB CHAMPIONSHIPS""";"=""09.2013""";
"=""13""";"=""m""";"=""2""";"=""3""";"=""2""";"=""CHEN Hongqing""";"=""18.05.1988""";"=""CHN""";"=""62""";"=""61.94""";"=""124""";"=""---""";"=""---""";"=""124""";"=""158""";"=""*170""";"=""*171""";"=""158""";"=""282""";"=""ASIAN INTERCLUB CHAMPIONSHIPS""";"=""09.2013""";
"=""14""";"=""m""";"=""3""";"=""2""";"=""3""";"=""CHEN Meilong""";"=""29.04.1993""";"=""CHN""";"=""62""";"=""61.32""";"=""124""";"=""130""";"=""---""";"=""130""";"=""151""";"=""---""";"=""---""";"=""151""";"=""281""";"=""ASIAN INTERCLUB CHAMPIONSHIPS""";"=""09.2013""";
"=""15""";"=""m""";"=""4""";"=""5""";"=""4""";"=""KIM Sam Young""";"=""22.02.1985""";"=""KOR""";"=""62""";"=""61.31""";"=""95""";"=""100""";"=""105""";"=""105""";"=""120""";"=""*125""";"=""*125""";"=""120""";"=""225""";"=""ASIAN INTERCLUB CHAMPIONSHIPS""";"=""09.2013""";
"=""16""";"=""m""";"=""5""";"=""6""";"=""5""";"=""SURENJAV Bayarbat""";"=""09.07.1986""";"=""MGL""";"=""62""";"=""59.14""";"=""*85""";"=""85""";"=""*92""";"=""85""";"=""105""";"=""110""";"=""*113""";"=""110""";"=""195""";"=""ASIAN INTERCLUB CHAMPIONSHIPS""";"=""09.2013""";
"=""17""";"=""m""";"=""6""";"=""7""";"=""6""";"=""ALARIAR Yousef""";"=""04.03.1997""";"=""KUW""";"=""62""";"=""57.09""";"=""*60""";"=""60""";"=""70""";"=""70""";"=""80""";"=""87""";"=""*90""";"=""87""";"=""157""";"=""ASIAN INTERCLUB CHAMPIONSHIPS""";"=""09.2013""";
"=""18""";"=""m""";"=""---""";"=""---""";"=""---""";"=""AINE UDDIN Mohammad""";"=""25.03.1994""";"=""BAN""";"=""62""";"=""59.44""";"=""*95""";"=""---""";"=""---""";"=""---""";"=""---""";"=""---""";"=""---""";"=""---""";"=""0""";"=""ASIAN INTERCLUB CHAMPIONSHIPS""";"=""09.2013""";
