pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""1""";"=""1""";"=""PANDOVA Daniela Ivanova""";"=""16.09.1994""";"=""BUL""";"=""48""";"=""47.30""";"=""59""";"=""61""";"=""*63""";"=""61""";"=""75""";"=""78""";"=""80""";"=""80""";"=""141""";"=""1st EUROPEAN UNION JUNIOR CUP""";"=""09.2014""";
"=""1""";"=""w""";"=""1""";"=""1""";"=""1""";"=""ESTNER Sarah""";"=""15.04.1994""";"=""FRA""";"=""58""";"=""53.10""";"=""60""";"=""63""";"=""65""";"=""65""";"=""78""";"=""81""";"=""*83""";"=""81""";"=""146""";"=""1st EUROPEAN UNION JUNIOR CUP""";"=""09.2014""";
"=""2""";"=""w""";"=""1""";"=""1""";"=""1""";"=""WROBLEWSKA Izabela Sandra""";"=""06.03.1996""";"=""POL""";"=""63""";"=""59.90""";"=""75""";"=""*78""";"=""78""";"=""78""";"=""92""";"=""93""";"=""100""";"=""100""";"=""178""";"=""1st EUROPEAN UNION JUNIOR CUP""";"=""09.2014""";
"=""3""";"=""w""";"=""2""";"=""2""";"=""2""";"=""MARICIC Petra""";"=""24.03.1994""";"=""CRO""";"=""63""";"=""59.50""";"=""35""";"=""40""";"=""43""";"=""43""";"=""45""";"=""52""";"=""56""";"=""56""";"=""99""";"=""1st EUROPEAN UNION JUNIOR CUP""";"=""09.2014""";
"=""4""";"=""m""";"=""1""";"=""1""";"=""1""";"=""PONIEDZIALEK Piotr""";"=""14.04.1995""";"=""POL""";"=""69""";"=""64.20""";"=""105""";"=""*110""";"=""112""";"=""112""";"=""131""";"=""136""";"=""141""";"=""141""";"=""253""";"=""1st EUROPEAN UNION JUNIOR CUP""";"=""09.2014""";
"=""5""";"=""m""";"=""2""";"=""2""";"=""2""";"=""BRUIJNEN Teun""";"=""09.09.1996""";"=""NED""";"=""69""";"=""67.80""";"=""93""";"=""*96""";"=""98""";"=""98""";"=""115""";"=""118""";"=""121""";"=""121""";"=""219""";"=""1st EUROPEAN UNION JUNIOR CUP""";"=""09.2014""";
"=""6""";"=""m""";"=""1""";"=""1""";"=""1""";"=""PAPAZYAN Melkon Siragan""";"=""26.12.1996""";"=""BUL""";"=""77""";"=""70.50""";"=""*105""";"=""107""";"=""112""";"=""112""";"=""135""";"=""143""";"=""*148""";"=""143""";"=""255""";"=""1st EUROPEAN UNION JUNIOR CUP""";"=""09.2014""";
"=""7""";"=""m""";"=""2""";"=""2""";"=""2""";"=""SUCKOW-BREUM Kris""";"=""02.03.1995""";"=""DEN""";"=""77""";"=""76.60""";"=""100""";"=""105""";"=""*108""";"=""105""";"=""125""";"=""131""";"=""---""";"=""131""";"=""236""";"=""1st EUROPEAN UNION JUNIOR CUP""";"=""09.2014""";
"=""8""";"=""m""";"=""1""";"=""1""";"=""1""";"=""VAUTARD Brandon Robert Jean""";"=""09.09.1996""";"=""FRA""";"=""85""";"=""77.60""";"=""117""";"=""*122""";"=""122""";"=""122""";"=""150""";"=""155""";"=""160""";"=""160""";"=""282""";"=""1st EUROPEAN UNION JUNIOR CUP""";"=""09.2014""";
"=""9""";"=""m""";"=""2""";"=""2""";"=""2""";"=""BREDAHL Kasper""";"=""25.08.1996""";"=""DEN""";"=""85""";"=""83.80""";"=""90""";"=""96""";"=""101""";"=""101""";"=""111""";"=""116""";"=""*121""";"=""116""";"=""217""";"=""1st EUROPEAN UNION JUNIOR CUP""";"=""09.2014""";
"=""10""";"=""m""";"=""1""";"=""1""";"=""1""";"=""KARKELJA Adis""";"=""03.05.1995""";"=""BIH""";"=""94""";"=""87.00""";"=""113""";"=""117""";"=""*120""";"=""117""";"=""135""";"=""140""";"=""*142""";"=""140""";"=""257""";"=""1st EUROPEAN UNION JUNIOR CUP""";"=""09.2014""";
"=""11""";"=""m""";"=""1""";"=""1""";"=""1""";"=""FORSTER Philipp""";"=""14.02.1994""";"=""AUT""";"=""105""";"=""104.10""";"=""145""";"=""150""";"=""*155""";"=""150""";"=""180""";"=""*190""";"=""*190""";"=""180""";"=""330""";"=""1st EUROPEAN UNION JUNIOR CUP""";"=""09.2014""";
"=""12""";"=""m""";"=""2""";"=""2""";"=""2""";"=""RUIZ I VELASCO Marcos""";"=""13.10.1996""";"=""ESP""";"=""105""";"=""103.40""";"=""140""";"=""*145""";"=""*145""";"=""140""";"=""160""";"=""165""";"=""*171""";"=""165""";"=""305""";"=""1st EUROPEAN UNION JUNIOR CUP""";"=""09.2014""";
"=""13""";"=""m""";"=""1""";"=""1""";"=""1""";"=""BIJELIC Silvio""";"=""04.08.1994""";"=""CRO""";"=""p105""";"=""137.50""";"=""125""";"=""133""";"=""*138""";"=""133""";"=""170""";"=""*181""";"=""*185""";"=""170""";"=""303""";"=""1st EUROPEAN UNION JUNIOR CUP""";"=""09.2014""";
