pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""1""";"=""1""";"=""BERRIO ZULUAGA Manuela Andrea""";"=""18.06.2000""";"=""COL""";"=""45""";"=""44.65""";"=""69""";"=""72""";"=""74""";"=""74""";"=""90""";"=""93""";"=""96""";"=""96""";"=""170""";"=""Ibero-American Championships""";"=""05.2019""";
"=""1""";"=""w""";"=""2""";"=""2""";"=""2""";"=""QUINTANA MENDOZA Rosielis Coromoto""";"=""18.03.2000""";"=""VEN""";"=""45""";"=""44.70""";"=""68""";"=""71""";"=""*74""";"=""71""";"=""86""";"=""90""";"=""*94""";"=""90""";"=""161""";"=""Ibero-American Championships""";"=""05.2019""";
"=""2""";"=""w""";"=""3""";"=""3""";"=""3""";"=""CUEVA URIBE Fiorella Francesca""";"=""04.02.1998""";"=""PER""";"=""45""";"=""44.65""";"=""65""";"=""67""";"=""*69""";"=""67""";"=""80""";"=""85""";"=""89""";"=""89""";"=""156""";"=""Ibero-American Championships""";"=""05.2019""";
"=""3""";"=""w""";"=""4""";"=""4""";"=""4""";"=""BENAVIDES ZAMBRANO Maria Del Cisne""";"=""06.04.1996""";"=""ECU""";"=""45""";"=""45.00""";"=""61""";"=""*66""";"=""66""";"=""66""";"=""72""";"=""*76""";"=""*76""";"=""72""";"=""138""";"=""Ibero-American Championships""";"=""05.2019""";
"=""4""";"=""w""";"=""5""";"=""5""";"=""5""";"=""SALDARRIAGA YOVERA  Anali Paola""";"=""21.10.2003""";"=""PER""";"=""45""";"=""44.75""";"=""53""";"=""57""";"=""60""";"=""60""";"=""70""";"=""*73""";"=""*73""";"=""70""";"=""130""";"=""Ibero-American Championships""";"=""05.2019""";
"=""5""";"=""w""";"=""1""";"=""1""";"=""1""";"=""PIRON CANDELARIO Beatriz Elizabeth""";"=""27.02.1995""";"=""DOM""";"=""49""";"=""48.80""";"=""81""";"=""*83""";"=""83""";"=""83""";"=""99""";"=""103""";"=""*105""";"=""103""";"=""186""";"=""Ibero-American Championships""";"=""05.2019""";
"=""6""";"=""w""";"=""2""";"=""3""";"=""3""";"=""ROSA FIGUEIREDO Nathasha""";"=""16.01.1996""";"=""BRA""";"=""49""";"=""48.95""";"=""75""";"=""78""";"=""*80""";"=""78""";"=""92""";"=""96""";"=""*98""";"=""96""";"=""174""";"=""Ibero-American Championships""";"=""05.2019""";
"=""7""";"=""w""";"=""3""";"=""4""";"=""2""";"=""CAMPOVERDE ALMEIDA Angelica Mercedes""";"=""31.05.1996""";"=""ECU""";"=""49""";"=""48.60""";"=""73""";"=""76""";"=""77""";"=""77""";"=""93""";"=""97""";"=""*98""";"=""97""";"=""174""";"=""Ibero-American Championships""";"=""05.2019""";
"=""8""";"=""w""";"=""4""";"=""5""";"=""4""";"=""ECHANDIA ZARATE Katherin Oriana""";"=""14.08.2001""";"=""VEN""";"=""49""";"=""48.35""";"=""71""";"=""*75""";"=""75""";"=""75""";"=""91""";"=""95""";"=""*98""";"=""95""";"=""170""";"=""Ibero-American Championships""";"=""05.2019""";
"=""9""";"=""w""";"=""5""";"=""2""";"=""5""";"=""OLIVEIRA MADEIRA Luana""";"=""31.01.1998""";"=""BRA""";"=""49""";"=""48.90""";"=""73""";"=""76""";"=""79""";"=""79""";"=""90""";"=""*94""";"=""*95""";"=""90""";"=""169""";"=""Ibero-American Championships""";"=""05.2019""";
"=""10""";"=""w""";"=""6""";"=""6""";"=""6""";"=""MONSALVE PATINO Laura Alejandra""";"=""02.06.2000""";"=""COL""";"=""49""";"=""48.95""";"=""*68""";"=""68""";"=""70""";"=""70""";"=""85""";"=""*89""";"=""*89""";"=""85""";"=""155""";"=""Ibero-American Championships""";"=""05.2019""";
"=""11""";"=""w""";"=""7""";"=""7""";"=""7""";"=""LANDEROS LOPEZ Katherine Ignacia""";"=""19.01.1991""";"=""CHI""";"=""49""";"=""48.80""";"=""64""";"=""*68""";"=""*68""";"=""64""";"=""*84""";"=""85""";"=""*88""";"=""85""";"=""149""";"=""Ibero-American Championships""";"=""05.2019""";
"=""12""";"=""m""";"=""1""";"=""1""";"=""1""";"=""GARCIA PEREZ Jairo Luis""";"=""02.08.2000""";"=""COL""";"=""55""";"=""54.80""";"=""105""";"=""*110""";"=""*110""";"=""105""";"=""130""";"=""133""";"=""136""";"=""136""";"=""241""";"=""Ibero-American Championships""";"=""05.2019""";
"=""13""";"=""w""";"=""1""";"=""1""";"=""3""";"=""RODRIGUEZ GOMEZ Genesis Lourdes""";"=""17.07.1994""";"=""VEN""";"=""55""";"=""54.75""";"=""90""";"=""95""";"=""*98""";"=""95""";"=""111""";"=""*114""";"=""*114""";"=""111""";"=""206""";"=""Ibero-American Championships""";"=""05.2019""";
