pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""1""";"=""1""";"=""SHI Yue-Shan""";"=""27.12.2001""";"=""TPE""";"=""45""";"=""44.88""";"=""50""";"=""53""";"=""*55""";"=""53""";"=""65""";"=""67""";"=""*70""";"=""67""";"=""120""";"=""Arafura Games""";"=""04.2019""";
"=""1""";"=""w""";"=""2""";"=""2""";"=""2""";"=""DIAZ Kateleen Marie""";"=""07.11.2003""";"=""PHI""";"=""45""";"=""44.86""";"=""45""";"=""50""";"=""*53""";"=""50""";"=""65""";"=""*70""";"=""*70""";"=""65""";"=""115""";"=""Arafura Games""";"=""04.2019""";
"=""2""";"=""w""";"=""1""";"=""1""";"=""2""";"=""TOUA Loa Dika""";"=""23.06.1984""";"=""PNG""";"=""49""";"=""49.00""";"=""63""";"=""*68""";"=""*68""";"=""63""";"=""82""";"=""*84""";"=""---""";"=""82""";"=""145""";"=""Arafura Games""";"=""04.2019""";
"=""3""";"=""w""";"=""2""";"=""2""";"=""1""";"=""STEPHENSON Alyce Patricia""";"=""14.12.1990""";"=""AUS""";"=""49""";"=""48.78""";"=""*60""";"=""*60""";"=""60""";"=""60""";"=""80""";"=""84""";"=""*86""";"=""84""";"=""144""";"=""Arafura Games""";"=""04.2019""";
"=""4""";"=""w""";"=""3""";"=""3""";"=""3""";"=""PICKRELL Stephanie Lee""";"=""21.02.2000""";"=""AUS""";"=""49""";"=""48.42""";"=""56""";"=""*59""";"=""59""";"=""59""";"=""68""";"=""*72""";"=""*72""";"=""68""";"=""127""";"=""Arafura Games""";"=""04.2019""";
"=""5""";"=""w""";"=""1""";"=""2""";"=""1""";"=""LIFU Mary Kini""";"=""15.10.1994""";"=""SOL""";"=""55""";"=""54.40""";"=""65""";"=""68""";"=""72""";"=""72""";"=""85""";"=""90""";"=""*92""";"=""90""";"=""162""";"=""Arafura Games""";"=""04.2019""";
"=""6""";"=""w""";"=""2""";"=""3""";"=""2""";"=""BARTER Mary Blesser""";"=""16.08.1987""";"=""AUS""";"=""55""";"=""54.94""";"=""60""";"=""64""";"=""67""";"=""67""";"=""82""";"=""88""";"=""*96""";"=""88""";"=""155""";"=""Arafura Games""";"=""04.2019""";
"=""7""";"=""w""";"=""3""";"=""1""";"=""3""";"=""WARWICK Michaela-Ann Emily""";"=""20.03.1998""";"=""AUS""";"=""55""";"=""54.00""";"=""70""";"=""72""";"=""74""";"=""74""";"=""80""";"=""*83""";"=""*83""";"=""80""";"=""154""";"=""Arafura Games""";"=""04.2019""";
"=""8""";"=""w""";"=""4""";"=""4""";"=""4""";"=""HUYNH Le Minh Thu""";"=""16.12.1993""";"=""AUS""";"=""55""";"=""54.26""";"=""59""";"=""*64""";"=""*64""";"=""59""";"=""74""";"=""*77""";"=""78""";"=""78""";"=""137""";"=""Arafura Games""";"=""04.2019""";
"=""9""";"=""w""";"=""---""";"=""---""";"=""---""";"=""SHAWCROSS Holly Alyce""";"=""26.12.1986""";"=""AUS""";"=""55""";"=""54.74""";"=""*66""";"=""*66""";"=""*66""";"=""---""";"=""---""";"=""---""";"=""---""";"=""---""";"=""0""";"=""Arafura Games""";"=""04.2019""";
"=""10""";"=""w""";"=""1""";"=""2""";"=""1""";"=""YAMASAKI Erika Yuriko Iris""";"=""02.09.1987""";"=""AUS""";"=""59""";"=""58.76""";"=""*76""";"=""76""";"=""79""";"=""79""";"=""100""";"=""*103""";"=""103""";"=""103""";"=""182""";"=""Arafura Games""";"=""04.2019""";
"=""11""";"=""w""";"=""2""";"=""1""";"=""2""";"=""CARROLL Jacinta Lea""";"=""12.09.1992""";"=""AUS""";"=""59""";"=""58.44""";"=""78""";"=""*81""";"=""81""";"=""81""";"=""96""";"=""*99""";"=""*99""";"=""96""";"=""177""";"=""Arafura Games""";"=""04.2019""";
"=""12""";"=""w""";"=""3""";"=""3""";"=""3""";"=""LEE Seen""";"=""15.11.1982""";"=""AUS""";"=""59""";"=""58.80""";"=""65""";"=""70""";"=""---""";"=""70""";"=""85""";"=""90""";"=""95""";"=""95""";"=""165""";"=""Arafura Games""";"=""04.2019""";
"=""13""";"=""w""";"=""4""";"=""4""";"=""4""";"=""UEPA Bernada""";"=""07.07.2000""";"=""NRU""";"=""59""";"=""58.84""";"=""60""";"=""67""";"=""69""";"=""69""";"=""88""";"=""92""";"=""*97""";"=""92""";"=""161""";"=""Arafura Games""";"=""04.2019""";
"=""14""";"=""w""";"=""5""";"=""5""";"=""5""";"=""SEETO Lady""";"=""13.01.1985""";"=""AUS""";"=""59""";"=""58.28""";"=""*68""";"=""68""";"=""*76""";"=""68""";"=""90""";"=""*94""";"=""*98""";"=""90""";"=""158""";"=""Arafura Games""";"=""04.2019""";
"=""15""";"=""w""";"=""6""";"=""6""";"=""6""";"=""HO Xin Yi Melissa""";"=""11.09.1994""";"=""SGP""";"=""59""";"=""58.54""";"=""60""";"=""*64""";"=""*66""";"=""60""";"=""72""";"=""*77""";"=""77""";"=""77""";"=""137""";"=""Arafura Games""";"=""04.2019""";
"=""16""";"=""m""";"=""1""";"=""1""";"=""1""";"=""BARU Morea""";"=""15.04.1990""";"=""PNG""";"=""61""";"=""61.00""";"=""115""";"=""120""";"=""*125""";"=""120""";"=""157""";"=""*163""";"=""163""";"=""163""";"=""283""";"=""Arafura Games""";"=""04.2019""";
"=""17""";"=""m""";"=""2""";"=""2""";"=""2""";"=""FAATHIR Muhammad""";"=""21.05.2003""";"=""INA""";"=""61""";"=""60.10""";"=""105""";"=""111""";"=""*116""";"=""111""";"=""140""";"=""*148""";"=""*148""";"=""140""";"=""251""";"=""Arafura Games""";"=""04.2019""";
"=""18""";"=""m""";"=""3""";"=""3""";"=""3""";"=""GOH Zuo Fu""";"=""28.07.1994""";"=""SGP""";"=""61""";"=""60.40""";"=""*85""";"=""87""";"=""92""";"=""92""";"=""100""";"=""107""";"=""111""";"=""111""";"=""203""";"=""Arafura Games""";"=""04.2019""";
"=""19""";"=""w""";"=""1""";"=""1""";"=""1""";"=""LEPSA Irina-Lacramioara""";"=""06.06.1992""";"=""ROU""";"=""64""";"=""63.60""";"=""91""";"=""95""";"=""97""";"=""97""";"=""115""";"=""*120""";"=""120""";"=""120""";"=""217""";"=""Arafura Games""";"=""04.2019""";
"=""20""";"=""w""";"=""2""";"=""2""";"=""2""";"=""ELLIOTT Kiana Rose""";"=""27.07.1997""";"=""AUS""";"=""64""";"=""63.85""";"=""90""";"=""94""";"=""96""";"=""96""";"=""110""";"=""*111""";"=""*116""";"=""110""";"=""206""";"=""Arafura Games""";"=""04.2019""";
"=""21""";"=""w""";"=""3""";"=""3""";"=""4""";"=""COCHRANE Sarah Maureen""";"=""23.09.1989""";"=""AUS""";"=""64""";"=""63.30""";"=""86""";"=""91""";"=""*95""";"=""91""";"=""107""";"=""*111""";"=""*111""";"=""107""";"=""198""";"=""Arafura Games""";"=""04.2019""";
"=""22""";"=""w""";"=""4""";"=""4""";"=""3""";"=""SIGNAL Megan Ann""";"=""17.02.1990""";"=""NZL""";"=""64""";"=""63.25""";"=""85""";"=""*88""";"=""88""";"=""88""";"=""110""";"=""*113""";"=""*113""";"=""110""";"=""198""";"=""Arafura Games""";"=""04.2019""";
"=""23""";"=""w""";"=""5""";"=""5""";"=""6""";"=""ABOUKE Nancy Genzel""";"=""05.07.2003""";"=""NRU""";"=""64""";"=""63.65""";"=""78""";"=""81""";"=""85""";"=""85""";"=""*100""";"=""100""";"=""*106""";"=""100""";"=""185""";"=""Arafura Games""";"=""04.2019""";
"=""24""";"=""w""";"=""6""";"=""6""";"=""5""";"=""CHAMOUN Sabah""";"=""09.07.2000""";"=""AUS""";"=""64""";"=""63.75""";"=""76""";"=""80""";"=""*82""";"=""80""";"=""100""";"=""*105""";"=""*105""";"=""100""";"=""180""";"=""Arafura Games""";"=""04.2019""";
"=""25""";"=""w""";"=""7""";"=""7""";"=""7""";"=""DUGUID Elizabeth Mary""";"=""01.07.1992""";"=""AUS""";"=""64""";"=""62.95""";"=""68""";"=""*71""";"=""*72""";"=""68""";"=""90""";"=""*93""";"=""*93""";"=""90""";"=""158""";"=""Arafura Games""";"=""04.2019""";
"=""26""";"=""w""";"=""8""";"=""8""";"=""8""";"=""PRIOR Laura Clair""";"=""03.11.2000""";"=""AUS""";"=""64""";"=""63.75""";"=""60""";"=""64""";"=""67""";"=""67""";"=""86""";"=""*90""";"=""*90""";"=""86""";"=""153""";"=""Arafura Games""";"=""04.2019""";
"=""27""";"=""w""";"=""9""";"=""10""";"=""9""";"=""HETA Jessica May""";"=""27.07.1989""";"=""AUS""";"=""64""";"=""63.10""";"=""*60""";"=""60""";"=""*63""";"=""60""";"=""75""";"=""80""";"=""83""";"=""83""";"=""143""";"=""Arafura Games""";"=""04.2019""";
"=""28""";"=""w""";"=""---""";"=""9""";"=""---""";"=""CAPRATSIS Verity""";"=""28.02.1992""";"=""AUS""";"=""64""";"=""62.90""";"=""*63""";"=""63""";"=""*67""";"=""63""";"=""*85""";"=""*85""";"=""*86""";"=""---""";"=""0""";"=""Arafura Games""";"=""04.2019""";
"=""29""";"=""m""";"=""1""";"=""1""";"=""2""";"=""KATOATAU Ruben""";"=""09.02.1997""";"=""KIR""";"=""67""";"=""66.85""";"=""120""";"=""125""";"=""*127""";"=""125""";"=""160""";"=""*165""";"=""*165""";"=""160""";"=""285""";"=""Arafura Games""";"=""04.2019""";
"=""30""";"=""m""";"=""2""";"=""2""";"=""1""";"=""IOANE Vaipava Nevo""";"=""14.04.1988""";"=""SAM""";"=""67""";"=""66.65""";"=""121""";"=""*125""";"=""*126""";"=""121""";"=""161""";"=""*166""";"=""*166""";"=""161""";"=""282""";"=""Arafura Games""";"=""04.2019""";
"=""31""";"=""m""";"=""3""";"=""5""";"=""3""";"=""SCOTTY Brocka""";"=""25.07.1999""";"=""NRU""";"=""67""";"=""66.90""";"=""97""";"=""102""";"=""*105""";"=""102""";"=""120""";"=""130""";"=""*135""";"=""130""";"=""232""";"=""Arafura Games""";"=""04.2019""";
"=""32""";"=""m""";"=""4""";"=""3""";"=""4""";"=""SEARANT Isaac Gerard Tom""";"=""16.07.1995""";"=""AUS""";"=""67""";"=""66.75""";"=""101""";"=""105""";"=""*109""";"=""105""";"=""120""";"=""125""";"=""*131""";"=""125""";"=""230""";"=""Arafura Games""";"=""04.2019""";
"=""33""";"=""m""";"=""5""";"=""4""";"=""6""";"=""AGER Jason Christopher John""";"=""19.11.1993""";"=""AUS""";"=""67""";"=""66.60""";"=""100""";"=""104""";"=""*108""";"=""104""";"=""112""";"=""---""";"=""---""";"=""112""";"=""216""";"=""Arafura Games""";"=""04.2019""";
"=""34""";"=""m""";"=""6""";"=""6""";"=""5""";"=""KOH Keith Jia Jie""";"=""23.06.1996""";"=""SGP""";"=""67""";"=""66.15""";"=""*90""";"=""92""";"=""*100""";"=""92""";"=""110""";"=""117""";"=""*122""";"=""117""";"=""209""";"=""Arafura Games""";"=""04.2019""";
"=""35""";"=""m""";"=""---""";"=""---""";"=""---""";"=""MOSES Ezekiel""";"=""02.07.2001""";"=""NRU""";"=""67""";"=""66.70""";"=""*115""";"=""*115""";"=""*115""";"=""---""";"=""---""";"=""---""";"=""---""";"=""---""";"=""0""";"=""Arafura Games""";"=""04.2019""";
"=""36""";"=""w""";"=""1""";"=""1""";"=""1""";"=""GODLEY Emily Victoria""";"=""22.10.1989""";"=""GBR""";"=""71""";"=""70.10""";"=""88""";"=""91""";"=""*94""";"=""91""";"=""116""";"=""*120""";"=""*120""";"=""116""";"=""207""";"=""Arafura Games""";"=""04.2019""";
"=""37""";"=""w""";"=""2""";"=""2""";"=""2""";"=""GORINCU Ebony""";"=""23.08.1989""";"=""AUS""";"=""71""";"=""70.35""";"=""85""";"=""*89""";"=""89""";"=""89""";"=""106""";"=""*111""";"=""111""";"=""111""";"=""200""";"=""Arafura Games""";"=""04.2019""";
"=""38""";"=""w""";"=""3""";"=""3""";"=""3""";"=""MILTON Tessa""";"=""05.02.1994""";"=""AUS""";"=""71""";"=""68.30""";"=""75""";"=""79""";"=""82""";"=""82""";"=""*95""";"=""95""";"=""102""";"=""102""";"=""184""";"=""Arafura Games""";"=""04.2019""";
"=""39""";"=""w""";"=""4""";"=""4""";"=""4""";"=""BAKAEKIRI Tiiau""";"=""28.03.1997""";"=""KIR""";"=""71""";"=""70.20""";"=""73""";"=""77""";"=""80""";"=""80""";"=""95""";"=""100""";"=""*105""";"=""100""";"=""180""";"=""Arafura Games""";"=""04.2019""";
"=""40""";"=""w""";"=""5""";"=""5""";"=""6""";"=""MAU Jaquilla""";"=""23.02.2003""";"=""NRU""";"=""71""";"=""70.45""";"=""64""";"=""67""";"=""70""";"=""70""";"=""85""";"=""*90""";"=""*90""";"=""85""";"=""155""";"=""Arafura Games""";"=""04.2019""";
"=""41""";"=""w""";"=""6""";"=""6""";"=""5""";"=""THOMAS Leanne Rachel""";"=""14.01.1987""";"=""AUS""";"=""71""";"=""70.40""";"=""*63""";"=""*63""";"=""63""";"=""63""";"=""*85""";"=""85""";"=""88""";"=""88""";"=""151""";"=""Arafura Games""";"=""04.2019""";
"=""42""";"=""m""";"=""1""";"=""1""";"=""3""";"=""CHEN Oleg""";"=""22.11.1988""";"=""RUS""";"=""73""";"=""71.95""";"=""145""";"=""*150""";"=""*150""";"=""145""";"=""160""";"=""*170""";"=""---""";"=""160""";"=""305""";"=""Arafura Games""";"=""04.2019""";
"=""43""";"=""m""";"=""2""";"=""2""";"=""2""";"=""VIZITIU Daniel-Florin""";"=""30.01.1996""";"=""ROU""";"=""73""";"=""70.65""";"=""127""";"=""*132""";"=""136""";"=""136""";"=""150""";"=""158""";"=""163""";"=""163""";"=""299""";"=""Arafura Games""";"=""04.2019""";
"=""44""";"=""m""";"=""3""";"=""5""";"=""1""";"=""WAKELING Brandon Dean""";"=""02.02.1994""";"=""AUS""";"=""73""";"=""72.46""";"=""117""";"=""122""";"=""*127""";"=""122""";"=""155""";"=""160""";"=""165""";"=""165""";"=""287""";"=""Arafura Games""";"=""04.2019""";
"=""45""";"=""m""";"=""4""";"=""3""";"=""4""";"=""TABAROUA Taretiita Baraniko""";"=""29.11.1994""";"=""KIR""";"=""73""";"=""72.85""";"=""120""";"=""125""";"=""*130""";"=""125""";"=""160""";"=""*165""";"=""*167""";"=""160""";"=""285""";"=""Arafura Games""";"=""04.2019""";
"=""46""";"=""m""";"=""5""";"=""4""";"=""6""";"=""ALIKLIK Ika""";"=""16.09.1985""";"=""NRU""";"=""73""";"=""71.45""";"=""115""";"=""120""";"=""123""";"=""123""";"=""149""";"=""*153""";"=""*153""";"=""149""";"=""272""";"=""Arafura Games""";"=""04.2019""";
"=""47""";"=""m""";"=""6""";"=""6""";"=""5""";"=""DOGUAPE Larko""";"=""05.07.2000""";"=""NRU""";"=""73""";"=""70.55""";"=""115""";"=""120""";"=""*124""";"=""120""";"=""145""";"=""150""";"=""*153""";"=""150""";"=""270""";"=""Arafura Games""";"=""04.2019""";
