pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""1""";"=""1""";"=""BERRIO ZULUAGA Manuela Andrea""";"=""18.06.2000""";"=""COL""";"=""45""";"=""44.65""";"=""69""";"=""72""";"=""74""";"=""74""";"=""90""";"=""93""";"=""96""";"=""96""";"=""170""";"=""South American Championships""";"=""05.2019""";
"=""1""";"=""w""";"=""2""";"=""2""";"=""2""";"=""QUINTANA MENDOZA Rosielis Coromoto""";"=""18.03.2000""";"=""VEN""";"=""45""";"=""44.70""";"=""68""";"=""71""";"=""*74""";"=""71""";"=""86""";"=""90""";"=""*94""";"=""90""";"=""161""";"=""South American Championships""";"=""05.2019""";
"=""2""";"=""w""";"=""3""";"=""3""";"=""3""";"=""CUEVA URIBE Fiorella Francesca""";"=""04.02.1998""";"=""PER""";"=""45""";"=""44.65""";"=""65""";"=""67""";"=""*69""";"=""67""";"=""80""";"=""85""";"=""89""";"=""89""";"=""156""";"=""South American Championships""";"=""05.2019""";
"=""3""";"=""w""";"=""4""";"=""4""";"=""4""";"=""BENAVIDES ZAMBRANO Maria Del Cisne""";"=""06.04.1996""";"=""ECU""";"=""45""";"=""45.00""";"=""61""";"=""*66""";"=""66""";"=""66""";"=""72""";"=""*76""";"=""*76""";"=""72""";"=""138""";"=""South American Championships""";"=""05.2019""";
"=""4""";"=""w""";"=""5""";"=""5""";"=""5""";"=""SALDARRIAGA YOVERA  Anali Paola""";"=""21.10.2003""";"=""PER""";"=""45""";"=""44.75""";"=""53""";"=""57""";"=""60""";"=""60""";"=""70""";"=""*73""";"=""*73""";"=""70""";"=""130""";"=""South American Championships""";"=""05.2019""";
"=""5""";"=""w""";"=""1""";"=""2""";"=""2""";"=""ROSA FIGUEIREDO Nathasha""";"=""16.01.1996""";"=""BRA""";"=""49""";"=""48.95""";"=""75""";"=""78""";"=""*80""";"=""78""";"=""92""";"=""96""";"=""*98""";"=""96""";"=""174""";"=""South American Championships""";"=""05.2019""";
"=""6""";"=""w""";"=""2""";"=""3""";"=""1""";"=""CAMPOVERDE ALMEIDA Angelica Mercedes""";"=""31.05.1996""";"=""ECU""";"=""49""";"=""48.60""";"=""73""";"=""76""";"=""77""";"=""77""";"=""93""";"=""97""";"=""*98""";"=""97""";"=""174""";"=""South American Championships""";"=""05.2019""";
"=""7""";"=""w""";"=""3""";"=""4""";"=""3""";"=""ECHANDIA ZARATE Katherin Oriana""";"=""14.08.2001""";"=""VEN""";"=""49""";"=""48.35""";"=""71""";"=""*75""";"=""75""";"=""75""";"=""91""";"=""95""";"=""*98""";"=""95""";"=""170""";"=""South American Championships""";"=""05.2019""";
"=""8""";"=""w""";"=""4""";"=""1""";"=""4""";"=""OLIVEIRA MADEIRA Luana""";"=""31.01.1998""";"=""BRA""";"=""49""";"=""48.90""";"=""73""";"=""76""";"=""79""";"=""79""";"=""90""";"=""*94""";"=""*95""";"=""90""";"=""169""";"=""South American Championships""";"=""05.2019""";
"=""9""";"=""w""";"=""5""";"=""5""";"=""6""";"=""SANTOYA ORTIZ Yineth Milena""";"=""06.08.2001""";"=""COL""";"=""49""";"=""48.95""";"=""66""";"=""70""";"=""*74""";"=""70""";"=""80""";"=""*85""";"=""*85""";"=""80""";"=""150""";"=""South American Championships""";"=""05.2019""";
