pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""W""";"=""1""";"=""1""";"=""3""";"=""SOUMYA SUNIL DALVI""";"=""18.08.2005""";"=""IND""";"=""40""";"=""40.00""";"=""45""";"=""48""";"=""51""";"=""51""";"=""53""";"=""56""";"=""58""";"=""58""";"=""109""";"=""2019 Commonwealth Youth Championships""";"=""07.2019""";
"=""1""";"=""W""";"=""2""";"=""2""";"=""1""";"=""UERA Simone Jewel""";"=""22.11.2005""";"=""NRU""";"=""40""";"=""39.95""";"=""42""";"=""45""";"=""48""";"=""48""";"=""50""";"=""56""";"=""60""";"=""60""";"=""108""";"=""2019 Commonwealth Youth Championships""";"=""07.2019""";
"=""2""";"=""W""";"=""3""";"=""3""";"=""2""";"=""REKHAMONI GOGOI""";"=""11.12.2004""";"=""IND""";"=""40""";"=""39.45""";"=""47""";"=""* 51""";"=""* 51""";"=""47""";"=""56""";"=""59""";"=""* 62""";"=""59""";"=""106""";"=""2019 Commonwealth Youth Championships""";"=""07.2019""";
"=""3""";"=""W""";"=""4""";"=""4""";"=""4""";"=""VAGI Idau""";"=""27.03.2006""";"=""PNG""";"=""40""";"=""33.45""";"=""25""";"=""28""";"=""* 30""";"=""28""";"=""35""";"=""40""";"=""* 42""";"=""40""";"=""68""";"=""2019 Commonwealth Youth Championships""";"=""07.2019""";
"=""4""";"=""W""";"=""1""";"=""1""";"=""1""";"=""STEPHEN My-Only""";"=""22.05.2006""";"=""NRU""";"=""45""";"=""44.80""";"=""48""";"=""50""";"=""53""";"=""53""";"=""60""";"=""* 65""";"=""65""";"=""65""";"=""118""";"=""2019 Commonwealth Youth Championships""";"=""07.2019""";
"=""5""";"=""W""";"=""2""";"=""2""";"=""2""";"=""IKA Daniella""";"=""08.01.2004""";"=""NRU""";"=""45""";"=""44.50""";"=""30""";"=""35""";"=""* 39""";"=""35""";"=""* 43""";"=""43""";"=""47""";"=""47""";"=""82""";"=""2019 Commonwealth Youth Championships""";"=""07.2019""";
"=""6""";"=""M""";"=""1""";"=""1""";"=""1""";"=""BHAKTARAM DESTI""";"=""14.06.2002""";"=""IND""";"=""49""";"=""48.80""";"=""77""";"=""* 81""";"=""* 81""";"=""77""";"=""100""";"=""105""";"=""108""";"=""108""";"=""185""";"=""2019 Commonwealth Youth Championships""";"=""07.2019""";
"=""7""";"=""M""";"=""2""";"=""3""";"=""2""";"=""IKA Ditto Titus""";"=""30.07.2006""";"=""NRU""";"=""49""";"=""46.25""";"=""53""";"=""57""";"=""* 60""";"=""57""";"=""75""";"=""* 80""";"=""* 80""";"=""75""";"=""132""";"=""2019 Commonwealth Youth Championships""";"=""07.2019""";
"=""8""";"=""M""";"=""3""";"=""4""";"=""3""";"=""TALEMAIGAU Eroni Caucau Vugata""";"=""30.06.2006""";"=""FIJ""";"=""49""";"=""43.50""";"=""40""";"=""* 45""";"=""* 50""";"=""40""";"=""58""";"=""63""";"=""68""";"=""68""";"=""108""";"=""2019 Commonwealth Youth Championships""";"=""07.2019""";
"=""9""";"=""M""";"=""---""";"=""2""";"=""---""";"=""MASI Philip""";"=""27.10.2004""";"=""SOL""";"=""49""";"=""48.25""";"=""62""";"=""67""";"=""* 73""";"=""67""";"=""* 80""";"=""* 80""";"=""* 80""";"=""---""";"=""0""";"=""2019 Commonwealth Youth Championships""";"=""07.2019""";
"=""10""";"=""W""";"=""1""";"=""1""";"=""1""";"=""SELEMAIA Olivia""";"=""26.02.2006""";"=""NZL""";"=""55""";"=""53.85""";"=""* 58""";"=""61""";"=""* 63""";"=""61""";"=""74""";"=""77""";"=""80""";"=""80""";"=""141""";"=""2019 Commonwealth Youth Championships""";"=""07.2019""";
"=""11""";"=""M""";"=""1""";"=""1""";"=""1""";"=""NAUARI Gahuna Ian""";"=""05.08.2002""";"=""PNG""";"=""55""";"=""54.65""";"=""* 80""";"=""80""";"=""* 85""";"=""80""";"=""*101""";"=""101""";"=""108""";"=""108""";"=""188""";"=""2019 Commonwealth Youth Championships""";"=""07.2019""";
"=""12""";"=""W""";"=""2""";"=""3""";"=""2""";"=""BARNES Desree Jane""";"=""04.09.2002""";"=""AUS""";"=""55""";"=""52.80""";"=""46""";"=""50""";"=""53""";"=""53""";"=""66""";"=""71""";"=""* 75""";"=""71""";"=""124""";"=""2019 Commonwealth Youth Championships""";"=""07.2019""";
"=""13""";"=""M""";"=""2""";"=""2""";"=""3""";"=""SHAW Daniel Zachariah Anthony""";"=""18.06.2005""";"=""FIJ""";"=""55""";"=""54.00""";"=""40""";"=""45""";"=""* 50""";"=""45""";"=""58""";"=""* 63""";"=""63""";"=""63""";"=""108""";"=""2019 Commonwealth Youth Championships""";"=""07.2019""";
