pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""1""";"=""1""";"=""BERRIO ZULUAGA Manuela Andrea""";"=""18.06.2000""";"=""COL""";"=""45""";"=""45.00""";"=""72""";"=""*75""";"=""75""";"=""75""";"=""92""";"=""*96""";"=""96""";"=""96""";"=""171""";"=""Pan-American Junior Championships""";"=""06.2019""";
"=""1""";"=""w""";"=""2""";"=""2""";"=""2""";"=""QUINTANA MENDOZA Rosielis Coromoto""";"=""18.03.2000""";"=""VEN""";"=""45""";"=""45.00""";"=""68""";"=""72""";"=""*75""";"=""72""";"=""85""";"=""91""";"=""*93""";"=""91""";"=""163""";"=""Pan-American Junior Championships""";"=""06.2019""";
"=""2""";"=""w""";"=""3""";"=""4""";"=""3""";"=""PIRON CANDELARIO Ana Julia""";"=""17.06.1999""";"=""DOM""";"=""45""";"=""45.00""";"=""64""";"=""66""";"=""*68""";"=""66""";"=""76""";"=""80""";"=""*81""";"=""80""";"=""146""";"=""Pan-American Junior Championships""";"=""06.2019""";
"=""3""";"=""w""";"=""4""";"=""3""";"=""4""";"=""MERCADO PINONES Azucena""";"=""18.09.2000""";"=""MEX""";"=""45""";"=""44.60""";"=""*65""";"=""65""";"=""67""";"=""67""";"=""76""";"=""*80""";"=""*80""";"=""76""";"=""143""";"=""Pan-American Junior Championships""";"=""06.2019""";
"=""4""";"=""w""";"=""5""";"=""5""";"=""5""";"=""SALDARRIAGA YOVERA  Anali Paola""";"=""21.10.2003""";"=""PER""";"=""45""";"=""44.90""";"=""55""";"=""58""";"=""60""";"=""60""";"=""70""";"=""73""";"=""*75""";"=""73""";"=""133""";"=""Pan-American Junior Championships""";"=""06.2019""";
"=""5""";"=""w""";"=""1""";"=""1""";"=""1""";"=""MONTERO RAMOS Ludia M.""";"=""17.04.1999""";"=""CUB""";"=""49""";"=""48.20""";"=""74""";"=""78""";"=""80""";"=""80""";"=""91""";"=""95""";"=""*97""";"=""95""";"=""175""";"=""Pan-American Junior Championships""";"=""06.2019""";
"=""6""";"=""w""";"=""2""";"=""3""";"=""2""";"=""HERNANDEZ VIEYRA Yesica Yadira""";"=""15.12.2001""";"=""MEX""";"=""49""";"=""48.60""";"=""*71""";"=""71""";"=""74""";"=""74""";"=""*93""";"=""93""";"=""*96""";"=""93""";"=""167""";"=""Pan-American Junior Championships""";"=""06.2019""";
"=""7""";"=""w""";"=""3""";"=""5""";"=""3""";"=""ORTIZ Dahiana""";"=""27.11.2001""";"=""DOM""";"=""49""";"=""46.80""";"=""66""";"=""69""";"=""*72""";"=""69""";"=""85""";"=""*89""";"=""*91""";"=""85""";"=""154""";"=""Pan-American Junior Championships""";"=""06.2019""";
"=""8""";"=""w""";"=""4""";"=""4""";"=""6""";"=""SANTOYA ORTIZ Yineth Milena""";"=""06.08.2001""";"=""COL""";"=""49""";"=""48.40""";"=""*72""";"=""72""";"=""*76""";"=""72""";"=""72""";"=""---""";"=""---""";"=""72""";"=""144""";"=""Pan-American Junior Championships""";"=""06.2019""";
"=""9""";"=""w""";"=""5""";"=""7""";"=""4""";"=""RESTREPO Veronica Alexandra""";"=""16.07.1999""";"=""USA""";"=""49""";"=""48.70""";"=""60""";"=""*64""";"=""*64""";"=""60""";"=""80""";"=""84""";"=""*86""";"=""84""";"=""144""";"=""Pan-American Junior Championships""";"=""06.2019""";
