pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""W""";"=""1""";"=""1""";"=""2""";"=""HOU Zhihui""";"=""18.03.1997""";"=""CHN""";"=""49""";"=""48.70""";"=""89""";"=""93""";"=""95""";"=""95""";"=""*110""";"=""110""";"=""*116""";"=""110""";"=""205""";"=""Ready Steady Tokyo (Tokyo 2020 Test Event)""";"=""07.2019""";
"=""1""";"=""W""";"=""2""";"=""2""";"=""1""";"=""JIANG Huihua""";"=""22.01.1998""";"=""CHN""";"=""49""";"=""48.90""";"=""88""";"=""91""";"=""* 93""";"=""91""";"=""105""";"=""110""";"=""113""";"=""113""";"=""204""";"=""Ready Steady Tokyo (Tokyo 2020 Test Event)""";"=""07.2019""";
"=""2""";"=""W""";"=""3""";"=""3""";"=""3""";"=""TAKAHASHI Ibuki""";"=""24.03.1997""";"=""JPN""";"=""49""";"=""48.45""";"=""74""";"=""* 77""";"=""* 77""";"=""74""";"=""97""";"=""*100""";"=""*100""";"=""97""";"=""171""";"=""Ready Steady Tokyo (Tokyo 2020 Test Event)""";"=""07.2019""";
"=""3""";"=""W""";"=""4""";"=""4""";"=""4""";"=""LEE Seulki""";"=""20.08.1995""";"=""KOR""";"=""49""";"=""47.45""";"=""65""";"=""70""";"=""* 75""";"=""70""";"=""75""";"=""80""";"=""85""";"=""85""";"=""155""";"=""Ready Steady Tokyo (Tokyo 2020 Test Event)""";"=""07.2019""";
"=""4""";"=""W""";"=""---""";"=""---""";"=""---""";"=""MIYAKE Hiromi""";"=""18.11.1985""";"=""JPN""";"=""49""";"=""48.90""";"=""---""";"=""---""";"=""---""";"=""---""";"=""---""";"=""---""";"=""---""";"=""---""";"=""0""";"=""Ready Steady Tokyo (Tokyo 2020 Test Event)""";"=""07.2019""";
"=""5""";"=""W""";"=""1""";"=""1""";"=""1""";"=""LIAO Qiuyun""";"=""13.07.1995""";"=""CHN""";"=""55""";"=""54.80""";"=""95""";"=""98""";"=""*100""";"=""98""";"=""115""";"=""120""";"=""---""";"=""120""";"=""218""";"=""Ready Steady Tokyo (Tokyo 2020 Test Event)""";"=""07.2019""";
"=""6""";"=""W""";"=""2""";"=""3""";"=""2""";"=""HAM Eunji""";"=""23.07.1997""";"=""KOR""";"=""55""";"=""55.00""";"=""83""";"=""* 87""";"=""87""";"=""87""";"=""109""";"=""114""";"=""116""";"=""116""";"=""203""";"=""Ready Steady Tokyo (Tokyo 2020 Test Event)""";"=""07.2019""";
"=""7""";"=""W""";"=""3""";"=""4""";"=""3""";"=""YAGI Kanae""";"=""16.07.1992""";"=""JPN""";"=""55""";"=""54.50""";"=""82""";"=""* 84""";"=""84""";"=""84""";"=""104""";"=""107""";"=""109""";"=""109""";"=""193""";"=""Ready Steady Tokyo (Tokyo 2020 Test Event)""";"=""07.2019""";
"=""8""";"=""W""";"=""4""";"=""5""";"=""4""";"=""SADOYAMA Ayana""";"=""03.05.1994""";"=""JPN""";"=""55""";"=""53.75""";"=""* 78""";"=""78""";"=""81""";"=""81""";"=""100""";"=""102""";"=""*105""";"=""102""";"=""183""";"=""Ready Steady Tokyo (Tokyo 2020 Test Event)""";"=""07.2019""";
"=""9""";"=""W""";"=""---""";"=""2""";"=""---""";"=""LI Yajun""";"=""27.04.1993""";"=""CHN""";"=""55""";"=""54.65""";"=""* 95""";"=""95""";"=""---""";"=""95""";"=""---""";"=""---""";"=""---""";"=""---""";"=""0""";"=""Ready Steady Tokyo (Tokyo 2020 Test Event)""";"=""07.2019""";
"=""10""";"=""W""";"=""1""";"=""1""";"=""1""";"=""CHEN Guiming""";"=""03.01.1994""";"=""CHN""";"=""59""";"=""58.70""";"=""95""";"=""* 99""";"=""99""";"=""99""";"=""125""";"=""*130""";"=""130""";"=""130""";"=""229""";"=""Ready Steady Tokyo (Tokyo 2020 Test Event)""";"=""07.2019""";
"=""11""";"=""W""";"=""2""";"=""2""";"=""2""";"=""ANDOH Mikiko""";"=""30.09.1992""";"=""JPN""";"=""59""";"=""58.60""";"=""90""";"=""* 95""";"=""95""";"=""95""";"=""120""";"=""125""";"=""---""";"=""125""";"=""220""";"=""Ready Steady Tokyo (Tokyo 2020 Test Event)""";"=""07.2019""";
"=""12""";"=""W""";"=""3""";"=""3""";"=""3""";"=""KIM Sohwa""";"=""04.02.1992""";"=""KOR""";"=""59""";"=""58.85""";"=""90""";"=""* 94""";"=""* 94""";"=""90""";"=""*110""";"=""110""";"=""114""";"=""114""";"=""204""";"=""Ready Steady Tokyo (Tokyo 2020 Test Event)""";"=""07.2019""";
"=""13""";"=""M""";"=""1""";"=""1""";"=""1""";"=""QIN Fulin""";"=""12.01.1994""";"=""CHN""";"=""61""";"=""60.90""";"=""135""";"=""140""";"=""*142""";"=""140""";"=""*165""";"=""165""";"=""*170""";"=""165""";"=""305""";"=""Ready Steady Tokyo (Tokyo 2020 Test Event)""";"=""07.2019""";
"=""14""";"=""M""";"=""2""";"=""2""";"=""2""";"=""LI Fabin""";"=""15.01.1993""";"=""CHN""";"=""61""";"=""61.00""";"=""136""";"=""*141""";"=""*141""";"=""136""";"=""155""";"=""160""";"=""165""";"=""165""";"=""301""";"=""Ready Steady Tokyo (Tokyo 2020 Test Event)""";"=""07.2019""";
