pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""W""";"=""1""";"=""1""";"=""1""";"=""UERA Simone Jewel""";"=""22.11.2005""";"=""NRU""";"=""40""";"=""39.95""";"=""42""";"=""45""";"=""48""";"=""48""";"=""50""";"=""56""";"=""60""";"=""60""";"=""108""";"=""2019 Oceania Youth Championships""";"=""07.2019""";
"=""1""";"=""W""";"=""2""";"=""2""";"=""2""";"=""VAGI Idau""";"=""27.03.2006""";"=""PNG""";"=""40""";"=""33.45""";"=""25""";"=""28""";"=""* 30""";"=""28""";"=""35""";"=""40""";"=""* 42""";"=""40""";"=""68""";"=""2019 Oceania Youth Championships""";"=""07.2019""";
"=""2""";"=""W""";"=""1""";"=""1""";"=""1""";"=""STEPHEN My-Only""";"=""22.05.2006""";"=""NRU""";"=""45""";"=""44.80""";"=""48""";"=""50""";"=""53""";"=""53""";"=""60""";"=""* 65""";"=""65""";"=""65""";"=""118""";"=""2019 Oceania Youth Championships""";"=""07.2019""";
"=""3""";"=""W""";"=""2""";"=""2""";"=""2""";"=""IKA Daniella""";"=""08.01.2004""";"=""NRU""";"=""45""";"=""44.50""";"=""30""";"=""35""";"=""* 39""";"=""35""";"=""* 43""";"=""43""";"=""47""";"=""47""";"=""82""";"=""2019 Oceania Youth Championships""";"=""07.2019""";
"=""4""";"=""W""";"=""1""";"=""1""";"=""1""";"=""CALMA Dalamaya Aiko Vida""";"=""15.05.2002""";"=""GUM""";"=""49""";"=""48.55""";"=""* 50""";"=""50""";"=""53""";"=""53""";"=""60""";"=""64""";"=""* 66""";"=""64""";"=""117""";"=""2019 Oceania Youth Championships""";"=""07.2019""";
"=""5""";"=""M""";"=""1""";"=""2""";"=""1""";"=""IKA Ditto Titus""";"=""30.07.2006""";"=""NRU""";"=""49""";"=""46.25""";"=""53""";"=""57""";"=""* 60""";"=""57""";"=""75""";"=""* 80""";"=""* 80""";"=""75""";"=""132""";"=""2019 Oceania Youth Championships""";"=""07.2019""";
"=""6""";"=""M""";"=""2""";"=""3""";"=""2""";"=""TALEMAIGAU Eroni Caucau Vugata""";"=""30.06.2006""";"=""FIJ""";"=""49""";"=""43.50""";"=""40""";"=""* 45""";"=""* 50""";"=""40""";"=""58""";"=""63""";"=""68""";"=""68""";"=""108""";"=""2019 Oceania Youth Championships""";"=""07.2019""";
"=""7""";"=""M""";"=""---""";"=""1""";"=""---""";"=""MASI Philip""";"=""27.10.2004""";"=""SOL""";"=""49""";"=""48.25""";"=""62""";"=""67""";"=""* 73""";"=""67""";"=""* 80""";"=""* 80""";"=""* 80""";"=""---""";"=""0""";"=""2019 Oceania Youth Championships""";"=""07.2019""";
"=""8""";"=""W""";"=""1""";"=""1""";"=""1""";"=""SELEMAIA Olivia""";"=""26.02.2006""";"=""NZL""";"=""55""";"=""53.85""";"=""* 58""";"=""61""";"=""* 63""";"=""61""";"=""74""";"=""77""";"=""80""";"=""80""";"=""141""";"=""2019 Oceania Youth Championships""";"=""07.2019""";
"=""9""";"=""M""";"=""1""";"=""1""";"=""1""";"=""NAUARI Gahuna Ian""";"=""05.08.2002""";"=""PNG""";"=""55""";"=""54.65""";"=""* 80""";"=""80""";"=""* 85""";"=""80""";"=""*101""";"=""101""";"=""108""";"=""108""";"=""188""";"=""2019 Oceania Youth Championships""";"=""07.2019""";
"=""10""";"=""W""";"=""2""";"=""3""";"=""2""";"=""BARNES Desree Jane""";"=""04.09.2002""";"=""AUS""";"=""55""";"=""52.80""";"=""46""";"=""50""";"=""53""";"=""53""";"=""66""";"=""71""";"=""* 75""";"=""71""";"=""124""";"=""2019 Oceania Youth Championships""";"=""07.2019""";
"=""11""";"=""M""";"=""2""";"=""2""";"=""3""";"=""SHAW Daniel Zachariah Anthony""";"=""18.06.2005""";"=""FIJ""";"=""55""";"=""54.00""";"=""40""";"=""45""";"=""* 50""";"=""45""";"=""58""";"=""* 63""";"=""63""";"=""63""";"=""108""";"=""2019 Oceania Youth Championships""";"=""07.2019""";
"=""12""";"=""W""";"=""3""";"=""2""";"=""3""";"=""ROY BOGANA Naoani Konio""";"=""27.03.2003""";"=""PNG""";"=""55""";"=""53.60""";"=""50""";"=""55""";"=""* 60""";"=""55""";"=""60""";"=""65""";"=""* 70""";"=""65""";"=""120""";"=""2019 Oceania Youth Championships""";"=""07.2019""";
"=""13""";"=""M""";"=""---""";"=""---""";"=""2""";"=""ERATI Kaimauri""";"=""13.06.2004""";"=""KIR""";"=""55""";"=""53.80""";"=""* 60""";"=""* 60""";"=""* 60""";"=""---""";"=""70""";"=""75""";"=""* 83""";"=""75""";"=""0""";"=""2019 Oceania Youth Championships""";"=""07.2019""";
"=""14""";"=""W""";"=""---""";"=""---""";"=""---""";"=""FIELDER Amber""";"=""21.10.2003""";"=""AUS""";"=""55""";"=""54.55""";"=""* 51""";"=""* 51""";"=""* 51""";"=""---""";"=""---""";"=""---""";"=""---""";"=""---""";"=""0""";"=""2019 Oceania Youth Championships""";"=""07.2019""";
"=""15""";"=""W""";"=""1""";"=""1""";"=""1""";"=""POWER Maddison""";"=""07.07.2003""";"=""AUS""";"=""59""";"=""58.45""";"=""64""";"=""67""";"=""70""";"=""70""";"=""80""";"=""83""";"=""* 86""";"=""83""";"=""153""";"=""2019 Oceania Youth Championships""";"=""07.2019""";
"=""16""";"=""W""";"=""2""";"=""2""";"=""3""";"=""WANEASI Betty""";"=""15.07.2002""";"=""SOL""";"=""59""";"=""58.10""";"=""57""";"=""62""";"=""* 65""";"=""62""";"=""72""";"=""76""";"=""* 78""";"=""76""";"=""138""";"=""2019 Oceania Youth Championships""";"=""07.2019""";
"=""17""";"=""W""";"=""3""";"=""3""";"=""2""";"=""MEKULA Adi Wini""";"=""17.07.2002""";"=""FIJ""";"=""59""";"=""57.95""";"=""58""";"=""* 60""";"=""60""";"=""60""";"=""73""";"=""77""";"=""* 79""";"=""77""";"=""137""";"=""2019 Oceania Youth Championships""";"=""07.2019""";
"=""18""";"=""W""";"=""4""";"=""4""";"=""4""";"=""AGIR Ludcilla""";"=""20.06.2005""";"=""NRU""";"=""59""";"=""57.30""";"=""55""";"=""* 60""";"=""* 60""";"=""55""";"=""65""";"=""69""";"=""73""";"=""73""";"=""128""";"=""2019 Oceania Youth Championships""";"=""07.2019""";
"=""19""";"=""M""";"=""1""";"=""1""";"=""1""";"=""TAFI John""";"=""10.03.2002""";"=""SAM""";"=""61""";"=""60.55""";"=""85""";"=""90""";"=""95""";"=""95""";"=""*115""";"=""*115""";"=""115""";"=""115""";"=""210""";"=""2019 Oceania Youth Championships""";"=""07.2019""";
"=""20""";"=""M""";"=""2""";"=""2""";"=""2""";"=""UDU Heni Ju.""";"=""21.09.2002""";"=""PNG""";"=""61""";"=""60.45""";"=""68""";"=""73""";"=""76""";"=""76""";"=""88""";"=""93""";"=""103""";"=""103""";"=""179""";"=""2019 Oceania Youth Championships""";"=""07.2019""";
"=""21""";"=""M""";"=""3""";"=""3""";"=""3""";"=""GIOURA Chrisman""";"=""24.12.2002""";"=""NRU""";"=""61""";"=""59.55""";"=""67""";"=""* 71""";"=""* 71""";"=""67""";"=""* 85""";"=""85""";"=""89""";"=""89""";"=""156""";"=""2019 Oceania Youth Championships""";"=""07.2019""";
"=""22""";"=""W""";"=""1""";"=""1""";"=""1""";"=""ABOUKE Nancy Genzel""";"=""05.07.2003""";"=""NRU""";"=""64""";"=""63.30""";"=""80""";"=""* 86""";"=""* 86""";"=""80""";"=""105""";"=""110""";"=""*113""";"=""110""";"=""190""";"=""2019 Oceania Youth Championships""";"=""07.2019""";
"=""23""";"=""W""";"=""2""";"=""3""";"=""2""";"=""GALLEGOS Tori Sue""";"=""06.01.2003""";"=""AUS""";"=""64""";"=""62.40""";"=""* 71""";"=""* 71""";"=""71""";"=""71""";"=""87""";"=""91""";"=""94""";"=""94""";"=""165""";"=""2019 Oceania Youth Championships""";"=""07.2019""";
"=""24""";"=""W""";"=""3""";"=""2""";"=""3""";"=""JOHNS Rebecca Audrey""";"=""19.03.2003""";"=""FIJ""";"=""64""";"=""62.75""";"=""65""";"=""68""";"=""71""";"=""71""";"=""82""";"=""* 86""";"=""* 86""";"=""82""";"=""153""";"=""2019 Oceania Youth Championships""";"=""07.2019""";
"=""25""";"=""W""";"=""4""";"=""4""";"=""4""";"=""FESOLAI Sienna Taema""";"=""14.08.2005""";"=""NZL""";"=""64""";"=""63.15""";"=""60""";"=""63""";"=""* 66""";"=""63""";"=""77""";"=""80""";"=""* 83""";"=""80""";"=""143""";"=""2019 Oceania Youth Championships""";"=""07.2019""";
"=""26""";"=""M""";"=""1""";"=""1""";"=""1""";"=""GAFFNEY Jett Alexander""";"=""02.12.2002""";"=""AUS""";"=""67""";"=""65.85""";"=""90""";"=""95""";"=""*100""";"=""95""";"=""110""";"=""117""";"=""*124""";"=""117""";"=""212""";"=""2019 Oceania Youth Championships""";"=""07.2019""";
"=""27""";"=""M""";"=""2""";"=""2""";"=""2""";"=""GREEN Kolby Ryan""";"=""22.01.2002""";"=""AUS""";"=""67""";"=""66.00""";"=""90""";"=""* 93""";"=""* 93""";"=""90""";"=""106""";"=""*109""";"=""109""";"=""109""";"=""199""";"=""2019 Oceania Youth Championships""";"=""07.2019""";
"=""28""";"=""M""";"=""3""";"=""3""";"=""3""";"=""IKA Jordan""";"=""03.09.2002""";"=""NRU""";"=""67""";"=""64.30""";"=""65""";"=""70""";"=""* 75""";"=""70""";"=""87""";"=""* 92""";"=""95""";"=""95""";"=""165""";"=""2019 Oceania Youth Championships""";"=""07.2019""";
"=""29""";"=""W""";"=""1""";"=""1""";"=""1""";"=""UEPA Maximina""";"=""22.09.2002""";"=""NRU""";"=""71""";"=""68.20""";"=""81""";"=""85""";"=""86""";"=""86""";"=""*105""";"=""105""";"=""*110""";"=""105""";"=""191""";"=""2019 Oceania Youth Championships""";"=""07.2019""";
"=""30""";"=""W""";"=""2""";"=""2""";"=""2""";"=""CARWARDINE Ruby Katrina""";"=""18.03.2002""";"=""AUS""";"=""71""";"=""70.60""";"=""* 68""";"=""68""";"=""* 72""";"=""68""";"=""88""";"=""91""";"=""* 95""";"=""91""";"=""159""";"=""2019 Oceania Youth Championships""";"=""07.2019""";
"=""31""";"=""W""";"=""3""";"=""3""";"=""3""";"=""HOGAN Jarian Rachelle""";"=""08.08.2002""";"=""AUS""";"=""71""";"=""70.55""";"=""62""";"=""* 65""";"=""* 65""";"=""62""";"=""79""";"=""83""";"=""* 86""";"=""83""";"=""145""";"=""2019 Oceania Youth Championships""";"=""07.2019""";
"=""32""";"=""M""";"=""1""";"=""1""";"=""1""";"=""HARRIS Nelson Bayley""";"=""26.06.2002""";"=""AUS""";"=""73""";"=""72.30""";"=""100""";"=""105""";"=""108""";"=""108""";"=""130""";"=""*134""";"=""*134""";"=""130""";"=""238""";"=""2019 Oceania Youth Championships""";"=""07.2019""";
