pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""W""";"=""1""";"=""1""";"=""2""";"=""ERDOGAN Saziye""";"=""23.02.1992""";"=""TUR""";"=""45""";"=""45.00""";"=""73""";"=""75""";"=""77""";"=""77""";"=""90""";"=""92""";"=""* 96""";"=""92""";"=""169""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""1""";"=""W""";"=""2""";"=""2""";"=""4""";"=""MONTERO RAMOS Ludia M.""";"=""17.04.1999""";"=""CUB""";"=""45""";"=""44.95""";"=""* 74""";"=""74""";"=""76""";"=""76""";"=""88""";"=""91""";"=""* 94""";"=""91""";"=""167""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""2""";"=""W""";"=""3""";"=""7""";"=""1""";"=""SETIAWATI Lisa""";"=""04.09.1989""";"=""INA""";"=""45""";"=""44.35""";"=""70""";"=""* 74""";"=""* 75""";"=""70""";"=""93""";"=""95""";"=""* 97""";"=""95""";"=""165""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""3""";"=""W""";"=""4""";"=""4""";"=""3""";"=""VUONG Thi Huyen""";"=""22.06.1992""";"=""VIE""";"=""45""";"=""44.85""";"=""70""";"=""* 73""";"=""73""";"=""73""";"=""91""";"=""* 93""";"=""* 93""";"=""91""";"=""164""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""4""";"=""W""";"=""5""";"=""3""";"=""7""";"=""KHONG My Phuong""";"=""05.07.1999""";"=""VIE""";"=""45""";"=""44.55""";"=""74""";"=""* 76""";"=""* 78""";"=""74""";"=""83""";"=""* 87""";"=""87""";"=""87""";"=""161""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""5""";"=""W""";"=""6""";"=""6""";"=""6""";"=""QUINTANA MENDOZA Rosielis Coromoto""";"=""18.03.2000""";"=""VEN""";"=""45""";"=""44.75""";"=""70""";"=""* 73""";"=""* 73""";"=""70""";"=""87""";"=""* 90""";"=""* 93""";"=""87""";"=""157""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""6""";"=""W""";"=""7""";"=""8""";"=""8""";"=""DIAZ Mary Flor""";"=""04.05.1999""";"=""PHI""";"=""45""";"=""44.90""";"=""67""";"=""70""";"=""* 72""";"=""70""";"=""* 86""";"=""86""";"=""* 91""";"=""86""";"=""156""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""7""";"=""W""";"=""8""";"=""5""";"=""10""";"=""RANDAFIARISON Rosina""";"=""29.12.1999""";"=""MAD""";"=""45""";"=""43.80""";"=""65""";"=""70""";"=""* 72""";"=""70""";"=""85""";"=""* 90""";"=""* 90""";"=""85""";"=""155""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""8""";"=""W""";"=""9""";"=""10""";"=""9""";"=""PANOVA Nadezhda""";"=""08.04.1990""";"=""RUS""";"=""45""";"=""44.90""";"=""* 64""";"=""64""";"=""67""";"=""67""";"=""82""";"=""* 86""";"=""86""";"=""86""";"=""153""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""9""";"=""W""";"=""10""";"=""9""";"=""12""";"=""DOGAN Ayse""";"=""12.02.2000""";"=""TUR""";"=""45""";"=""44.95""";"=""66""";"=""68""";"=""* 69""";"=""68""";"=""* 80""";"=""* 80""";"=""80""";"=""80""";"=""148""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""10""";"=""W""";"=""11""";"=""11""";"=""13""";"=""LANDEROS LOPEZ Katherine Ignacia""";"=""19.01.1991""";"=""CHI""";"=""45""";"=""45.00""";"=""59""";"=""62""";"=""64""";"=""64""";"=""79""";"=""* 81""";"=""* 81""";"=""79""";"=""143""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""11""";"=""W""";"=""12""";"=""12""";"=""14""";"=""PANDOVA Daniela Ivanova""";"=""16.09.1994""";"=""BUL""";"=""45""";"=""44.90""";"=""* 61""";"=""61""";"=""63""";"=""63""";"=""79""";"=""* 82""";"=""* 82""";"=""79""";"=""142""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""12""";"=""W""";"=""13""";"=""13""";"=""15""";"=""MAJER Tihana""";"=""14.06.1991""";"=""CRO""";"=""45""";"=""44.75""";"=""55""";"=""60""";"=""* 63""";"=""60""";"=""70""";"=""74""";"=""76""";"=""76""";"=""136""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""13""";"=""W""";"=""14""";"=""16""";"=""16""";"=""ASAYONAK Yuliya""";"=""13.07.1994""";"=""BLR""";"=""45""";"=""44.60""";"=""46""";"=""50""";"=""54""";"=""54""";"=""65""";"=""70""";"=""71""";"=""71""";"=""125""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""14""";"=""W""";"=""15""";"=""15""";"=""17""";"=""AKHTER Srity""";"=""07.12.1994""";"=""BAN""";"=""45""";"=""44.80""";"=""53""";"=""54""";"=""56""";"=""56""";"=""* 68""";"=""68""";"=""* 71""";"=""68""";"=""124""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""15""";"=""W""";"=""---""";"=""14""";"=""---""";"=""NAVARRO MEJIA Maria Alejandra""";"=""03.07.1998""";"=""NCA""";"=""45""";"=""44.50""";"=""* 57""";"=""57""";"=""* 63""";"=""57""";"=""* 74""";"=""* 74""";"=""* 74""";"=""---""";"=""0""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""16""";"=""W""";"=""---""";"=""---""";"=""5""";"=""DALABEHERA Jhilli""";"=""03.02.1999""";"=""IND""";"=""45""";"=""44.95""";"=""* 68""";"=""* 68""";"=""* 68""";"=""---""";"=""88""";"=""* 92""";"=""* 93""";"=""88""";"=""0""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""17""";"=""W""";"=""---""";"=""---""";"=""11""";"=""LEE Seulki""";"=""20.08.1995""";"=""KOR""";"=""45""";"=""44.85""";"=""* 70""";"=""* 70""";"=""* 70""";"=""---""";"=""84""";"=""* 88""";"=""* 88""";"=""84""";"=""0""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""18""";"=""W""";"=""1""";"=""2""";"=""1""";"=""JIANG Huihua""";"=""22.01.1998""";"=""CHN""";"=""49""";"=""48.95""";"=""89""";"=""92""";"=""94""";"=""94""";"=""112""";"=""*117""";"=""118""";"=""118""";"=""212""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""19""";"=""W""";"=""2""";"=""1""";"=""2""";"=""HOU Zhihui""";"=""18.03.1997""";"=""CHN""";"=""49""";"=""48.85""";"=""89""";"=""94""";"=""* 97""";"=""94""";"=""110""";"=""*116""";"=""117""";"=""117""";"=""211""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""20""";"=""W""";"=""3""";"=""3""";"=""3""";"=""RI Song Gum""";"=""17.10.1997""";"=""PRK""";"=""49""";"=""48.75""";"=""* 89""";"=""89""";"=""* 92""";"=""89""";"=""*115""";"=""115""";"=""*118""";"=""115""";"=""204""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""21""";"=""W""";"=""4""";"=""5""";"=""4""";"=""MIRABAI Chanu Saikhom""";"=""08.08.1994""";"=""IND""";"=""49""";"=""49.00""";"=""84""";"=""87""";"=""* 89""";"=""87""";"=""110""";"=""114""";"=""*118""";"=""114""";"=""201""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""22""";"=""W""";"=""5""";"=""8""";"=""5""";"=""SEGURA SEGURA Ana Iris""";"=""26.07.1991""";"=""COL""";"=""49""";"=""49.00""";"=""80""";"=""83""";"=""* 85""";"=""83""";"=""101""";"=""105""";"=""*107""";"=""105""";"=""188""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""23""";"=""W""";"=""6""";"=""4""";"=""12""";"=""SOBOL Kristina Ivanovna""";"=""30.11.1991""";"=""RUS""";"=""49""";"=""49.00""";"=""83""";"=""86""";"=""88""";"=""88""";"=""95""";"=""* 99""";"=""99""";"=""99""";"=""187""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""24""";"=""W""";"=""7""";"=""6""";"=""9""";"=""PIRON CANDELARIO Beatriz Elizabeth""";"=""27.02.1995""";"=""DOM""";"=""49""";"=""48.60""";"=""83""";"=""86""";"=""* 88""";"=""86""";"=""101""";"=""*103""";"=""*103""";"=""101""";"=""187""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""25""";"=""W""";"=""8""";"=""9""";"=""7""";"=""KING Morghan Whitney""";"=""08.10.1985""";"=""USA""";"=""49""";"=""48.90""";"=""80""";"=""* 82""";"=""82""";"=""82""";"=""99""";"=""101""";"=""*103""";"=""101""";"=""183""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""26""";"=""W""";"=""9""";"=""10""";"=""11""";"=""AISAH Windy Cantika""";"=""11.06.2002""";"=""INA""";"=""49""";"=""48.25""";"=""* 78""";"=""78""";"=""82""";"=""82""";"=""97""";"=""100""";"=""*103""";"=""100""";"=""182""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""27""";"=""W""";"=""10""";"=""12""";"=""8""";"=""MICHEL Anais""";"=""12.01.1988""";"=""FRA""";"=""49""";"=""48.85""";"=""77""";"=""79""";"=""* 81""";"=""79""";"=""98""";"=""*100""";"=""101""";"=""101""";"=""180""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""28""";"=""W""";"=""11""";"=""17""";"=""6""";"=""TOUA Loa Dika""";"=""23.06.1984""";"=""PNG""";"=""49""";"=""49.00""";"=""74""";"=""78""";"=""* 80""";"=""78""";"=""95""";"=""100""";"=""102""";"=""102""";"=""180""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""29""";"=""W""";"=""12""";"=""7""";"=""18""";"=""ROSA FIGUEIREDO Nathasha""";"=""16.01.1996""";"=""BRA""";"=""49""";"=""49.00""";"=""75""";"=""80""";"=""83""";"=""83""";"=""95""";"=""* 98""";"=""* 98""";"=""95""";"=""178""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""30""";"=""W""";"=""13""";"=""19""";"=""10""";"=""RITCHEY Alyssa Lynn""";"=""14.04.1989""";"=""USA""";"=""49""";"=""48.95""";"=""78""";"=""* 81""";"=""* 81""";"=""78""";"=""100""";"=""*103""";"=""*103""";"=""100""";"=""178""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""31""";"=""W""";"=""14""";"=""15""";"=""13""";"=""ECHANDIA ZARATE Katherin Oriana""";"=""14.08.2001""";"=""VEN""";"=""49""";"=""48.65""";"=""75""";"=""78""";"=""* 80""";"=""78""";"=""95""";"=""98""";"=""*100""";"=""98""";"=""176""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""32""";"=""W""";"=""15""";"=""18""";"=""15""";"=""LIN Cheng Jing""";"=""20.01.2000""";"=""TPE""";"=""49""";"=""48.30""";"=""75""";"=""* 78""";"=""78""";"=""78""";"=""95""";"=""98""";"=""*101""";"=""98""";"=""176""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""33""";"=""W""";"=""16""";"=""13""";"=""17""";"=""LORENTZ Manon Camille""";"=""17.07.1991""";"=""FRA""";"=""49""";"=""48.95""";"=""77""";"=""* 79""";"=""79""";"=""79""";"=""93""";"=""96""";"=""* 98""";"=""96""";"=""175""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""34""";"=""W""";"=""17""";"=""14""";"=""16""";"=""BRADDOCK Amanda Melissa""";"=""10.02.1989""";"=""CAN""";"=""49""";"=""48.90""";"=""75""";"=""78""";"=""* 81""";"=""78""";"=""92""";"=""* 96""";"=""96""";"=""96""";"=""174""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""35""";"=""W""";"=""18""";"=""11""";"=""21""";"=""OLIVEIRA MADEIRA Luana""";"=""31.01.1998""";"=""BRA""";"=""49""";"=""49.00""";"=""76""";"=""79""";"=""81""";"=""81""";"=""93""";"=""* 96""";"=""* 96""";"=""93""";"=""174""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""36""";"=""W""";"=""19""";"=""16""";"=""19""";"=""CAMPOVERDE ALMEIDA Angelica Mercedes""";"=""31.05.1996""";"=""ECU""";"=""49""";"=""48.50""";"=""73""";"=""76""";"=""78""";"=""78""";"=""94""";"=""* 97""";"=""* 97""";"=""94""";"=""172""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""37""";"=""W""";"=""20""";"=""26""";"=""14""";"=""RANAIVOSOA Marie Hanitra Roilya""";"=""14.11.1990""";"=""MRI""";"=""49""";"=""49.00""";"=""73""";"=""* 76""";"=""* 77""";"=""73""";"=""92""";"=""95""";"=""98""";"=""98""";"=""171""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""38""";"=""W""";"=""21""";"=""22""";"=""23""";"=""PEREZ Elien Rose Jorolan""";"=""08.08.1998""";"=""PHI""";"=""49""";"=""49.00""";"=""70""";"=""73""";"=""75""";"=""75""";"=""90""";"=""* 93""";"=""* 93""";"=""90""";"=""165""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""39""";"=""W""";"=""22""";"=""21""";"=""24""";"=""ABDULLAEVA Nigora""";"=""13.05.2004""";"=""UZB""";"=""49""";"=""48.95""";"=""72""";"=""75""";"=""* 79""";"=""75""";"=""90""";"=""* 93""";"=""* 93""";"=""90""";"=""165""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""40""";"=""W""";"=""23""";"=""24""";"=""25""";"=""ANDRIES Elena Ramona""";"=""21.09.1994""";"=""ROU""";"=""49""";"=""49.00""";"=""70""";"=""74""";"=""* 76""";"=""74""";"=""* 90""";"=""90""";"=""* 93""";"=""90""";"=""164""";"=""2019 IWF World Championships""";"=""09.2019""";
"=""41""";"=""W""";"=""24""";"=""25""";"=""26""";"=""PATSEANG Yipang""";"=""20.08.2001""";"=""TPE""";"=""49""";"=""48.15""";"=""70""";"=""* 74""";"=""74""";"=""74""";"=""* 90""";"=""90""";"=""* 94""";"=""90""";"=""164""";"=""2019 IWF World Championships""";"=""09.2019""";
