pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""W""";"=""1""";"=""1""";"=""2""";"=""KHONG My Phuong""";"=""05.07.1999""";"=""VIE""";"=""45""";"=""44.65""";"=""70""";"=""* 74""";"=""74""";"=""74""";"=""* 84""";"=""84""";"=""* 86""";"=""84""";"=""158""";"=""2019 IWF Junior World Championships""";"=""06.2019""";
"=""1""";"=""W""";"=""2""";"=""2""";"=""1""";"=""PHAM Dinh Thi""";"=""05.10.2001""";"=""VIE""";"=""45""";"=""44.35""";"=""66""";"=""* 69""";"=""69""";"=""69""";"=""85""";"=""* 90""";"=""* 90""";"=""85""";"=""154""";"=""2019 IWF Junior World Championships""";"=""06.2019""";
"=""2""";"=""W""";"=""3""";"=""3""";"=""3""";"=""DOGAN Ayse""";"=""12.02.2000""";"=""TUR""";"=""45""";"=""44.85""";"=""65""";"=""68""";"=""* 70""";"=""68""";"=""78""";"=""81""";"=""83""";"=""83""";"=""151""";"=""2019 IWF Junior World Championships""";"=""06.2019""";
"=""3""";"=""W""";"=""1""";"=""1""";"=""1""";"=""ZHAO Jinhong""";"=""26.05.2001""";"=""CHN""";"=""49""";"=""48.55""";"=""* 80""";"=""81""";"=""* 86""";"=""81""";"=""102""";"=""110""";"=""*115""";"=""110""";"=""191""";"=""2019 IWF Junior World Championships""";"=""06.2019""";
"=""4""";"=""W""";"=""2""";"=""2""";"=""2""";"=""AISAH Windy Cantika""";"=""11.06.2002""";"=""INA""";"=""49""";"=""48.20""";"=""75""";"=""78""";"=""81""";"=""81""";"=""94""";"=""98""";"=""*101""";"=""98""";"=""179""";"=""2019 IWF Junior World Championships""";"=""06.2019""";
"=""5""";"=""W""";"=""3""";"=""4""";"=""3""";"=""REICHARDT Hayley Marie""";"=""27.04.1999""";"=""USA""";"=""49""";"=""48.75""";"=""71""";"=""74""";"=""* 76""";"=""74""";"=""94""";"=""* 98""";"=""98""";"=""98""";"=""172""";"=""2019 IWF Junior World Championships""";"=""06.2019""";
"=""6""";"=""W""";"=""4""";"=""3""";"=""6""";"=""IMPERIO Giulia""";"=""07.12.2001""";"=""ITA""";"=""49""";"=""48.75""";"=""70""";"=""73""";"=""75""";"=""75""";"=""85""";"=""90""";"=""* 94""";"=""90""";"=""165""";"=""2019 IWF Junior World Championships""";"=""06.2019""";
"=""7""";"=""W""";"=""5""";"=""7""";"=""5""";"=""BAYAV Pelinsu""";"=""03.08.2001""";"=""TUR""";"=""49""";"=""48.90""";"=""* 72""";"=""72""";"=""* 75""";"=""72""";"=""90""";"=""* 93""";"=""* 95""";"=""90""";"=""162""";"=""2019 IWF Junior World Championships""";"=""06.2019""";
"=""8""";"=""W""";"=""6""";"=""8""";"=""8""";"=""MUN Jeongseon""";"=""04.06.1999""";"=""KOR""";"=""49""";"=""48.90""";"=""70""";"=""* 73""";"=""* 74""";"=""70""";"=""* 90""";"=""90""";"=""* 95""";"=""90""";"=""160""";"=""2019 IWF Junior World Championships""";"=""06.2019""";
"=""9""";"=""W""";"=""7""";"=""9""";"=""4""";"=""LEE Hanbyeol""";"=""28.03.2000""";"=""KOR""";"=""49""";"=""47.65""";"=""68""";"=""* 72""";"=""* 74""";"=""68""";"=""85""";"=""92""";"=""* 95""";"=""92""";"=""160""";"=""2019 IWF Junior World Championships""";"=""06.2019""";
"=""10""";"=""W""";"=""8""";"=""6""";"=""11""";"=""YAMASHITA Emika""";"=""16.01.2004""";"=""JPN""";"=""49""";"=""48.80""";"=""69""";"=""71""";"=""73""";"=""73""";"=""81""";"=""* 84""";"=""* 84""";"=""81""";"=""154""";"=""2019 IWF Junior World Championships""";"=""06.2019""";
"=""11""";"=""W""";"=""9""";"=""10""";"=""9""";"=""FANG Wan-Ling""";"=""01.12.1999""";"=""TPE""";"=""49""";"=""48.60""";"=""68""";"=""* 73""";"=""* 73""";"=""68""";"=""* 85""";"=""85""";"=""* 92""";"=""85""";"=""153""";"=""2019 IWF Junior World Championships""";"=""06.2019""";
"=""12""";"=""W""";"=""10""";"=""11""";"=""10""";"=""OLESKIEWICZ Sylwia Malgorzata""";"=""23.06.1999""";"=""POL""";"=""49""";"=""48.35""";"=""60""";"=""64""";"=""66""";"=""66""";"=""80""";"=""82""";"=""* 85""";"=""82""";"=""148""";"=""2019 IWF Junior World Championships""";"=""06.2019""";
"=""13""";"=""W""";"=""---""";"=""---""";"=""7""";"=""AMANDA Riska Nur""";"=""05.08.2002""";"=""INA""";"=""49""";"=""48.35""";"=""* 71""";"=""* 72""";"=""* 72""";"=""---""";"=""* 90""";"=""90""";"=""* 93""";"=""90""";"=""0""";"=""2019 IWF Junior World Championships""";"=""06.2019""";
"=""14""";"=""W""";"=""---""";"=""5""";"=""---""";"=""PATSEANG Yipang""";"=""20.08.2001""";"=""TPE""";"=""49""";"=""48.75""";"=""70""";"=""* 73""";"=""74""";"=""74""";"=""* 92""";"=""* 92""";"=""* 92""";"=""---""";"=""0""";"=""2019 IWF Junior World Championships""";"=""06.2019""";
"=""15""";"=""M""";"=""1""";"=""2""";"=""1""";"=""MASSIDDA Sergio""";"=""26.01.2002""";"=""ITA""";"=""55""";"=""54.95""";"=""100""";"=""102""";"=""*104""";"=""102""";"=""125""";"=""128""";"=""131""";"=""131""";"=""233""";"=""2019 IWF Junior World Championships""";"=""06.2019""";
"=""16""";"=""W""";"=""1""";"=""2""";"=""1""";"=""GAN Hongyan""";"=""27.01.2001""";"=""CHN""";"=""55""";"=""54.70""";"=""86""";"=""88""";"=""91""";"=""91""";"=""107""";"=""*110""";"=""114""";"=""114""";"=""205""";"=""2019 IWF Junior World Championships""";"=""06.2019""";
"=""17""";"=""M""";"=""2""";"=""4""";"=""2""";"=""KUBO Kaito""";"=""24.01.1999""";"=""JPN""";"=""55""";"=""54.90""";"=""93""";"=""96""";"=""* 99""";"=""96""";"=""122""";"=""126""";"=""128""";"=""128""";"=""224""";"=""2019 IWF Junior World Championships""";"=""06.2019""";
"=""18""";"=""W""";"=""2""";"=""1""";"=""3""";"=""SINISTERRA TORRES Yenny""";"=""04.05.2000""";"=""COL""";"=""55""";"=""54.95""";"=""87""";"=""90""";"=""92""";"=""92""";"=""107""";"=""112""";"=""*115""";"=""112""";"=""204""";"=""2019 IWF Junior World Championships""";"=""06.2019""";
"=""19""";"=""M""";"=""3""";"=""1""";"=""4""";"=""YAMAGUCHI Yuto""";"=""15.06.2000""";"=""JPN""";"=""55""";"=""54.35""";"=""98""";"=""101""";"=""103""";"=""103""";"=""*120""";"=""120""";"=""*123""";"=""120""";"=""223""";"=""2019 IWF Junior World Championships""";"=""06.2019""";
"=""20""";"=""W""";"=""3""";"=""5""";"=""2""";"=""NOVITSKAIA Kristina""";"=""22.09.1999""";"=""RUS""";"=""55""";"=""54.70""";"=""84""";"=""* 87""";"=""* 87""";"=""84""";"=""103""";"=""106""";"=""113""";"=""113""";"=""197""";"=""2019 IWF Junior World Championships""";"=""06.2019""";
"=""21""";"=""M""";"=""4""";"=""3""";"=""3""";"=""LIN Zhi Ting""";"=""27.06.1999""";"=""TPE""";"=""55""";"=""54.90""";"=""95""";"=""98""";"=""*100""";"=""98""";"=""121""";"=""*126""";"=""*126""";"=""121""";"=""219""";"=""2019 IWF Junior World Championships""";"=""06.2019""";
"=""22""";"=""W""";"=""4""";"=""3""";"=""4""";"=""KONOTOP Kamila""";"=""23.03.2001""";"=""UKR""";"=""55""";"=""54.70""";"=""85""";"=""89""";"=""91""";"=""91""";"=""101""";"=""*105""";"=""105""";"=""105""";"=""196""";"=""2019 IWF Junior World Championships""";"=""06.2019""";
"=""23""";"=""M""";"=""5""";"=""5""";"=""5""";"=""TOM Seth Sinjon""";"=""04.04.2002""";"=""USA""";"=""55""";"=""54.60""";"=""91""";"=""* 94""";"=""95""";"=""95""";"=""115""";"=""*120""";"=""*120""";"=""115""";"=""210""";"=""2019 IWF Junior World Championships""";"=""06.2019""";
"=""24""";"=""W""";"=""5""";"=""4""";"=""5""";"=""MAGISTRIS Lucrezia""";"=""21.04.1999""";"=""ITA""";"=""55""";"=""55.00""";"=""* 87""";"=""87""";"=""90""";"=""90""";"=""103""";"=""*105""";"=""*107""";"=""103""";"=""193""";"=""2019 IWF Junior World Championships""";"=""06.2019""";
