pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""W""";"=""1""";"=""1""";"=""2""";"=""ERDOGAN Saziye""";"=""23.02.1992""";"=""TUR""";"=""45""";"=""44.96""";"=""70""";"=""73""";"=""75""";"=""75""";"=""88""";"=""*91""";"=""*91""";"=""88""";"=""163""";"=""European Championships""";"=""04.2019""";
"=""1""";"=""W""";"=""2""";"=""3""";"=""1""";"=""PETROVA Ivana Gerogieva""";"=""26.08.2001""";"=""BUL""";"=""45""";"=""45.00""";"=""65""";"=""67""";"=""69""";"=""69""";"=""83""";"=""85""";"=""89""";"=""89""";"=""158""";"=""European Championships""";"=""04.2019""";
"=""2""";"=""W""";"=""3""";"=""2""";"=""5""";"=""ASAYONAK Yuliya""";"=""13.07.1994""";"=""BLR""";"=""45""";"=""44.74""";"=""64""";"=""67""";"=""69""";"=""69""";"=""81""";"=""*83""";"=""*83""";"=""81""";"=""150""";"=""European Championships""";"=""04.2019""";
"=""3""";"=""W""";"=""4""";"=""4""";"=""6""";"=""DOGAN Ayse""";"=""12.02.2000""";"=""TUR""";"=""45""";"=""44.76""";"=""64""";"=""66""";"=""68""";"=""68""";"=""*81""";"=""81""";"=""*85""";"=""81""";"=""149""";"=""European Championships""";"=""04.2019""";
"=""4""";"=""W""";"=""5""";"=""5""";"=""3""";"=""PANA Adriana Cosmina""";"=""18.12.2001""";"=""ROU""";"=""45""";"=""44.62""";"=""62""";"=""65""";"=""*68""";"=""65""";"=""*82""";"=""82""";"=""84""";"=""84""";"=""149""";"=""European Championships""";"=""04.2019""";
"=""5""";"=""W""";"=""6""";"=""6""";"=""4""";"=""POWELL Hannah Louise""";"=""12.12.1992""";"=""GBR""";"=""45""";"=""44.62""";"=""60""";"=""*63""";"=""63""";"=""63""";"=""78""";"=""80""";"=""83""";"=""83""";"=""146""";"=""European Championships""";"=""04.2019""";
"=""6""";"=""W""";"=""7""";"=""7""";"=""7""";"=""KUDLASZYK Paulina Magdalena""";"=""24.10.1997""";"=""POL""";"=""45""";"=""44.96""";"=""*55""";"=""55""";"=""58""";"=""58""";"=""70""";"=""*73""";"=""73""";"=""73""";"=""131""";"=""European Championships""";"=""04.2019""";
"=""7""";"=""W""";"=""8""";"=""8""";"=""8""";"=""GIACOMONE Maria Belen""";"=""18.10.1985""";"=""SMR""";"=""45""";"=""44.08""";"=""48""";"=""51""";"=""*54""";"=""51""";"=""60""";"=""64""";"=""*70""";"=""64""";"=""115""";"=""European Championships""";"=""04.2019""";
"=""8""";"=""W""";"=""1""";"=""1""";"=""1""";"=""ANDRIES Elena Ramona""";"=""21.09.1994""";"=""ROU""";"=""49""";"=""48.78""";"=""82""";"=""85""";"=""87""";"=""87""";"=""100""";"=""103""";"=""*105""";"=""103""";"=""190""";"=""European Championships""";"=""04.2019""";
"=""9""";"=""W""";"=""2""";"=""2""";"=""6""";"=""SOBOL Kristina Ivanovna""";"=""30.11.1991""";"=""RUS""";"=""49""";"=""48.72""";"=""80""";"=""83""";"=""85""";"=""85""";"=""*91""";"=""91""";"=""95""";"=""95""";"=""180""";"=""European Championships""";"=""04.2019""";
