pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""W""";"=""1""";"=""1""";"=""1""";"=""MIRABAI Chanu Saikhom""";"=""08.08.1994""";"=""IND""";"=""49 """;"=""49.00""";"=""*79""";"=""79""";"=""82""";"=""82""";"=""104""";"=""107""";"=""110""";"=""110""";"=""192""";"=""EGAT's Cup International Weightlifting Championships""";"=""01.2019""";
"=""1""";"=""W""";"=""2""";"=""2""";"=""2""";"=""MIYAKE Hiromi""";"=""18.11.1985""";"=""JPN""";"=""49 """;"=""48.90""";"=""78""";"=""80""";"=""*81""";"=""80""";"=""*100""";"=""100""";"=""103""";"=""103""";"=""183""";"=""EGAT's Cup International Weightlifting Championships""";"=""01.2019""";
"=""2""";"=""W""";"=""3""";"=""3""";"=""3""";"=""TOUA Loa Dika""";"=""23.06.1984""";"=""PNG""";"=""49 """;"=""48.95""";"=""74""";"=""78""";"=""*81""";"=""78""";"=""101""";"=""*106""";"=""*106""";"=""101""";"=""179""";"=""EGAT's Cup International Weightlifting Championships""";"=""01.2019""";
"=""3""";"=""W""";"=""4""";"=""4""";"=""4""";"=""KO Bogeum""";"=""04.01.1991""";"=""KOR""";"=""49 """;"=""47.65""";"=""60""";"=""65""";"=""70""";"=""70""";"=""80""";"=""---""";"=""---""";"=""80""";"=""150""";"=""EGAT's Cup International Weightlifting Championships""";"=""01.2019""";
"=""4""";"=""W""";"=""5""";"=""5""";"=""5""";"=""CALMA Dayalani Reiko Vida""";"=""24.11.2000""";"=""GUM""";"=""49 """;"=""46.45""";"=""46""";"=""49""";"=""*51""";"=""49""";"=""58""";"=""60""";"=""*62""";"=""60""";"=""109""";"=""EGAT's Cup International Weightlifting Championships""";"=""01.2019""";
"=""5""";"=""W""";"=""1""";"=""1""";"=""1""";"=""JIANG Huihua""";"=""22.01.1998""";"=""CHN""";"=""55 """;"=""50.90""";"=""88""";"=""92""";"=""*95""";"=""92""";"=""110""";"=""115""";"=""118""";"=""118""";"=""210""";"=""EGAT's Cup International Weightlifting Championships""";"=""01.2019""";
"=""6""";"=""M""";"=""1""";"=""1""";"=""1""";"=""SOMBOON-UAN Thada""";"=""03.11.2000""";"=""THA""";"=""55 """;"=""54.85""";"=""95""";"=""*100""";"=""100""";"=""100""";"=""115""";"=""120""";"=""125""";"=""125""";"=""225""";"=""EGAT's Cup International Weightlifting Championships""";"=""01.2019""";
"=""7""";"=""W""";"=""2""";"=""2""";"=""2""";"=""SADOYAMA Ayana""";"=""03.05.1994""";"=""JPN""";"=""55 """;"=""53.35""";"=""79""";"=""81""";"=""83""";"=""83""";"=""98""";"=""101""";"=""103""";"=""103""";"=""186""";"=""EGAT's Cup International Weightlifting Championships""";"=""01.2019""";
"=""8""";"=""W""";"=""3""";"=""3""";"=""3""";"=""HANHUR Mariia""";"=""24.08.2000""";"=""UKR""";"=""55 """;"=""54.85""";"=""80""";"=""82""";"=""*84""";"=""82""";"=""94""";"=""97""";"=""100""";"=""100""";"=""182""";"=""EGAT's Cup International Weightlifting Championships""";"=""01.2019""";
"=""9""";"=""W""";"=""4""";"=""5""";"=""4""";"=""JANG Eunbi""";"=""09.03.1994""";"=""KOR""";"=""55 """;"=""54.65""";"=""75""";"=""*78""";"=""*78""";"=""75""";"=""95""";"=""98""";"=""*101""";"=""98""";"=""173""";"=""EGAT's Cup International Weightlifting Championships""";"=""01.2019""";
"=""10""";"=""W""";"=""5""";"=""4""";"=""5""";"=""HOSOMI Ayaka""";"=""25.07.1995""";"=""JPN""";"=""55 """;"=""54.65""";"=""73""";"=""*76""";"=""77""";"=""77""";"=""94""";"=""*98""";"=""*98""";"=""94""";"=""171""";"=""EGAT's Cup International Weightlifting Championships""";"=""01.2019""";
"=""11""";"=""W""";"=""6""";"=""6""";"=""6""";"=""LIFU Mary Kini""";"=""15.10.1994""";"=""SOL""";"=""55 """;"=""54.80""";"=""68""";"=""73""";"=""75""";"=""75""";"=""88""";"=""*92""";"=""*92""";"=""88""";"=""163""";"=""EGAT's Cup International Weightlifting Championships""";"=""01.2019""";
"=""12""";"=""W""";"=""1""";"=""1""";"=""3""";"=""LUO Xiaomin""";"=""14.11.1999""";"=""CHN""";"=""59 """;"=""59.00""";"=""97""";"=""101""";"=""104""";"=""104""";"=""*118""";"=""118""";"=""*125""";"=""118""";"=""222""";"=""EGAT's Cup International Weightlifting Championships""";"=""01.2019""";
