pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""w""";"=""1""";"=""1""";"=""1""";"=""RANDAFIARISON Rosina""";"=""29.12.1999""";"=""MAD""";"=""45""";"=""44.00""";"=""60""";"=""68""";"=""70""";"=""70""";"=""80""";"=""*85""";"=""*85""";"=""80""";"=""150""";"=""African Championships""";"=""04.2019""";
"=""1""";"=""w""";"=""2""";"=""2""";"=""2""";"=""FAJRESLAM Maha""";"=""04.07.2003""";"=""MAR""";"=""45""";"=""44.47""";"=""43""";"=""50""";"=""*52""";"=""50""";"=""55""";"=""62""";"=""*65""";"=""62""";"=""112""";"=""African Championships""";"=""04.2019""";
"=""2""";"=""w""";"=""1""";"=""1""";"=""1""";"=""AHMED Heba Saleh Mahmoud""";"=""03.07.1996""";"=""EGY""";"=""49""";"=""48.96""";"=""67""";"=""71""";"=""73""";"=""73""";"=""92""";"=""95""";"=""*100""";"=""95""";"=""168""";"=""African Championships""";"=""04.2019""";
"=""3""";"=""w""";"=""2""";"=""2""";"=""2""";"=""RANAIVOSOA Marie Hanitra Roilya""";"=""14.11.1990""";"=""MRI""";"=""49""";"=""48.66""";"=""71""";"=""*74""";"=""*74""";"=""71""";"=""93""";"=""*96""";"=""*98""";"=""93""";"=""164""";"=""African Championships""";"=""04.2019""";
"=""4""";"=""w""";"=""3""";"=""4""";"=""4""";"=""NTUMI Winnifred""";"=""28.09.2002""";"=""GHA""";"=""49""";"=""47.76""";"=""53""";"=""55""";"=""57""";"=""57""";"=""63""";"=""65""";"=""67""";"=""67""";"=""124""";"=""African Championships""";"=""04.2019""";
"=""5""";"=""w""";"=""---""";"=""---""";"=""3""";"=""BEN ISSA Yossra""";"=""16.09.2001""";"=""TUN""";"=""49""";"=""48.64""";"=""*56""";"=""*56""";"=""*57""";"=""---""";"=""67""";"=""*73""";"=""73""";"=""73""";"=""0""";"=""African Championships""";"=""04.2019""";
"=""6""";"=""w""";"=""---""";"=""3""";"=""---""";"=""CHIHI Zohra""";"=""27.08.1994""";"=""TUN""";"=""49""";"=""49.00""";"=""65""";"=""71""";"=""*75""";"=""71""";"=""*80""";"=""*80""";"=""*80""";"=""---""";"=""0""";"=""African Championships""";"=""04.2019""";
"=""7""";"=""m""";"=""1""";"=""1""";"=""1""";"=""ANDRIANTSITOHAINA Eric Herman""";"=""21.07.1991""";"=""MAD""";"=""55""";"=""54.90""";"=""95""";"=""*102""";"=""102""";"=""102""";"=""120""";"=""*140""";"=""*140""";"=""120""";"=""222""";"=""African Championships""";"=""04.2019""";
"=""8""";"=""w""";"=""1""";"=""1""";"=""1""";"=""AMALAHA Chika Joy""";"=""28.10.1997""";"=""NGR""";"=""55""";"=""54.63""";"=""90""";"=""*95""";"=""95""";"=""95""";"=""110""";"=""*115""";"=""*115""";"=""110""";"=""205""";"=""African Championships""";"=""04.2019""";
"=""9""";"=""m""";"=""2""";"=""2""";"=""2""";"=""HARFI Issam""";"=""02.12.1997""";"=""MAR""";"=""55""";"=""54.40""";"=""85""";"=""90""";"=""*97""";"=""90""";"=""90""";"=""100""";"=""*110""";"=""100""";"=""190""";"=""African Championships""";"=""04.2019""";
