pid;gender;rank;rank_s;rank_cj;name;born;nation;category;bweight;snatch1;snatch2;snatch3;snatch;jerk1;jerk2;jerk3;jerk;total;event;date
"=""0""";"=""W""";"=""1""";"=""2""";"=""1""";"=""BORNALI BORAH""";"=""31.07.2000""";"=""IND""";"=""45""";"=""44.45""";"=""55""";"=""* 59""";"=""* 59""";"=""55""";"=""70""";"=""76""";"=""* 82""";"=""76""";"=""131""";"=""2019 Commonwealth Junior Championships""";"=""07.2019""";
"=""1""";"=""W""";"=""2""";"=""1""";"=""2""";"=""SAKSHI PRAKASH MASKE""";"=""23.03.2001""";"=""IND""";"=""45""";"=""44.70""";"=""54""";"=""58""";"=""* 61""";"=""58""";"=""65""";"=""69""";"=""72""";"=""72""";"=""130""";"=""2019 Commonwealth Junior Championships""";"=""07.2019""";
"=""2""";"=""W""";"=""3""";"=""3""";"=""3""";"=""TOUA Konio""";"=""25.02.1999""";"=""PNG""";"=""45""";"=""44.95""";"=""47""";"=""50""";"=""* 53""";"=""50""";"=""* 65""";"=""65""";"=""* 70""";"=""65""";"=""115""";"=""2019 Commonwealth Junior Championships""";"=""07.2019""";
"=""3""";"=""W""";"=""4""";"=""4""";"=""4""";"=""IKA Daniella""";"=""08.01.2004""";"=""NRU""";"=""45""";"=""44.50""";"=""30""";"=""35""";"=""* 39""";"=""35""";"=""* 43""";"=""43""";"=""47""";"=""47""";"=""82""";"=""2019 Commonwealth Junior Championships""";"=""07.2019""";
"=""4""";"=""W""";"=""1""";"=""2""";"=""1""";"=""MALA Jaylyn""";"=""06.12.2000""";"=""SOL""";"=""49""";"=""47.55""";"=""47""";"=""50""";"=""* 53""";"=""50""";"=""57""";"=""63""";"=""65""";"=""65""";"=""115""";"=""2019 Commonwealth Junior Championships""";"=""07.2019""";
"=""5""";"=""W""";"=""2""";"=""1""";"=""2""";"=""GAVERA Korema Marie""";"=""18.05.2000""";"=""PNG""";"=""49""";"=""48.45""";"=""48""";"=""52""";"=""* 54""";"=""52""";"=""58""";"=""62""";"=""* 65""";"=""62""";"=""114""";"=""2019 Commonwealth Junior Championships""";"=""07.2019""";
"=""6""";"=""W""";"=""1""";"=""1""";"=""2""";"=""JONES Catrin Haf""";"=""13.06.1999""";"=""WAL""";"=""55""";"=""53.20""";"=""73""";"=""75""";"=""77""";"=""77""";"=""93""";"=""96""";"=""* 98""";"=""96""";"=""173""";"=""2019 Commonwealth Junior Championships""";"=""07.2019""";
"=""7""";"=""M""";"=""1""";"=""2""";"=""1""";"=""NAUARI Gahuna Ian""";"=""05.08.2002""";"=""PNG""";"=""55""";"=""54.65""";"=""* 80""";"=""80""";"=""* 85""";"=""80""";"=""*101""";"=""101""";"=""108""";"=""108""";"=""188""";"=""2019 Commonwealth Junior Championships""";"=""07.2019""";
"=""8""";"=""W""";"=""2""";"=""3""";"=""1""";"=""SOREN Sneha""";"=""02.05.2001""";"=""IND""";"=""55""";"=""53.00""";"=""70""";"=""73""";"=""* 75""";"=""73""";"=""96""";"=""*101""";"=""*101""";"=""96""";"=""169""";"=""2019 Commonwealth Junior Championships""";"=""07.2019""";
"=""9""";"=""M""";"=""2""";"=""1""";"=""2""";"=""SHADRACK Walter""";"=""06.10.2000""";"=""SOL""";"=""55""";"=""54.75""";"=""80""";"=""* 85""";"=""* 85""";"=""80""";"=""100""";"=""105""";"=""*109""";"=""105""";"=""185""";"=""2019 Commonwealth Junior Championships""";"=""07.2019""";
